Date,close_si=f,high_si=f,low_si=f,open_si=f,volume_si=f,close,open,high,low,volume,sma_10,ema_10,rsi,macd,macd_signal,bb_middle,bb_upper,bb_lower,stoch_k,stoch_d,cci,adx,williams_r,target
2023-02-21,21.868999481201172,21.969999313354492,21.854999542236328,21.969999313354492,8,21.868999481201172,21.969999313354492,21.969999313354492,21.854999542236328,8,21.906800079345704,22.005044612554332,34.03192692148551,-0.5407244034846101,-0.5043209117460634,22.648600101470947,24.377699647641887,20.919500555300008,11.114906180007969,6.998281531733428,-62.0113006996507,23.285858858786103,-88.88509381999204,0
2023-02-22,21.660999298095703,21.885000228881836,21.660999298095703,21.8799991607666,6,21.660999298095703,21.8799991607666,21.885000228881836,21.660999298095703,6,21.861199951171876,21.942490919016397,31.429741855708258,-0.5358431204987006,-0.5106253534965909,22.5492000579834,24.265351210065237,20.83304890590156,3.9793914672456108,6.735265808588504,-69.96302742749533,23.53883210069618,-96.0206085327544,0
2023-02-23,21.298999786376953,21.56999969482422,21.298999786376953,21.510000228881836,25,21.298999786376953,21.510000228881836,21.56999969482422,21.298999786376953,25,21.754399871826173,21.82549253126377,27.490098669048095,-0.5547897331055509,-0.5194582294183829,22.422200012207032,24.113513624136008,20.730886400278056,0.0,5.031432549084527,-94.88024287443051,24.324287224000994,-100.0,0
2023-02-24,20.805999755859375,21.329999923706055,20.805999755859375,21.329999923706055,53878,20.805999755859375,21.329999923706055,21.329999923706055,20.805999755859375,53878,21.625299835205077,21.64013020846297,23.22112914697057,-0.6026391929031369,-0.5360944221153338,22.26599998474121,23.948461350895947,20.583538618586473,0.0,1.3264638224152037,-129.9125182710879,25.679374225252417,-100.0,0
2023-02-27,20.670000076293945,20.81999969482422,20.514999389648438,20.75,7500,20.670000076293945,20.75,20.81999969482422,20.514999389648438,7500,21.488899803161623,21.463742911704966,22.197085803915314,-0.6441093800842097,-0.557697413709109,22.123149967193605,23.837929969672956,20.408369964714254,8.369362150894661,2.7897873836315537,-154.0844421135319,27.255193515902295,-91.63063784910534,1
2023-02-28,20.961000442504883,21.010000228881836,20.475000381469727,20.639999389648438,513,20.961000442504883,20.639999389648438,21.010000228881836,20.475000381469727,513,21.403199768066408,21.372335190032224,29.374032923001167,-0.6460462852139877,-0.5753671880100847,21.988949966430663,23.624597977618023,20.353301955243303,25.68710412690924,11.352155425934633,-134.62069029478582,28.16713549069143,-74.31289587309077,0
2023-03-01,20.958999633789062,21.149999618530273,20.8799991607666,20.8799991607666,577,20.958999633789062,20.8799991607666,21.149999618530273,20.8799991607666,577,21.314899826049803,21.297183270715283,29.353983233917873,-0.6403610613218973,-0.5883659626724472,21.84949998855591,23.32965806580112,20.3693419113107,29.602396609469547,21.219620962424482,-109.02008769388927,28.615818012319632,-70.39760339053045,0
2023-03-02,20.766000747680664,20.915000915527344,20.735000610351562,20.915000915527344,109,20.766000747680664,20.915000915527344,20.915000915527344,20.735000610351562,109,21.23689994812012,21.200604630163532,27.410440913707646,-0.6440051866649803,-0.5994938074709538,21.711750030517578,23.05002483579192,20.373475225243237,17.798185044288978,24.362561926889256,-123.17981350094718,29.231498356511533,-82.20181495571101,1
2023-03-03,21.093000411987305,21.219999313354492,20.924999237060547,21.0,172,21.093000411987305,21.0,21.219999313354492,20.924999237060547,172,21.17779998779297,21.181040226858762,35.23475314549289,-0.6134357368703967,-0.6022821933508424,21.58970003128052,22.659207199948455,20.520192862612582,40.79209765628934,29.39755977001596,-78.00528679601125,28.942150223255567,-59.20790234371066,0
2023-03-06,20.983999252319336,21.219999313354492,20.979999542236328,21.174999237060547,120,20.983999252319336,21.174999237060547,21.219999313354492,20.979999542236328,120,21.10679988861084,21.14521459512432,33.92217782056203,-0.5911898417983501,-0.6000637230403439,21.52220001220703,22.56536772671912,20.47903229769494,33.59729874001631,30.72919381353155,-70.6187715392671,28.673469813803596,-66.40270125998369,0
2023-03-07,20.054000854492188,20.985000610351562,19.989999771118164,20.985000610351562,57,20.054000854492188,20.985000610351562,20.985000610351562,19.989999771118164,57,20.92530002593994,20.946812096827568,25.27195035801101,-0.6412114219326916,-0.6082932628188136,21.416050052642824,22.594394977309996,20.23770512797565,3.2323786954888303,25.873925030598162,-150.1539846576011,29.752026134960676,-96.76762130451117,0
2023-03-08,20.0049991607666,20.139999389648438,19.829999923706055,20.03499984741211,82,20.0049991607666,20.03499984741211,20.139999389648438,19.829999923706055,82,20.75970001220703,20.775573381180116,24.911490351582017,-0.6770038329683921,-0.6220353768487293,21.31044998168945,22.592572385021708,20.028327578357196,8.177536774405157,15.00240473663677,-168.27324386287597,30.92004572275803,-91.82246322559484,1
2023-03-09,20.024999618530273,20.030000686645508,20.010000228881836,20.010000228881836,7,20.024999618530273,20.010000228881836,20.030000686645508,20.010000228881836,7,20.632299995422365,20.639105424334687,25.37932354849532,-0.6957356987392203,-0.6367754412268276,21.19334993362427,22.49573423406723,19.89096563318131,9.112137871041805,6.8406844469785995,-145.38637755210792,32.00463533999843,-90.88786212895819,1
2023-03-10,20.375,20.375,20.375,20.375,48,20.375,20.375,20.375,20.375,48,20.589200019836426,20.591086256273833,33.22038289576034,-0.6745627916476771,-0.6443329113109976,21.10724992752075,22.386771170796163,19.82772868424534,25.467300548318324,14.252325064588431,-93.92549095784753,32.03143200154534,-74.53269945168168,1
2023-03-13,21.792999267578125,21.792999267578125,20.690000534057617,20.690000534057617,15,21.792999267578125,20.690000534057617,21.792999267578125,20.690000534057617,15,20.701499938964844,20.809615894692794,54.212447726525255,-0.5371702557247318,-0.6229003801937445,21.095199871063233,22.343747403836012,19.846652338290454,95.52306824130416,43.36750222022143,40.100721760973364,30.207596057318423,-4.476931758695838,1
2023-03-14,21.929000854492188,21.929000854492188,21.5,21.510000228881836,60,21.929000854492188,21.510000228881836,21.929000854492188,21.5,60,20.798299980163574,21.013140432838135,55.65235475586951,-0.41255580320250473,-0.5808314647954966,21.10074987411499,22.363011460620832,19.838488287609145,100.0,73.6634562632075,88.02123735559812,28.710662213558898,-0.0,0
2023-03-15,21.77400016784668,22.079999923706055,21.600000381469727,21.600000381469727,15,21.77400016784668,21.600000381469727,22.079999923706055,21.600000381469727,15,20.879800033569335,21.15147856647605,53.584130891425396,-0.32258663388527253,-0.5291824986134518,21.09734992980957,22.351949944380898,19.842749915238244,86.40001085069444,93.97435969733287,93.42186460427095,27.541075501774777,-13.599989149305555,0
2023-03-16,21.58799934387207,21.860000610351562,21.579999923706055,21.854999542236328,53,21.58799934387207,21.854999542236328,21.860000610351562,21.579999923706055,53,20.961999893188477,21.230845980548054,51.12860847811855,-0.2632594400776078,-0.47599788690628303,21.099449920654298,22.357183451260983,19.841716390047612,78.13330756293402,88.17777280454283,74.26862249331748,26.41629754086941,-21.86669243706597,1
2023-03-17,22.35099983215332,22.35099983215332,21.75,21.75,58,22.35099983215332,21.75,22.35099983215332,21.75,58,21.08779983520508,21.434510317203554,59.35657697411513,-0.15291177703118564,-0.4113806649312636,21.132799911499024,22.482755621894444,19.782844201103604,100.0,88.17777280454283,126.22385371243554,26.08491506745138,-0.0,1
2023-03-20,22.533000946044922,22.719999313354492,22.415000915527344,22.6299991607666,9,22.533000946044922,22.6299991607666,22.719999313354492,22.415000915527344,9,21.242700004577635,21.6342358860838,61.04147765166572,-0.050195863541567576,-0.3391437046533244,21.17474994659424,22.63914901208442,19.71035088110406,93.52946689264463,90.55425815185954,157.57851249451522,26.24604558426542,-6.470533107355371,0
2023-03-21,22.323999404907227,22.600000381469727,22.204999923706055,22.56999969482422,58,22.323999404907227,22.56999969482422,22.600000381469727,22.204999923706055,58,21.46969985961914,21.759647434960787,58.06463516839537,0.014179112275972017,-0.2684791412674651,21.19749994277954,22.717418609659102,19.67758127589998,86.2975781287124,93.27568167378568,128.4862159808858,25.94727493437755,-13.7024218712876,1
2023-03-22,22.674999237060547,23.065000534057617,22.649999618530273,22.68000030517578,22,22.674999237060547,22.68000030517578,23.065000534057617,22.649999618530273,22,21.736699867248536,21.92607503534256,61.463581233069526,0.09245374817628971,-0.19629256337871415,21.248199939727783,22.88939014735492,19.607009732100646,87.94432075996774,89.25712192710826,153.94064181652502,26.251331626892068,-12.055679240032262,1
2023-03-23,23.143999099731445,23.143999099731445,23.143999099731445,23.143999099731445,0,23.143999099731445,23.143999099731445,23.143999099731445,23.143999099731445,0,22.048599815368654,22.147515774322358,65.48867474438445,0.19013952035482973,-0.11900614663200537,21.34044990539551,23.17831819204682,19.5025816187442,100.0,91.41396629622672,157.1483625221237,26.62715822506255,-0.0,1
2023-03-24,23.246999740600586,23.246999740600586,23.246999740600586,23.246999740600586,15,23.246999740600586,23.246999740600586,23.246999740600586,23.246999740600586,15,22.335799789428712,22.347421950009306,66.32066833588885,0.2727237004460399,-0.04066017721639632,21.46249990463257,23.459506187091343,19.465493622173796,100.0,95.98144025332259,141.4053483145993,27.101642968792003,-0.0,0
