Date,close_bnb-usd,high_bnb-usd,low_bnb-usd,open_bnb-usd,volume_bnb-usd,close,open,high,low,volume,sma_10,ema_10,rsi,macd,macd_signal,bb_middle,bb_upper,bb_lower,stoch_k,stoch_d,cci,adx,williams_r,target
2023-02-24,302.0537109375,311.7994384765625,300.0581359863281,308.459716796875,479926281,302.0537109375,308.459716796875,311.7994384765625,300.0581359863281,479926281,311.4147705078125,309.8145599031231,45.64798934510261,0.8718998166647793,2.55063774928148,312.7008346557617,332.56117177573867,292.8404975357847,42.752604993997906,54.92627906018745,-85.01117022791746,30.491523011321455,-57.247395006002094,1
2023-02-25,302.3846130371094,303.02923583984375,297.22412109375,302.1002502441406,310503640,302.3846130371094,302.1002502441406,303.02923583984375,297.22412109375,310503640,309.9363098144531,308.4636604729388,45.87110124283501,0.1861362591569673,2.077737451256578,311.42659759521484,330.48457121640473,292.36862397402496,43.52324683068836,48.04010966999263,-115.24145989959106,28.52515283830967,-56.47675316931164,1
2023-02-26,308.9970703125,309.5875549316406,300.96624755859375,302.3690185546875,312320211,308.9970703125,302.3690185546875,309.5875549316406,300.96624755859375,312320211,310.3596466064453,308.56064408013174,50.26469539228337,0.17422537699081886,1.6970350364034261,310.6450927734375,328.7308019044579,292.5593836424171,58.923077251105006,48.399643025263764,-49.392267050807455,26.970504746155562,-41.076922748894994,0
2023-02-27,304.8558044433594,309.325439453125,300.93609619140625,308.9851989746094,404806423,304.8558044433594,308.9851989746094,309.325439453125,300.93609619140625,404806423,309.50742797851564,307.8870368734458,47.65577287876046,-0.1674493763983378,1.3241381538430734,309.2264892578125,324.18476103279824,294.26821748282674,40.26810248358048,47.571475521791285,-59.34597204797483,25.52333947726513,-59.73189751641952,0
2023-02-28,301.4748229980469,305.6327209472656,300.56927490234375,304.85498046875,337673265,301.4748229980469,304.85498046875,305.6327209472656,300.56927490234375,337673265,307.98663940429685,306.72117980519147,45.57594147284575,-0.7029429380655756,0.9187219354613437,307.8957977294922,320.44682765593944,295.34476780304493,21.98820803144525,40.39312925537691,-81.08392283326178,24.133160953422323,-78.01179196855475,1
2023-03-01,302.907470703125,306.1851501464844,301.0980224609375,301.5103454589844,377974810,302.907470703125,301.5103454589844,306.1851501464844,301.0980224609375,377974810,307.08380126953125,306.02777815027025,46.63866574357694,-1.0001931430912805,0.534938919750819,307.74315032958987,320.4578147061093,295.02848595307046,19.32404444389104,27.193451652972257,-61.57302777436392,22.90785521774051,-80.67595555610896,0
2023-03-02,299.9461669921875,303.5541687011719,296.5191650390625,302.9161071777344,370516889,299.9461669921875,302.9161071777344,303.5541687011719,296.5191650390625,370516889,305.540673828125,304.92203066698244,44.69587792305189,-1.4579126237635478,0.13636861104794562,307.4427520751953,320.588862006878,294.2966421435126,15.042839460528219,18.78503064528817,-98.3643894357163,21.386183373418074,-84.95716053947179,0
2023-03-03,290.2828369140625,300.087646484375,287.979248046875,299.9775695800781,450262903,290.2828369140625,299.9775695800781,300.087646484375,287.979248046875,450262903,303.4217559814453,302.26035907554245,38.988411758088084,-2.570774301476604,-0.40505997145696426,306.42609252929685,321.4448948007328,291.4072902578609,7.354649123490759,13.907177675970004,-162.0646116856408,20.948634087339734,-92.64535087650924,0
2023-03-04,289.5038757324219,291.3275451660156,286.61907958984375,290.2898864746094,289197235,289.5038757324219,290.2898864746094,291.3275451660156,286.61907958984375,289197235,301.0940307617187,299.94099846770234,38.56094998500165,-3.4755172566081,-1.0191514284871914,305.2548034667969,321.65266197154244,288.85694496205133,8.826945954577118,10.408144846198699,-174.19416546169927,20.683077079158892,-91.17305404542289,0
2023-03-05,288.69970703125,292.4590759277344,287.87591552734375,289.5206298828125,287599378,288.69970703125,289.5206298828125,292.4590759277344,287.87591552734375,287599378,299.11060791015626,297.89712729743826,38.096580399809916,-4.208904627740651,-1.6571020683378834,304.9660217285156,322.2903130211367,287.64173043589454,6.366337539709071,7.515977539258984,-154.19587902324977,20.26561518644147,-93.63366246029094,0
2023-03-06,288.0549621582031,289.7183837890625,283.9531555175781,288.7044982910156,374160712,288.0549621582031,288.7044982910156,289.7183837890625,283.9531555175781,374160712,297.7107330322266,296.10764272666825,37.70453617582104,-4.786963787272896,-2.283074412124886,304.56275177001953,323.0297008339068,286.09580270613225,12.413117963778756,9.202133819354982,-162.7244380889235,20.308595773084523,-87.58688203622124,1
2023-03-07,289.34368896484375,290.21673583984375,284.37408447265625,287.99554443359375,373176525,289.34368896484375,287.99554443359375,290.21673583984375,284.37408447265625,373176525,296.406640625,294.87783295179105,39.054579760729595,-5.082502428686894,-2.8429600154372876,303.1714752197266,321.82154150393137,284.5214089355218,17.421557768574583,12.067004424020803,-132.8331115609048,20.265691622990996,-82.57844223142541,0
2023-03-08,286.86700439453125,293.6416320800781,285.5854797363281,289.32745361328125,436665040,286.86700439453125,289.32745361328125,293.6416320800781,285.5854797363281,436665040,294.1936340332031,293.4213186686529,37.378082295168525,-5.453699820831844,-3.3651079765161986,302.2766403198242,322.2085787784095,282.3447018612389,9.417210195492846,13.08396197594873,-110.45979286532209,19.659051654982274,-90.58278980450716,0
2023-03-09,277.2961120605469,291.3664855957031,272.7283630371094,286.9457702636719,505668979,277.2961120605469,286.9457702636719,291.3664855957031,272.7283630371094,505668979,291.4376647949219,290.4894629217245,31.7126851032251,-6.445863549914691,-3.9812590911958976,300.47254638671876,322.4821014323842,278.46299134105334,11.690870988478311,12.843212984181916,-149.8388453793464,20.42765526506866,-88.30912901152169,1
2023-03-10,277.4195861816406,278.1007385253906,265.7124328613281,277.3235168457031,558776711,277.4195861816406,277.3235168457031,278.1007385253906,265.7124328613281,558776711,289.0321411132812,288.1131216962547,31.856183812400346,-7.139892882984498,-4.612985849553618,298.50939025878904,321.3728656620513,275.64591485552677,26.682896292689712,15.930325825553624,-166.60786521027345,21.690447238470913,-73.31710370731028,1
2023-03-11,277.96142578125,281.64410400390625,272.2830810546875,277.4346618652344,523623578,277.96142578125,277.4346618652344,281.64410400390625,272.2830810546875,523623578,286.53753662109375,286.2673588026175,32.52625700302663,-7.5590580860420005,-5.202200296851295,296.8106689453125,320.4662324493978,273.1551054412272,27.917854907143354,22.097207396103794,-124.52313725405682,22.303871343847334,-72.08214509285665,1
2023-03-12,289.67578125,289.7134094238281,276.63861083984375,277.94403076171875,483074620,289.67578125,277.94403076171875,289.7134094238281,276.63861083984375,483074620,285.510498046875,286.88707197486883,45.09613468832619,-6.866842260890053,-5.535128689659047,295.5255859375,317.7565609028414,273.29461097215864,54.9454171159553,36.515389438596124,-65.9784134518313,21.73774787409946,-45.0545828840447,1
2023-03-13,308.9122009277344,313.75372314453125,287.5561828613281,289.7408142089844,1122664621,308.9122009277344,289.7408142089844,313.75372314453125,287.5561828613281,1122664621,287.37343444824216,290.89164087538984,58.70175563079482,-4.711724107223631,-5.370447773171964,295.39759521484376,317.2867087462373,273.5084816834502,89.92216447922999,57.59514550077622,58.29317525105684,21.45697796427742,-10.077835520770009,1
2023-03-14,309.37078857421875,319.8389587402344,304.01312255859375,308.93798828125,866173920,309.37078857421875,308.93798828125,319.8389587402344,304.01312255859375,866173920,289.36012573242186,294.2514859115405,58.96283681228444,-2.932963871358311,-4.882950992809234,295.2270782470703,316.61935656535917,273.8347999287815,80.65981513493887,75.1757989100414,109.98542912545314,21.614520253709905,-19.340184865061136,0
2023-03-15,307.12493896484375,313.9241638183594,301.69415283203125,309.4461364746094,596861029,307.12493896484375,309.4461364746094,313.9241638183594,301.69415283203125,596861029,291.20264892578126,296.5921137394138,57.06035102305813,-1.6850803064412503,-4.2433768555356375,295.15662841796876,316.38177969247994,273.9314771434576,76.51055638812868,82.36417866743251,87.91557078823922,21.50989054546917,-23.489443611871327,1
2023-03-16,329.8608703613281,333.0071716308594,304.4295349121094,307.21343994140625,1337194824,329.8608703613281,307.21343994140625,333.0071716308594,304.4295349121094,1337194824,295.38323974609375,302.64097857976185,68.23452003275636,1.1255019746969879,-3.1696010894891127,296.54698638916017,322.51114625983695,270.5828265184834,95.32459546309171,84.16498899538642,168.911991008278,22.559811372951067,-4.675404536908296,1
2023-03-17,339.0811462402344,340.2700500488281,327.1355895996094,329.8863220214844,934568148,339.0811462402344,329.8863220214844,340.2700500488281,327.1355895996094,934568148,300.3569854736328,309.2664636089387,71.47626595579935,4.0502194790377075,-1.7256369757837489,298.3818130493164,330.25165170861874,266.5119743900141,98.40538920979213,90.08018035367085,206.69796506205824,23.881732944932775,-1.5946107902078668,0
2023-03-18,331.5242919921875,346.44512939453125,330.7912292480469,339.0407409667969,828471428,331.5242919921875,339.0407409667969,346.44512939453125,330.7912292480469,828471428,304.8227142333984,313.3133414968021,65.57003057030573,5.692682489955814,-0.24197308263583617,299.50817413330077,334.2610143589129,264.7553339076886,81.51822242651437,91.74940236646607,180.80081762397714,25.383621417061125,-18.481777573485637,1
2023-03-19,336.9782409667969,341.81658935546875,331.5301818847656,331.5301818847656,705888292,336.9782409667969,331.5301818847656,341.81658935546875,331.5301818847656,705888292,310.7909271240234,317.6160504913466,67.64784526859899,7.34971146241088,1.276363826373507,301.11429595947266,339.48776526027507,262.74082665867024,88.27378641584095,89.39913268404915,156.8792238930614,26.778232141180307,-11.72621358415906,0
2023-03-20,332.9230041503906,339.79803466796875,332.8540954589844,337.0009460449219,682276624,332.9230041503906,337.0009460449219,339.79803466796875,332.8540954589844,682276624,316.3412689208984,320.3991329748091,64.52954033073738,8.240701464451035,2.669231353989013,302.6867050170898,343.490700564188,261.88270946999165,83.25074495860628,84.34758460032053,128.01650771251627,28.07322781357669,-16.74925504139373,1
2023-03-21,335.3092346191406,339.5476989746094,328.9939880371094,333.01580810546875,638610697,335.3092346191406,333.01580810546875,339.5476989746094,328.9939880371094,638610697,322.0760498046875,323.11006054650574,65.5362584568133,9.035213993876255,3.942427881966462,304.3067932128906,347.5190999042561,261.09448652152514,86.20646249464647,85.91033128969791,108.64767484829822,28.77447510086125,-13.793537505353534,0
2023-03-22,321.8877258300781,339.685791015625,317.6002502441406,335.29412841796875,1280612242,321.8877258300781,335.29412841796875,339.685791015625,317.6002502441406,1280612242,325.2972442626953,322.8878178707916,55.922347371499264,8.484068248926633,4.850755955358496,305.4038711547852,349.22742595898774,261.5803163505826,69.58183658048218,79.67968134457831,71.00488680670993,28.111724715285312,-30.41816341951782,1
2023-03-23,329.8370056152344,331.968505859375,319.8922119140625,321.863525390625,547390925,329.8370056152344,321.863525390625,331.968505859375,319.8922119140625,547390925,327.3897247314453,324.1513065515993,59.69374268462613,8.589704947295672,5.598545753745931,307.38157958984374,351.8621945773998,262.9009646022877,79.42825584617205,78.40551830710024,66.43292859182405,27.4963136429648,-20.57174415382795,0
2023-03-24,322.3593444824219,330.1739807128906,317.77679443359375,329.8080749511719,468651735,322.3593444824219,329.8080749511719,330.1739807128906,317.77679443359375,468651735,328.68858032226564,323.8254952662943,54.9323453793972,7.978071786451096,6.074450960286964,309.02435302734375,353.16814670885816,264.88055934582934,67.5227620443579,72.17761815700405,48.82213530175515,26.686527891239216,-32.477237955642096,1
2023-03-25,322.6730651855469,325.0028381347656,319.9109191894531,322.3198547363281,439062620,322.6730651855469,322.3198547363281,325.0028381347656,319.9109191894531,439062620,330.24339294433594,323.6159625243402,55.09417958884794,7.432979972517842,6.34615676273314,310.72302093505857,354.21752463030157,267.2285172398156,65.94578171039862,70.96559986697619,41.29904650446983,25.9345839789226,-34.05421828960139,1
2023-03-26,328.88800048828125,329.5675354003906,322.0966491699219,322.6365051269531,363216136,328.88800048828125,322.6365051269531,329.5675354003906,322.0966491699219,363216136,330.14610595703124,324.5745148814203,58.28959889748805,7.416985726805137,6.56032255554754,312.7646728515625,355.6403489417941,269.88899676133093,70.18603670155514,67.88486015210388,50.63987622189233,25.62749360201916,-29.813963298444865,0
2023-03-27,310.9491271972656,329.33050537109375,306.4544372558594,328.90447998046875,656817420,310.9491271972656,328.90447998046875,329.33050537109375,306.4544372558594,656817420,327.33290405273436,322.09717166611944,47.73174265913332,5.888909337555447,6.426039911949121,313.8449447631836,355.3733253545634,272.3165641718038,20.681055646481177,52.270958019478314,7.600779918900581,23.93901552985292,-79.31894435351882,1
2023-03-28,313.2606201171875,314.98614501953125,307.37127685546875,310.9465637207031,478328374,313.2606201171875,310.9465637207031,314.98614501953125,307.37127685546875,478328374,325.50653686523435,320.49052592994997,49.01325862839448,4.808981010956984,6.102628131750694,315.1646255493164,354.8149294420334,275.51432165659935,25.846290234588107,38.90446086087481,-11.223938308236098,22.37114303426998,-74.15370976541189,1
2023-03-29,313.8417663574219,319.5325012207031,312.7904052734375,313.2275390625,482942200,313.8417663574219,313.2275390625,319.5325012207031,312.7904052734375,482942200,323.19288940429686,319.28166055312664,49.349497029918,3.954439361008667,5.672990377602289,316.99190826416014,352.6617257408931,281.3220907874272,22.401757160071384,22.976367680380225,-4.714614684211751,21.07877226821434,-77.59824283992862,1
2023-03-30,316.56756591796875,317.79571533203125,311.0036315917969,313.86260986328125,594180917,316.56756591796875,313.86260986328125,317.79571533203125,311.0036315917969,594180917,321.5573455810547,318.7881888012797,50.98230862954335,3.457304536266463,5.229853209335124,318.9493072509766,349.6714900174062,288.22712448454695,25.288706249546898,24.512251214735468,-18.156773934221196,19.689916638169457,-74.7112937504531,1
2023-03-31,317.0400085449219,319.6335754394531,313.7864990234375,316.6324157714844,419430009,317.0400085449219,316.6324157714844,319.6335754394531,313.7864990234375,419430009,319.7304229736328,318.47033784557823,51.275492191763945,3.066099688988743,4.797102505265848,320.90323638916016,345.26117054746385,296.54530223085646,26.470087720302345,24.720183709973544,-23.84414910275432,18.592152170180302,-73.52991227969765,0
2023-04-01,315.2173156738281,318.4306335449219,313.5613098144531,317.0597839355469,463135728,315.2173156738281,317.0597839355469,318.4306335449219,313.5613098144531,463135728,319.0633819580078,317.8788792688964,50.03216575087936,2.5792588566583845,4.3535337755443555,322.18031311035156,342.13577363211306,302.22485258859007,24.78038778093924,25.51306058359616,-48.85638441838724,17.54604262080088,-75.21961221906076,0
2023-04-02,313.9286193847656,316.18841552734375,311.53656005859375,314.94207763671875,442429679,313.9286193847656,314.94207763671875,316.18841552734375,311.53656005859375,442429679,317.47254333496096,317.16065019905443,49.12517838300276,2.0656356076236193,3.8959541419602086,322.43113403320314,341.8316054136695,303.0306626527368,22.415644108610355,24.555373203283988,-72.2289248024569,16.325174329520216,-77.58435589138965,0
2023-04-03,308.5623779296875,314.0332336425781,300.5087585449219,313.9376525878906,701865645,308.5623779296875,313.9376525878906,314.0332336425781,300.5087585449219,701865645,316.0928466796875,315.5973279682604,45.43185983592548,1.2116079818194976,3.3590849099320668,322.3907135009766,341.9029073544814,302.87851964747176,20.556991882394822,22.584341257314815,-119.90336853593979,16.307997409243534,-79.44300811760517,1
2023-04-04,310.9948425292969,312.0874938964844,308.4649658203125,308.58984375,575672802,310.9948425292969,308.58984375,312.0874938964844,308.4649658203125,575672802,314.9250244140625,314.76051243390333,47.36364761507779,0.7227332802970636,2.831814584005066,322.5842086791992,341.5563026080146,303.6121147503838,26.765896554866863,23.246177515290686,-99.96996199637394,16.292047411843757,-73.23410344513314,1
2023-04-05,314.06317138671875,316.3108215332031,310.514404296875,311.00091552734375,592856922,314.06317138671875,311.00091552734375,316.3108215332031,310.514404296875,592856922,313.4425415039062,314.63372315259704,49.77881522485272,0.576242488183027,2.3807001648406585,321.79432373046876,340.80422455544954,302.784422905488,43.08493868788881,30.135942375050167,-66.63046530718786,15.712217320890279,-56.91506131211119,0
2023-04-06,312.45465087890625,314.5912170410156,311.0617370605469,314.0839538574219,530706217,312.45465087890625,314.0839538574219,314.5912170410156,311.0617370605469,530706217,313.5930938720703,314.23752819374414,48.52189243207021,0.3265886078330027,1.9698778534391275,320.46299896240237,338.1255491214634,302.80044880334134,40.26901354840701,36.706616263720896,-67.50099638944282,15.173803665004906,-59.73098645159299,0
2023-04-07,310.6994934082031,312.8652648925781,309.9834289550781,312.4539489746094,478098163,310.6994934082031,312.4539489746094,312.8652648925781,309.9834289550781,478098163,313.33698120117185,313.5942491418276,47.123666702653956,-0.012743530934187675,1.5733535765644646,319.4217590332031,336.80634195037226,302.03717611603395,35.06938682920989,39.474446355168574,-74.57848371356216,14.803576094714183,-64.93061317079011,0
2023-04-08,310.6347351074219,312.6832580566406,310.3880310058594,310.6653137207031,461767801,310.6347351074219,310.6653137207031,312.6832580566406,310.3880310058594,461767801,313.0162780761719,313.05615568102655,47.0697720478101,-0.28362272312540426,1.2019583166264909,318.1045837402344,333.8868607151143,302.3223067653544,34.846534019185086,36.72831146560067,-70.48751376886973,14.459793350872797,-65.15346598081491,1
2023-04-09,312.87225341796875,313.6131591796875,309.88458251953125,310.6590576171875,465627007,312.87225341796875,310.6590576171875,313.6131591796875,309.88458251953125,465627007,312.64674682617186,313.0227189059251,49.23033418391847,-0.3141263535093799,0.8987413825993168,317.10204620361327,331.47626896146414,302.7278234457624,42.896410643022094,37.604110497139025,-58.98164726703797,13.988167662518036,-57.103589356977906,1
2023-04-10,318.3790588378906,318.3790588378906,311.8117980957031,312.8681335449219,565754261,318.3790588378906,312.8681335449219,318.3790588378906,311.8117980957031,565754261,312.78065185546876,313.9965988935552,54.1867930540336,0.10484389952841866,0.7399618859851371,316.25553741455076,327.9934154862634,304.5176593428381,93.4403732674626,57.0611059765566,-1.7051281428240108,13.17286133584958,-6.559626732537395,1
2023-04-11,322.7582702636719,332.8777770996094,318.14306640625,318.4115295410156,896643000,322.7582702636719,318.4115295410156,332.8777770996094,318.14306640625,896643000,313.5347473144531,315.5896300517582,57.72160684199467,0.7812409477026563,0.748217698328641,316.29906463623047,328.1262790496962,304.4718502227647,68.73706004140787,68.3579479839642,126.44821879659283,14.090181974398265,-31.26293995859213,0
2023-04-12,318.9537658691406,323.48980712890625,317.3410339355469,322.7652282714844,639928192,318.9537658691406,322.7652282714844,323.48980712890625,317.3410339355469,639928192,314.0372619628906,316.2012911094641,53.835360447613624,0.9987853961648057,0.798331237895874,315.7549026489258,325.92608105879475,305.58372423905683,56.98352359079372,73.05365229988807,69.00453115806964,14.814784410244256,-43.01647640920628,1
2023-04-13,324.9480895996094,325.2355041503906,318.1626281738281,320.0234680175781,684442464,324.9480895996094,320.0234680175781,325.2355041503906,318.1626281738281,684442464,315.6758331298828,317.7916181076723,58.56850053137018,1.6360237044142991,0.965869731199559,315.8843399047852,326.446776229242,305.32190358032835,75.50223066972889,67.07427143397683,119.1461105933477,15.661140832056002,-24.49776933027111,1
2023-04-14,329.1738586425781,335.52276611328125,324.037109375,324.9757080078125,941862415,329.1738586425781,324.9757080078125,335.52276611328125,324.037109375,941862415,317.4937347412109,319.86111638674606,61.56054074104953,2.453738727645259,1.263443530488699,316.2093795776367,327.9246414791648,304.4941176761086,81.86752128185306,71.45109184745856,205.2531601252166,17.332680332832126,-18.132478718146945,1
2023-04-15,333.40728759765625,335.97052001953125,327.572021484375,329.1726989746094,730957108,333.40728759765625,329.1726989746094,335.97052001953125,327.572021484375,730957108,319.4281463623047,322.32405660691154,64.33898492887762,3.4041452439419118,1.6915838731793416,316.43534393310546,329.2434368542031,303.62725101200783,92.77184123041864,83.38053106066687,223.46142225756444,18.919047040851712,-7.228158769581355,1
2023-04-16,348.2209167480469,349.9566345214844,331.2898254394531,333.39019775390625,936315454,348.2209167480469,333.39019775390625,349.9566345214844,331.2898254394531,936315454,323.00477294921876,327.0325766325725,71.97302602473007,5.2916860622232775,2.411604310988129,318.2989334106445,336.9053891272115,299.6924776940775,96.48980317322386,90.37638856183185,258.1716152116952,21.295369812886605,-3.5101968267761436,0
