Date,close_tsla,high_tsla,low_tsla,open_tsla,volume_tsla,close,open,high,low,volume,sma_10,ema_10,rsi,macd,macd_signal,bb_middle,bb_upper,bb_lower,stoch_k,stoch_d,cci,adx,williams_r,target
2023-03-13,174.47999572753906,177.35000610351562,163.91000366210938,167.4600067138672,167790300,174.47999572753906,167.4600067138672,177.35000610351562,163.91000366210938,167790300,188.1529998779297,184.78307319467993,42.816037899792356,1.0002832336120377,6.749321327412192,195.74100036621093,219.56855052292588,171.91345020949598,22.337265084099094,11.693711254709946,-172.19179373555664,30.66534714845526,-77.6627349159009,1
2023-03-14,183.25999450683594,183.8000030517578,177.13999938964844,177.30999755859375,143717900,183.25999450683594,177.30999755859375,183.8000030517578,177.13999938964844,143717900,185.90799865722656,184.5061497968901,49.0741036288167,0.6892562875954695,5.537308319448847,195.1720001220703,219.61314907586768,170.73085116827292,40.89178801630227,24.971342686122494,-91.50620717165971,29.205781332277702,-59.10821198369773,0
2023-03-15,180.4499969482422,182.33999633789062,176.02999877929688,180.8000030517578,145995600,180.4499969482422,180.8000030517578,182.33999633789062,176.02999877929688,145995600,183.67599792480468,183.7686674607723,47.29035116228285,0.2135600854713573,4.472558672653349,193.73199996948242,218.07917269654337,169.38482724242147,34.95349970317587,32.72751760119241,-90.32776073165789,27.944798107695142,-65.04650029682412,1
2023-03-16,184.1300048828125,185.80999755859375,178.83999633789062,180.3699951171875,121136800,184.1300048828125,180.3699951171875,185.80999755859375,178.83999633789062,121136800,182.9989990234375,183.8343651738705,49.86067694704946,0.1319917841663596,3.6044452949559513,192.22649993896485,214.98705138770617,169.46594849022352,42.730356321160805,39.525214680212976,-61.07380531160707,26.397882354981643,-57.269643678839195,0
2023-03-17,180.1300048828125,186.22000122070312,177.3300018310547,184.52000427246094,133197100,180.1300048828125,184.52000427246094,186.22000122070312,177.3300018310547,133197100,181.23300018310547,183.16084512095085,47.1682511442859,-0.25250750357020024,2.833054735250721,191.13100051879883,214.00557886521182,168.25642217238584,34.277269527593354,37.32037518397668,-64.96612991186223,25.10628437199784,-65.72273047240664,1
2023-03-20,183.25,186.44000244140625,176.35000610351562,178.0800018310547,129684400,183.25,178.0800018310547,186.44000244140625,176.35000610351562,129684400,180.1770004272461,183.17705509895978,49.460668424634925,-0.3019873065104548,2.2060463268984862,189.87800064086915,211.56589463098774,168.19010665075055,44.6754431446998,40.561022997817986,-53.81160957418238,24.004499787757904,-55.3245568553002,1
2023-03-21,197.5800018310547,198.0,188.0399932861328,188.27999877929688,153391400,197.5800018310547,188.27999877929688,198.0,188.0399932861328,153391400,181.16399993896485,185.7957726866134,58.390922050515925,0.8058219661021155,1.9260014547392124,189.8885009765625,211.59109236373357,168.18590958939146,92.07001770387095,57.0075767920547,36.364707818048736,22.845014774122138,-7.929982296129057,0
2023-03-22,191.14999389648438,200.66000366210938,190.9499969482422,199.3000030517578,150376400,191.14999389648438,199.3000030517578,200.66000366210938,190.9499969482422,150376400,182.0789993286133,186.76926745204446,53.79740265622582,1.1516454417034936,1.7711302521320686,189.40300064086915,210.52888861390434,168.27711266783396,74.12242240646259,70.28929441834445,36.47513831028446,22.018262072030105,-25.877577593537413,1
2023-03-23,192.22000122070312,199.30999755859375,188.64999389648438,195.25999450683594,144193900,192.22000122070312,195.25999450683594,199.30999755859375,188.64999389648438,144193900,184.00899963378907,187.76030995543695,54.43971545205846,1.4948223052410583,1.7158686627538666,188.91050033569337,209.27786155989205,168.5431391114947,77.03400696215986,81.07548235749779,34.35439505290774,20.97938354787384,-22.965993037840136,0
2023-03-24,190.41000366210938,192.36000061035156,187.14999389648438,191.64999389648438,116312400,190.41000366210938,191.64999389648438,192.36000061035156,187.14999389648438,116312400,185.70599975585938,188.2420724475592,53.095062403712284,1.6022707856149623,1.6931490873260857,188.5870002746582,208.64087510170617,168.53312544761025,72.10884353741497,74.4217576353458,10.886995991579655,19.835053979120953,-27.891156462585034,1
2023-03-27,191.80999755859375,197.38999938964844,189.94000244140625,194.4199981689453,120851600,191.80999755859375,194.4199981689453,197.38999938964844,189.94000244140625,120851600,187.43899993896486,188.89078610411093,54.04064859607501,1.7798749966176217,1.710494269184393,187.79599990844727,205.9400211457237,169.65197867117084,75.918350738733,75.02040041276928,43.05949400853599,19.301489651401763,-24.081649261267007,0
2023-03-28,189.19000244140625,192.35000610351562,185.42999267578125,192.0,98654600,189.19000244140625,192.0,192.35000610351562,185.42999267578125,98654600,188.03200073242186,188.94518907452826,51.930728551960854,1.6897376597458447,1.7063429472966833,186.96999969482422,203.17748937998428,170.76251000966417,68.78911232461735,72.2721022002551,18.31223676565822,18.244363637491308,-31.210887675382654,1
2023-03-29,193.8800048828125,195.2899932861328,189.44000244140625,193.1300048828125,123660000,193.8800048828125,193.1300048828125,195.2899932861328,189.44000244140625,123660000,189.3750015258789,189.8424283123981,55.295488378419996,1.9739922183801752,1.7598728015133818,186.5254997253418,201.40884633865517,171.64215311202844,81.55102372980443,75.41949559771827,63.32753248583638,17.58217370543851,-18.44897627019558,1
2023-03-30,195.27999877929688,197.3300018310547,194.4199981689453,195.5800018310547,110252200,195.27999877929688,195.5800018310547,197.3300018310547,194.4199981689453,110252200,190.49000091552733,190.83107748819788,56.279298771138656,2.2858835683872485,1.8650749548881551,186.74449996948243,202.00304422739774,171.48595571156713,85.36053093112245,78.5668889951814,85.51806504864562,17.18710805789341,-14.63946906887755,1
2023-03-31,207.4600067138672,207.7899932861328,197.1999969482422,197.52999877929688,170222100,207.4600067138672,197.52999877929688,207.7899932861328,197.1999969482422,170222100,193.2230010986328,193.85451916559228,63.75303565360752,3.4758174975791576,2.1872234634263554,187.22800064086914,204.35441125977968,170.1015900219586,98.96099927789786,88.62418464627491,156.5859731404175,17.808555979814567,-1.0390007221021387,0
2023-04-03,194.77000427246094,202.69000244140625,192.1999969482422,199.91000366210938,169545900,194.77000427246094,199.91000366210938,202.69000244140625,192.1999969482422,169545900,194.3750015258789,194.02097100320475,53.49304781503402,3.3561835721605746,2.421015485173199,187.2760009765625,204.48113252588308,170.07086942724192,59.005065284663424,81.10886516456124,84.91647144440364,17.711952244813705,-40.994934715336576,0
2023-04-04,192.5800018310547,198.74000549316406,190.32000732421875,197.32000732421875,126463800,192.5800018310547,197.32000732421875,198.74000549316406,190.32000732421875,126463800,193.8750015258789,193.75897660826837,51.93954621536544,3.049505133020631,2.5467134147426855,187.51950073242188,204.87946029233734,170.1595411725064,51.622144860518404,69.86273647435989,56.856122952820826,17.377334723666422,-48.377855139481596,0
2023-04-05,185.52000427246094,190.67999267578125,183.75999450683594,190.52000427246094,133882500,185.52000427246094,190.52000427246094,190.67999267578125,183.75999450683594,133882500,193.31200256347657,192.26098163812156,47.1824743776899,2.2112871189573866,2.479628155585626,187.69550094604492,204.89872480591364,170.4922770861762,29.166672733299652,46.597960959493825,-9.251544518806684,16.262360592778126,-70.83332726670035,0
2023-04-06,185.05999755859375,186.38999938964844,179.74000549316406,183.0800018310547,123857900,185.05999755859375,183.0800018310547,186.38999938964844,179.74000549316406,123857900,192.59600219726562,190.95171180548013,46.88118457125488,1.4926680581839094,2.2822361361052828,188.30250091552733,204.18340751681393,172.42159431424074,27.70354645657674,36.164121350131595,-41.21241707318154,15.422908573051663,-72.29645354342325,0
2023-04-10,184.50999450683594,185.10000610351562,176.11000061035156,179.94000244140625,142154600,184.50999450683594,179.94000244140625,185.10000610351562,176.11000061035156,142154600,192.0060012817383,189.7804904784539,46.498860494804866,0.8687620770025433,1.9995413242847349,188.85600051879882,203.33617993857277,174.37582109902488,26.51513837913861,27.795119189671667,-67.43638692022334,15.029418641345021,-73.4848616208614,1
2023-04-11,186.7899932861328,189.19000244140625,185.64999389648438,186.69000244140625,115770900,186.7899932861328,186.69000244140625,189.19000244140625,185.64999389648438,115770900,191.50400085449218,189.23676371621372,48.378263344363646,0.5519266715536162,1.7100183937385112,189.47150039672852,202.42063202998256,176.52236876347447,33.712105886772825,29.31026357416273,-23.54894005316508,14.159558077304547,-66.28789411322718,0
2023-04-12,180.5399932861328,191.5800018310547,180.30999755859375,190.74000549316406,150256300,180.5399932861328,190.74000549316406,191.5800018310547,180.30999755859375,150256300,190.63899993896484,187.6555327289263,43.83272423819768,-0.20117145717765084,1.3277804235552788,189.33550033569335,202.59611226569962,176.0748884056871,13.983565972121877,24.7369367460111,-62.99566772364838,13.926823260637875,-86.01643402787812,1
2023-04-13,185.89999389648438,186.5,180.94000244140625,182.9600067138672,112933000,185.89999389648438,182.9600067138672,186.5,180.94000244140625,112933000,189.84099884033202,187.33634385030047,48.317570405015864,-0.36133465513361784,0.9899574078174996,189.60800018310547,202.3405141100546,176.87548625615634,30.902763729541753,26.19947852947882,-65.11879845003457,13.710712359447394,-69.09723627045824,0
2023-04-14,185.0,186.27999877929688,182.00999450683594,183.9499969482422,96438700,185.0,183.9499969482422,186.27999877929688,182.00999450683594,96438700,188.81299896240233,186.91155405933677,47.62986420047899,-0.5544952531932097,0.6810668756153578,189.65149993896483,202.314611271509,176.98838860642067,28.06187324798428,24.316067649882637,-67.24591403331895,13.51003795119909,-71.93812675201572,1
2023-04-17,187.0399932861328,189.69000244140625,182.69000244140625,186.32000732421875,116662200,187.0399932861328,186.32000732421875,189.69000244140625,182.69000244140625,116662200,186.7709976196289,186.93490664602695,49.38828481762806,-0.5367783627142728,0.43749782794943176,189.99699935913085,201.95982214481813,178.03417657344357,34.50124748335886,31.155294820294966,-46.68609866584109,12.832634415910224,-65.49875251664113,0
2023-04-18,184.30999755859375,187.69000244140625,183.5800018310547,187.14999389648438,92067000,184.30999755859375,187.14999389648438,187.69000244140625,183.5800018310547,92067000,185.7249969482422,186.45765044831182,47.10868826648895,-0.7345579126815949,0.20308667982322648,190.04999923706055,201.901661182921,178.1983372912001,25.88383473494591,29.482318488763017,-68.26192308281495,12.203616847427707,-74.1161652650541,0
2023-04-19,180.58999633789062,183.5,177.64999389648438,179.10000610351562,125732700,180.58999633789062,179.10000610351562,183.5,177.64999389648438,125732700,184.52599639892577,185.39080424641708,44.1202917517136,-1.1778946043339715,-0.07310957700821313,189.20049896240235,201.20605730717446,177.19494061763024,14.141403924515215,24.842162047606664,-118.73257348363032,12.381362449459772,-85.85859607548478,0
2023-04-20,162.99000549316406,169.6999969482422,160.55999755859375,166.1699981689453,210970800,162.99000549316406,166.1699981689453,169.6999969482422,160.55999755859375,210970800,182.2729965209961,181.3179317458256,33.343257203891284,-2.915802739488953,-0.6416482095043611,187.79249954223633,204.31041312663217,171.2745859578405,5.145052200700102,15.056763620053744,-271.81866126647043,14.109110888124137,-94.8549477992999,1
2023-04-21,165.0800018310547,166.0,161.32000732421875,164.8000030517578,123539000,165.0800018310547,164.8000030517578,166.0,161.32000732421875,123539000,180.27499694824218,178.3655808522309,35.36238582065329,-4.077459801451141,-1.3288105278937172,186.4354995727539,205.53331698067745,167.33768216483037,10.728705788270473,10.00505397116193,-229.22559982651987,15.713448724026764,-89.27129421172953,0
2023-04-24,162.5500030517578,165.64999389648438,158.61000061035156,164.64999389648438,140006600,162.5500030517578,164.64999389648438,165.64999389648438,158.61000061035156,140006600,178.07899780273436,175.49002125214486,34.01899955610135,-5.142946464283369,-2.0916377151716476,185.04249954223633,206.67370121172158,163.41129787275108,9.818096092716239,8.563951360562271,-201.62026817426542,17.407254184664612,-90.18190390728375,0
2023-04-25,160.6699981689453,163.47000122070312,158.75,159.82000732421875,121999300,160.6699981689453,159.82000732421875,163.47000122070312,158.75,121999300,175.4669982910156,172.79547160065403,33.015312986044435,-6.069092285196405,-2.8871286291765994,183.4854995727539,207.31522573156656,159.65577341394123,6.248096701010125,8.931632860665614,-173.51949166630567,18.980073540971183,-93.75190329898987,0
2023-04-26,153.75,160.6699981689453,153.13999938964844,160.2899932861328,153364100,153.75,160.2899932861328,160.6699981689453,153.13999938964844,153364100,172.78799896240236,169.3326585823533,29.55839476160517,-7.277564308959256,-3.765215765133131,181.7134994506836,208.6509757141736,154.7760231871936,1.5868901446647432,5.884360979463703,-168.7003146012485,20.862750259986562,-98.41310985533525,1
2023-04-27,160.19000244140625,160.47999572753906,152.3699951171875,152.63999938964844,127015200,160.19000244140625,152.63999938964844,160.47999572753906,152.3699951171875,127015200,170.21699981689454,167.67035746581746,36.248442581340576,-7.6277052802971355,-4.5377136681659325,180.02899932861328,207.90954592685512,152.14845273037145,19.943907128822527,9.259631324832466,-129.73187165322176,22.66646673761793,-80.05609287117747,1
2023-04-28,164.30999755859375,165.0,157.32000732421875,160.89999389648438,122515800,164.30999755859375,160.89999389648438,165.0,157.32000732421875,122515800,168.14799957275392,167.0593829372313,40.163697802961295,-7.4864462566945065,-5.127460185871647,178.48049926757812,206.2407635916233,150.72023494353294,30.451416467581208,17.32740458035616,-88.9797568617799,23.48059501592716,-69.54858353241879,0
2023-05-01,161.8300018310547,163.27999877929688,158.8300018310547,163.1699981689453,109015000,161.8300018310547,163.1699981689453,163.27999877929688,158.8300018310547,109015000,165.6270004272461,166.1085863724719,38.62594233120962,-7.488292022659124,-5.599626553229143,176.1989990234375,201.44373598969696,150.95426205717803,24.126511333958835,24.840611643454192,-82.18335885603497,24.236571274357164,-75.87348866604117,0
2023-05-02,160.30999755859375,165.49000549316406,158.92999267578125,161.8800048828125,128259700,160.30999755859375,161.8800048828125,165.49000549316406,158.92999267578125,128259700,163.22700042724608,165.0542974972213,37.673864781675135,-7.525655376444149,-5.9848323178721445,174.47599868774415,199.11209923524433,149.83989814024397,21.27545788624109,25.28446189592704,-71.73828140355583,24.51071963078599,-78.72454211375891,1
2023-05-03,160.61000061035156,165.0,159.91000366210938,160.00999450683594,119728000,160.61000061035156,160.00999450683594,165.0,159.91000366210938,119728000,161.2290008544922,164.24624351779045,37.99869737389736,-7.445234337515046,-6.276912721800725,172.87749862670898,196.7441874414539,149.01080981196407,22.079324426650704,22.493764548950207,-63.14375205962021,24.765285961755612,-77.9206755733493,1
2023-05-04,161.1999969482422,162.9499969482422,159.64999389648438,162.7100067138672,95108500,161.1999969482422,162.7100067138672,162.9499969482422,159.64999389648438,95108500,161.05,163.69238050514528,38.675607455072885,-7.250315190744402,-6.471593215589461,171.66149826049804,195.30489959590057,148.0180969250955,23.660236061434194,22.338339458108663,-60.38787809387202,25.032798026398947,-76.33976393856581,1
2023-05-05,170.05999755859375,170.7899932861328,163.50999450683594,163.97000122070312,107440900,170.05999755859375,163.97000122070312,170.7899932861328,163.50999450683594,107440900,161.5479995727539,164.85012906031773,47.8783530700698,-6.3081954095057995,-6.43891365437273,170.91149826049804,193.7450137786643,148.07798274233178,50.08493423860732,31.94149824223074,-16.5556550517191,23.772066098143277,-49.91506576139268,1
2023-05-08,171.7899932861328,173.8000030517578,169.19000244140625,173.72000122070312,112249400,171.7899932861328,173.72000122070312,173.8000030517578,169.19000244140625,112249400,162.4719985961914,166.11192255592047,49.47278323003112,-5.360173751814216,-6.223165673861027,170.2754981994629,192.2509840252068,148.300012373719,62.38353717595297,45.37623582533149,8.564926929901684,22.113185156635037,-37.61646282404703,0
2023-05-09,169.14999389648438,169.82000732421875,166.55999755859375,168.9499969482422,88965000,169.14999389648438,168.9499969482422,169.82000732421875,166.55999755859375,88965000,163.31999816894532,166.6642991632957,47.104709708621094,-4.7669353815513205,-5.931919615399086,169.39349822998048,190.02158403275138,148.76541242720958,78.30141188248388,63.589961099014715,-6.131416331308506,20.974208996749116,-21.698588117516127,0
2023-05-10,168.5399932861328,174.42999267578125,166.67999267578125,172.5500030517578,119840700,168.5399932861328,172.5500030517578,174.42999267578125,166.67999267578125,119840700,164.7989974975586,167.005334458357,46.550260105766,-4.296484452039465,-5.604832582727162,168.79349822998046,188.7778608071793,148.8091356527816,73.30009047370038,71.3283465107124,10.11051343884693,19.76644985342512,-26.699909526299624,1
2023-05-11,172.0800018310547,173.57000732421875,166.7899932861328,168.6999969482422,103889900,172.0800018310547,168.6999969482422,173.57000732421875,166.7899932861328,103889900,165.98799743652344,167.92800125339292,50.21273564676253,-3.5965409116357137,-5.203174248508872,168.10249862670898,186.57135371294567,149.6336435404723,89.34727513688644,80.3162591643569,25.744312318059446,18.644959220338553,-10.652724863113567,0
2023-05-12,167.97999572753906,177.3800048828125,167.22999572753906,176.07000732421875,157577100,167.97999572753906,176.07000732421875,177.3800048828125,167.22999572753906,157577100,166.35499725341796,167.93745479414676,46.2591457205153,-3.3342318906694857,-4.8293857769409945,167.25149841308593,184.01752637447413,150.48547045169772,62.41501205571988,75.02079255543556,35.92978537847167,18.183110533190774,-37.58498794428012,0
2023-05-15,166.35000610351562,169.75999450683594,164.5500030517578,167.66000366210938,105592500,166.35000610351562,167.66000366210938,169.75999450683594,164.5500030517578,105592500,166.80699768066407,167.64882775948655,44.75058943537262,-3.22074984264745,-4.507658590082286,166.21699905395508,180.3118410081809,152.12215709972926,55.89766304506985,69.21998341255872,7.034350514454965,17.271811948137334,-44.10233695493015,1
2023-05-16,166.52000427246094,169.52000427246094,164.35000610351562,165.64999389648438,98288800,166.52000427246094,165.64999389648438,169.52000427246094,164.35000610351562,98288800,167.4279983520508,167.44358712548188,44.952216040541174,-3.081574596758202,-4.222441791417469,165.32749938964844,176.73130465623,153.92369412306687,56.57738356712645,58.29668622263872,20.715266755011168,16.389344097050007,-43.42261643287355,1
2023-05-17,173.86000061035156,174.5,167.19000244140625,168.41000366210938,125473600,173.86000061035156,168.41000366210938,174.5,167.19000244140625,125473600,168.75299835205078,168.61020775909452,52.93814611175695,-2.3518897293294003,-3.8483313789998554,164.9909996032715,174.86853972874937,155.1134594777936,82.4526186397617,64.97588841731933,112.76897419413233,16.346615786168197,-17.547381360238298,1
2023-05-18,176.88999938964844,177.05999755859375,172.4499969482422,174.22000122070312,109520300,176.88999938964844,174.22000122070312,177.05999755859375,172.4499969482422,109520300,170.3219985961914,170.11562441919523,55.789446100177024,-1.511687839641212,-3.381002671128127,165.6859992980957,176.78330276897125,154.58869582722016,97.35846138786684,78.79615453158499,145.03386203434445,16.665075353583738,-2.641538612133162,1
2023-05-19,180.13999938964844,181.9499969482422,176.30999755859375,177.1699981689453,136024200,180.13999938964844,177.1699981689453,181.9499969482422,176.30999755859375,136024200,171.3299987792969,171.93823805018673,58.68111189665796,-0.5769235347328845,-2.8201868438490787,166.4389991760254,179.19016720892998,153.6878311431208,92.13728400233587,90.6494546766548,171.35367047270748,17.578039267100817,-7.86271599766412,1
2023-05-22,188.8699951171875,189.32000732421875,180.11000061035156,180.6999969482422,132001400,188.8699951171875,180.6999969482422,189.32000732421875,180.11000061035156,132001400,173.03799896240236,175.01673933509593,65.25509551657628,0.8584262041839565,-2.0844642342424717,167.75499877929687,183.66945522592738,151.84054233266636,98.48327602504354,95.99300713841542,213.82109500329668,19.18403840513411,-1.5167239749564658,0
2023-05-23,185.77000427246094,192.9600067138672,185.25999450683594,186.1999969482422,156952100,185.77000427246094,186.1999969482422,192.9600067138672,185.25999450683594,156952100,174.7,176.97187841461684,61.512487489677284,1.7259126136798102,-1.3223888646580155,169.00999908447267,186.3834978334796,151.63650033546574,78.41489139969904,89.67848380902615,197.46929078265433,20.99255585336815,-21.585108600300963,0
2023-05-24,182.89999389648438,184.22000122070312,178.22000122070312,182.22999572753906,137605100,182.89999389648438,182.22999572753906,184.22000122070312,178.22000122070312,137605100,176.13600006103516,178.0497175931382,58.185273495277016,2.156951991541092,-0.626520693418194,170.46749877929688,187.3599264942234,153.57507106437035,65.84037810693687,80.91284851055981,119.74380876828481,21.29189750990874,-34.15962189306313,1
2023-05-25,184.47000122070312,186.77999877929688,180.5800018310547,186.5399932861328,96870700,184.47000122070312,186.5399932861328,186.77999877929688,180.5800018310547,96870700,177.375,179.2170418890591,59.476571618689924,2.5953230058539134,0.017848046436227394,171.6814987182617,188.9310656527108,154.43193178381262,70.32504260034081,71.52677070232558,124.88413719494513,21.835738467987397,-29.674957399659196,1
2023-05-26,193.1699981689453,198.60000610351562,184.52999877929688,184.6199951171875,162061500,193.1699981689453,184.6199951171875,198.60000610351562,184.52999877929688,162061500,179.8940002441406,181.7539430308566,65.78248291460112,3.603216599766739,0.7349217571023298,173.1244987487793,192.37811864044525,153.87087885711335,84.1459622348312,73.43712764736962,167.25857902225852,23.347861963531763,-15.854037765168796,1
2023-05-30,201.16000366210938,204.47999572753906,197.52999877929688,200.10000610351562,128818700,201.16000366210938,200.10000610351562,204.47999572753906,197.52999877929688,128818700,183.375,185.28231769108436,70.34634551131086,4.989193881064608,1.5857761818947855,175.09099884033202,197.15722107062376,153.02477661004028,91.72690524833277,82.06597002783492,196.52465604873058,25.14297414128775,-8.273094751667232,1
2023-05-31,203.92999267578125,203.9499969482422,195.1199951171875,199.77999877929688,150711700,203.92999267578125,199.77999877929688,203.9499969482422,195.1199951171875,150711700,187.11599884033203,188.67280405193833,71.75295252893055,6.239184391649985,2.5164578238458257,177.2719985961914,201.57288411681503,152.97111307556776,98.62944631456232,91.50077126590877,163.32236058114935,26.37854222328156,-1.3705536854376816,1
2023-06-01,207.52000427246094,209.8000030517578,199.3699951171875,202.58999633789062,148029900,207.52000427246094,202.58999633789062,209.8000030517578,199.3699951171875,148029900,190.48199920654298,192.09956772839695,73.5069501563762,7.43380256131212,3.4999267713390845,179.61749877929688,205.99914934845134,153.23584821014242,94.98350069881566,95.11328408723692,164.35855495881367,27.920943746840454,-5.016499301184344,1
2023-06-02,213.97000122070312,217.25,209.75,210.14999389648438,164129000,213.97000122070312,210.14999389648438,217.25,209.75,164129000,194.18999938964845,196.0760101815435,76.34854494051048,8.799570940123004,4.559855605095869,182.25599899291993,211.1752445450051,153.33675344083474,93.79962352034438,95.80419017790746,180.4796522507407,29.78592021355032,-6.200376479655619,1
2023-06-05,217.61000061035156,221.2899932861328,214.52000427246094,217.8000030517578,151143100,217.61000061035156,217.8000030517578,221.2899932861328,214.52000427246094,151143100,197.93699951171874,199.9912811685995,77.79594620051544,10.059707701726012,5.659826024421898,184.6334991455078,216.788519457668,152.47847883334762,93.53706795897438,94.10673072604482,169.91516527395933,31.72675940688713,-6.462932041025624,1
2023-06-06,221.30999755859375,221.91000366210938,212.52999877929688,216.13999938964844,146911600,221.30999755859375,216.13999938964844,221.91000366210938,212.52999877929688,146911600,201.18099975585938,203.86741142132573,79.19002516980696,11.227510246411782,6.773362868819875,187.10949935913087,222.40064558110913,151.8183531371526,98.90349764230521,95.41339637387466,146.75856771405302,33.16265779519984,-1.0965023576947852,1
