Date,close_gc=f,high_gc=f,low_gc=f,open_gc=f,volume_gc=f,close,open,high,low,volume,sma_10,ema_10,rsi,macd,macd_signal,bb_middle,bb_upper,bb_lower,stoch_k,stoch_d,cci,adx,williams_r,target
2023-03-15,1926.5999755859375,1926.5999755859375,1898.5,1903.9000244140625,564,1926.5999755859375,1903.9000244140625,1926.5999755859375,1898.5,564,1859.1499877929687,1871.9971147760466,68.04942338569737,7.26601402423762,-5.267440494210643,1844.1749938964845,1909.1810521159214,1779.1689356770476,100.0,97.3650638640873,221.32284731845985,25.488282757339082,-0.0,0
2023-03-16,1919.0,1931.699951171875,1909.9000244140625,1909.9000244140625,394,1919.0,1909.9000244140625,1931.699951171875,1909.9000244140625,394,1867.6999877929688,1880.5430939076746,65.34178486755393,10.824287323983981,-2.0490949305717185,1848.4149963378907,1920.8976365672793,1775.932356108502,89.72495656923097,94.38450158210476,179.3587419572295,26.77930116183623,-10.275043430769033,1
2023-03-17,1969.800048828125,1985.0999755859375,1946.0,1946.0,82,1969.800048828125,1946.0,1985.0999755859375,1946.0,82,1879.9099975585937,1896.7716311659383,73.05839162454116,17.54118013116863,1.8689600817763514,1854.804998779297,1944.4099114115106,1765.2000861470833,91.35597358315678,93.69364338412925,215.14095397983198,28.946137726950695,-8.64402641684322,1
2023-03-20,1979.199951171875,2003.9000244140625,1968.9000244140625,1988.300048828125,389,1979.199951171875,1988.300048828125,2003.9000244140625,1968.9000244140625,389,1893.039990234375,1911.758598439745,74.20294033203683,23.353653256741836,6.165898716769449,1861.7449951171875,1966.0987509192892,1757.3912393150858,87.16212572352346,89.41435195863706,190.81560231550654,31.213816293567465,-12.837874276476533,0
2023-03-21,1938.0,1973.800048828125,1938.0,1973.800048828125,47,1938.0,1973.800048828125,1973.800048828125,1938.0,47,1905.4499877929688,1916.5297623597912,61.808735668810115,24.35484090259115,9.80368715393379,1866.9949951171875,1975.5176496879399,1758.4723405464351,65.74843240547641,81.42217723738554,116.01401397095901,31.842329938086575,-34.251567594523586,1
2023-03-22,1946.800048828125,1974.0,1946.800048828125,1946.800048828125,50,1946.800048828125,1946.800048828125,1974.0,1946.800048828125,50,1918.8599975585937,1922.0334508085791,63.22179733237747,25.563697330470404,12.955689189241113,1872.7349975585937,1985.3148155806716,1760.1551795365158,70.32226177734098,74.41093996878028,106.78798887826665,32.429789073767026,-29.677738222659013,1
2023-03-23,1993.800048828125,1994.5999755859375,1990.5,1990.5,33,1993.800048828125,1990.5,1994.5999755859375,1990.5,33,1935.3099975585938,1935.0819231757691,69.67524555966844,29.96877063059833,16.358305477512555,1881.525,2002.7575211749531,1760.292478825047,94.75053310585791,76.9404090962251,132.39820178278822,33.36239382061889,-5.249466894142085,0
2023-03-24,1982.0999755859375,1995.4000244140625,1982.0999755859375,1991.699951171875,19,1982.0999755859375,1991.699951171875,1995.4000244140625,1982.0999755859375,19,1947.3199951171875,1943.6306599776178,66.54490530643187,32.14517525803876,19.515679433617798,1890.1899963378905,2014.134649237985,1766.245343437796,88.6694147287584,84.58073653731908,111.00239651264596,33.83149236326279,-11.330585271241596,0
2023-03-27,1952.4000244140625,1957.199951171875,1952.4000244140625,1957.199951171875,877,1952.4000244140625,1957.199951171875,1957.199951171875,1952.4000244140625,877,1951.3900024414063,1945.2250898751531,59.265933973341575,31.114781921005942,21.835499931095427,1896.9599975585938,2018.9501927476792,1774.9698023695084,73.23285162939102,85.55093315466911,67.00923192317948,32.99810783181143,-26.767148370608975,1
2023-03-28,1972.4000244140625,1972.4000244140625,1972.4000244140625,1972.4000244140625,21,1972.4000244140625,1972.4000244140625,1972.4000244140625,1972.4000244140625,21,1958.010009765625,1950.1659870640456,62.25971043407694,31.548350880070984,23.77807012089054,1904.1349975585938,2026.1493113245413,1782.1206837926463,83.27137980258713,81.72454872024552,81.28680822602213,32.58785086368757,-16.728620197412862,0
2023-03-29,1966.0999755859375,1966.0999755859375,1966.0999755859375,1966.0999755859375,88563,1966.0999755859375,1966.0999755859375,1966.0999755859375,1966.0999755859375,88563,1961.960009765625,1953.0630758862076,60.745200319723004,31.025948296125534,25.227645755937537,1910.554998779297,2031.4178786216396,1789.6921189369543,75.11517922795964,77.20647021997927,67.3909109574027,31.949085424031185,-24.884820772040356,1
2023-03-30,1980.300048828125,1984.4000244140625,1954.9000244140625,1965.9000244140625,10119,1980.300048828125,1965.9000244140625,1984.4000244140625,1954.9000244140625,10119,1968.0900146484375,1958.015252784738,62.93383886381509,31.39585583746998,26.461287772244027,1917.895001220703,2036.9652032626598,1798.8247991787464,81.67704453479666,80.02120118844782,70.22824726923851,31.80041553160299,-18.32295546520334,0
2023-03-31,1969.0,1986.800048828125,1968.0,1981.300048828125,957,1969.0,1981.300048828125,1986.800048828125,1968.0,957,1968.010009765625,1960.0124795511492,60.06392157342964,30.42645351078113,27.25432091995145,1923.9600036621093,2040.4394059855683,1807.4806013386503,66.88803004735725,74.56008460337118,65.86867818381486,31.719368359101164,-33.11196995264275,1
2023-04-03,1983.9000244140625,1991.699951171875,1950.0,1968.0999755859375,737,1983.9000244140625,1968.0999755859375,1991.699951171875,1950.0,737,1968.4800170898438,1964.3556695262241,62.49272314058071,30.508815988591095,27.905219933679383,1930.7600036621093,2044.5318292365303,1816.9881780876883,81.02467232699085,76.52991563638159,61.393169732455426,30.85851228000936,-18.975327673009147,1
2023-04-04,2022.199951171875,2027.0999755859375,1979.0,1984.5999755859375,811,2022.199951171875,1984.5999755859375,2027.0999755859375,1979.0,811,1976.9000122070313,1974.872811643615,67.89732266205067,33.280930993326365,28.980362145608783,1941.175,2048.1850067741816,1834.1649932258185,95.81909005501498,81.2439308097877,105.15658943113847,30.927307966716388,-4.180909944985012,0
2023-04-05,2020.9000244140625,2033.800048828125,2013.5999755859375,2022.0999755859375,525,2020.9000244140625,2022.0999755859375,2033.800048828125,2013.5999755859375,525,1984.310009765625,1983.2413957836961,67.54158906671424,34.969848238654095,30.178259364217848,1951.5850036621093,2046.3885748718303,1856.7814324523883,86.53442814292669,87.7927301749775,128.06587309728224,31.136878174491102,-13.465571857073321,0
2023-04-06,2011.9000244140625,2023.300048828125,2005.0,2022.199951171875,0,2011.9000244140625,2022.199951171875,2023.300048828125,2005.0,0,1986.1200073242187,1988.4520555346717,65.00231619119361,35.176608493670074,31.177929190108294,1960.7150024414063,2040.6596577548703,1880.7703471279424,77.1398609061741,86.49779303470525,112.32772894697442,30.951781268925714,-22.860139093825897,0
2023-04-10,1989.0999755859375,2006.5999755859375,1984.0,2000.0,652,1989.0999755859375,2000.0,2006.5999755859375,1984.0,652,1986.8200073242188,1988.5698591803562,58.95532812840905,33.1189198012687,31.566127312340377,1967.070001220703,2033.7169431905406,1900.4230592508654,53.34023960427832,72.33817621779303,66.94017601773845,29.911726521790523,-46.65976039572168,1
2023-04-11,2004.800048828125,2006.5,1991.4000244140625,1991.4000244140625,68,2004.800048828125,1991.4000244140625,2006.5,1991.4000244140625,68,1992.060009765625,1991.5208027526776,61.60410661948691,32.38177444846497,31.729256739565294,1971.7250061035156,2035.1811437271103,1908.268868479921,66.66666666666667,65.7155890590397,81.80741478524432,28.945961399450702,-33.333333333333336,1
2023-04-12,2010.9000244140625,2025.699951171875,2005.199951171875,2005.199951171875,172,2010.9000244140625,2005.199951171875,2025.699951171875,2005.199951171875,172,1995.910009765625,1995.044297600202,62.6136229221984,31.921823584053072,31.76777010846285,1976.960009765625,2034.97113107786,1918.94888845339,72.67301781526315,64.22664136206937,110.04584707335083,28.593381222631088,-27.32698218473685,1
2023-04-13,2041.300048828125,2048.60009765625,2015.5999755859375,2015.5999755859375,1043,2041.300048828125,2015.5999755859375,2048.60009765625,2015.5999755859375,1043,2003.4300170898437,2003.4544341870971,67.23684537047035,33.622754927483584,32.138767072267,1982.6950134277345,2042.3140594171007,1923.0759674383683,92.59630669578523,77.31199705923835,156.58367852393988,28.834728203342788,-7.403693304214764,0
2023-04-14,2002.199951171875,2047.800048828125,1995.0,2041.0,718,2002.199951171875,2041.0,2047.800048828125,1995.0,718,2005.6200073242187,2003.2263463661475,57.40432961824756,31.4531320367671,32.001640065167024,1986.8550109863281,2039.2943654646285,1934.4156565080277,52.94107451481432,72.73679967528757,87.75830947633553,28.19014236383273,-47.05892548518568,0
2023-04-17,1994.199951171875,2007.5999755859375,1983.199951171875,2002.699951171875,554,1994.199951171875,2002.699951171875,2007.5999755859375,1983.199951171875,554,2008.1400024414063,2001.5851836035524,55.61238065248087,28.756668153308055,31.352645682795234,1988.0750061035155,2040.0032992410654,1936.1467129659657,44.8274922870457,63.454957832548416,19.39591376870407,27.131269292474915,-55.1725077129543,1
2023-04-18,2007.4000244140625,2007.4000244140625,1996.9000244140625,1996.9000244140625,72,2007.4000244140625,1996.9000244140625,2007.4000244140625,1996.9000244140625,72,2010.4900024414062,2002.6424273872813,57.94513123624031,27.36933997728738,30.555984541693668,1989.485009765625,2041.9019262468844,1937.0680932843654,58.21497724492777,51.9945146822626,44.901120875508056,26.14803001192837,-41.78502275507223,0
2023-04-19,1995.199951171875,2006.4000244140625,1969.800048828125,2005.699951171875,61,1995.199951171875,2005.699951171875,2006.4000244140625,1969.800048828125,61,2007.7900024414062,2001.289249893571,55.06474412079137,24.997275421458426,29.44424271764662,1992.3450073242188,2039.1553230057516,1945.534691642686,45.84169006551678,49.62805319916342,-6.380220296818658,24.340360798004696,-54.15830993448322,1
2023-04-20,2007.5999755859375,2007.5999755859375,1998.0,1998.0,164,2007.5999755859375,1998.0,2007.5999755859375,1998.0,164,2006.4599975585938,2002.4366545649104,57.38350731947481,23.84312678628703,28.324019531374702,1995.3850036621093,2037.64507353567,1953.1249337885486,58.417767279246085,54.15814486323021,38.86229559605207,22.619024332691026,-41.582232720753915,0
2023-04-21,1979.5,1996.199951171875,1974.0999755859375,1996.199951171875,132,1979.5,1996.199951171875,1996.199951171875,1974.0999755859375,132,2003.2199951171874,1998.2663537349267,50.96532481823079,20.425569241491075,26.744329473397976,1994.6700012207032,2037.4932757762208,1951.8467266651855,29.918834464896772,44.726097269886544,-42.05415366024667,21.8259373823422,-70.08116553510322,1
2023-04-24,1989.0999755859375,1989.800048828125,1977.4000244140625,1981.300048828125,145,1989.0999755859375,1981.300048828125,1989.800048828125,1977.4000244140625,145,2003.2199951171874,1996.5997395260194,52.90336904463932,18.28103566491359,25.0516707117011,1995.020001220703,2037.5399585569928,1952.5000438844133,24.492277663315416,37.60962646915276,-33.3589704509879,21.089499499875433,-75.50772233668458,1
2023-04-25,1994.0,1999.0999755859375,1982.300048828125,1995.699951171875,306,1994.0,1995.699951171875,1999.0999755859375,1982.300048828125,306,2002.139990234375,1996.1270596121976,53.90481776436606,16.78339978848976,23.398016527058832,1997.1,2034.8830224848507,1959.3169775151491,30.710578904156275,28.373897010789488,-17.96919287437301,20.019128004902605,-69.28942109584372,0
2023-04-26,1985.699951171875,1998.800048828125,1985.5999755859375,1997.800048828125,615,1985.699951171875,1997.800048828125,1998.800048828125,1985.5999755859375,615,1999.6199829101563,1994.231221713957,51.89199146014758,14.756662374364623,21.66974569651999,1997.7649963378906,2034.2309033119486,1961.2990893638325,20.177528542437997,25.12679503663656,-30.93701306281146,19.025211616713552,-79.822471457562,1
2023-04-27,1989.9000244140625,2002.300048828125,1979.9000244140625,1990.5999755859375,355,1989.9000244140625,1990.5999755859375,2002.300048828125,1979.9000244140625,355,1994.47998046875,1993.4437312957944,52.85141047632036,13.335644176072265,20.002925392430445,1998.9549987792968,2032.6586305869616,1965.251366971632,25.50756742521649,25.465224957270255,-36.21354222002386,18.325920564795524,-74.4924325747835,1
2023-04-28,1990.0999755859375,1990.0999755859375,1977.699951171875,1986.9000244140625,152,1990.0999755859375,1986.9000244140625,1990.0999755859375,1977.699951171875,152,1993.2699829101562,1992.835775712184,52.89956838324372,12.08628819766136,18.41959795347663,1999.4449951171875,2032.3244000235554,1966.5655902108197,25.76131240995771,23.815469459204063,-65.28740397843706,17.765208173227105,-74.23868759004229,0
2023-05-01,1983.4000244140625,2005.0,1976.9000244140625,1980.0999755859375,210,1983.4000244140625,1980.0999755859375,2005.0,1976.9000244140625,210,1992.189990234375,1991.1201845670707,51.01910825848458,10.43524352624786,16.822727068030876,2000.1649963378907,2030.9073178410133,1969.422674834768,17.25884157204158,22.84257380240526,-59.02696778389879,16.529087013114665,-82.74115842795842,1
2023-05-02,2014.300048828125,2018.0,1994.699951171875,1994.699951171875,1896,2014.300048828125,1994.699951171875,2018.0,1994.699951171875,1896,1992.8799926757813,1995.3347053418076,58.36928436730483,11.487729067131113,15.755727467850924,2001.6849975585938,2032.0642469897657,1971.3057481274218,56.472046225582076,33.16406673586045,44.94967083988211,15.878921062968375,-43.527953774417924,1
2023-05-03,2028.5999755859375,2035.0999755859375,2015.199951171875,2017.0999755859375,1349,2028.5999755859375,2017.0999755859375,2035.0999755859375,2015.199951171875,1349,1996.2199951171874,2001.3829362952858,61.26610684295142,13.322146607567447,15.26901129579423,2002.0049987792968,2033.3610147406368,1970.6489828179567,75.384521484375,49.70513642733289,128.53219524160968,15.93692671244921,-24.615478515625,1
2023-05-04,2048.0,2072.0,2040.0,2045.0,930,2048.0,2045.0,2072.0,2040.0,930,2000.2599975585938,2009.858766059779,64.8405113710548,16.15512928786211,15.446234894207809,2003.3599975585937,2039.7956844453677,1966.9243106718197,76.51662283122039,69.45773018039249,232.26555307841437,17.11356970214521,-23.483377168779608,0
2023-05-05,2017.4000244140625,2046.4000244140625,2004.300048828125,2046.4000244140625,59,2017.4000244140625,2046.4000244140625,2046.4000244140625,2004.300048828125,59,2004.05,2011.229903942376,56.053892050609996,15.749574881945819,15.506902891755411,2003.6349975585938,2040.405839784372,1966.8641553328157,46.57534082955297,66.15882838171613,84.32656933758867,16.652332853409778,-53.42465917044703,1
2023-05-08,2026.300048828125,2026.300048828125,2022.5,2022.5,3,2026.300048828125,2022.5,2026.300048828125,2022.5,3,2007.7700073242188,2013.9699302852393,57.843250301974415,15.962323948723679,15.597987103149066,2005.4950012207032,2042.8947862543341,1968.0952161870723,55.28378375150199,59.45858247075845,83.2267181212957,16.224041493869738,-44.71621624849801,1
2023-05-09,2036.199951171875,2037.300048828125,2025.9000244140625,2026.5999755859375,241,2036.199951171875,2026.5999755859375,2037.300048828125,2025.9000244140625,241,2011.9900024414062,2018.0117522646276,59.80383624684981,16.736836664376142,15.825757015394482,2007.0649963378905,2046.7808191346683,1967.3491735411128,63.432032788152576,55.097052456402515,102.34695618877191,16.18023044723631,-36.567967211847424,0
2023-05-10,2030.5,2044.300048828125,2029.5,2032.300048828125,248,2030.5,2032.300048828125,2044.300048828125,2029.5,248,2016.4700073242188,2020.282342761968,58.1276343699938,16.698218480143623,16.00024930834431,2008.0449951171875,2049.0377186331357,1967.0522716012395,57.60981649557293,58.7752110117425,98.04013181900514,16.360237705500165,-42.39018350442707,0
2023-05-11,2014.699951171875,2038.300048828125,2014.0,2034.0999755859375,90,2014.699951171875,2034.0999755859375,2038.300048828125,2014.0,90,2018.95,2019.26736247286,53.639613231350644,15.217266224382684,15.843652691551984,2006.714990234375,2044.9380944758705,1968.4918859928794,39.7475672574221,53.596472180382534,56.75526637091846,15.846599157448477,-60.2524327425779,0
2023-05-12,2014.5,2014.5,2014.5,2014.5,115,2014.5,2014.5,2014.5,2014.5,115,2021.3900024414063,2018.4005692959763,53.58322982095185,13.867609335367888,15.448444020315167,2007.3299926757813,2045.6384375111893,1969.0215478403734,39.537313605259676,45.6315657860849,26.820462044136576,15.369649077114767,-60.462686394740324,1
2023-05-15,2018.0,2018.0,2013.800048828125,2013.800048828125,3,2018.0,2013.800048828125,2018.0,2013.800048828125,3,2024.85,2018.3277385148897,54.48510823312176,12.931352692004339,14.945025754653003,2008.5199951171876,2046.6009974115889,1970.4389928227863,43.217651037983,40.83417730022159,31.05159823705538,15.06038359853344,-56.782348962017,0
2023-05-16,1988.4000244140625,1988.4000244140625,1988.4000244140625,1988.4000244140625,49,1988.4000244140625,1988.4000244140625,1988.4000244140625,1988.4000244140625,49,2022.2599975585938,2012.8863359511029,46.29298861673476,9.689200828473759,13.893860769417154,2007.5699951171875,2046.6502268602305,1968.4897633741446,12.092537278948065,31.615833974063587,-72.2035593629755,14.295694786005667,-87.90746272105194,0
2023-05-17,1980.699951171875,1983.5999755859375,1980.699951171875,1983.5999755859375,13,1980.699951171875,1983.5999755859375,1983.5999755859375,1980.699951171875,13,2017.4699951171874,2007.034265991243,44.42186102566668,6.4243842570606375,12.39996546694585,2006.8449951171874,2047.3290446672604,1966.3609455671144,3.9957179109669485,19.76863540929934,-93.30202985563656,13.881459727305929,-96.00428208903305,0
2023-05-18,1956.5,1956.800048828125,1956.5,1956.5,23,1956.5,1956.5,1956.800048828125,1956.5,23,2008.3199951171875,1997.8462176291987,39.0761630985405,1.862786744299001,10.292529722416482,2004.2899963378907,2050.329717237264,1958.250275438517,0.0,5.362751729971671,-155.3522073741353,14.332279328660292,-100.0,1
2023-05-19,1978.699951171875,1978.699951171875,1960.0,1960.0,106,1978.699951171875,1960.0,1978.699951171875,1960.0,106,2004.4499877929688,1994.3650782733216,45.549547156323314,0.03859349593949446,8.241742477121086,2004.2499938964843,2050.377109548172,1958.1228782447968,19.22073694534632,7.738818285437756,-100.08873470823599,13.79986867730232,-80.77926305465368,0
2023-05-22,1974.800048828125,1980.5,1974.800048828125,1980.5,8,1974.800048828125,1980.5,1980.5,1974.800048828125,8,1999.2999877929688,1990.8078001923768,44.65197130358879,-1.7021608713187106,6.2529618074331275,2003.5349975585937,2051.003104338149,1956.0668907790382,15.844198119588745,11.688311688311687,-83.76242084133914,13.231357308835863,-84.15580188041126,0
2023-05-23,1972.4000244140625,1972.4000244140625,1972.4000244140625,1972.4000244140625,1,1972.4000244140625,1972.4000244140625,1972.4000244140625,1972.4000244140625,1,1992.9199951171875,1987.4609318690468,44.076346766008335,-3.2380568573714754,4.354758074472207,2002.4549987792968,2051.6916685147266,1953.218329043867,13.766254903950216,16.277063322961762,-89.95836086184283,12.795938538124961,-86.23374509604979,0
2023-05-24,1962.800048828125,1975.4000244140625,1962.800048828125,1975.4000244140625,189,1962.800048828125,1975.4000244140625,1975.4000244140625,1962.800048828125,189,1986.15,1982.9771349525156,41.75749871861817,-5.170303253785278,2.4497458088207105,2001.3100036621095,2053.053237793954,1949.566769530265,7.007838840074355,12.206097287871104,-97.48379108351627,12.762560788020448,-92.99216115992564,0
2023-05-25,1943.0999755859375,1943.0999755859375,1943.0999755859375,1943.0999755859375,1,1943.0999755859375,1943.0999755859375,1943.0999755859375,1943.0999755859375,1,1978.9900024414062,1975.7267423404105,37.40822987988218,-8.19676649247458,0.32044334856165224,1998.9700012207031,2056.47742492545,1941.4625775159561,0.0,6.924697914674856,-143.30228132746237,13.420358848183175,-100.0,1
2023-05-26,1944.0999755859375,1948.4000244140625,1944.0999755859375,1948.199951171875,166036,1944.0999755859375,1948.199951171875,1948.4000244140625,1944.0999755859375,166036,1971.95,1969.9764211123243,37.76259429227042,-10.394744625436488,-1.8225942462379756,1996.6700012207032,2058.898228359494,1934.441774081912,0.9881415773354676,2.6653268058032746,-122.54846990749604,13.76210338685559,-99.01185842266453,1
2023-05-30,1958.0,1962.5999755859375,1931.0,1942.699951171875,37838,1958.0,1942.699951171875,1962.5999755859375,1931.0,37838,1965.95,1967.7988900009925,42.62504767859392,-10.88951478061881,-3.635978353114143,1995.4,2059.663177500235,1931.136822499765,23.830528123565703,8.27288990030039,-99.61141729293517,13.388628488843933,-76.1694718764343,1
2023-05-31,1963.9000244140625,1973.0,1953.0,1958.199951171875,5959,1963.9000244140625,1958.199951171875,1973.0,1953.0,5959,1963.5,1967.0900053488233,44.603428027182005,-10.682400962838074,-5.0452628750589295,1992.8799987792968,2057.9289163802773,1927.831081178316,30.66170497905579,18.493458226652322,-64.80580847477563,12.571871753409765,-69.3382950209442,1
2023-06-01,1978.0,1983.0,1954.300048828125,1963.199951171875,750,1978.0,1963.199951171875,1983.0,1954.300048828125,750,1963.2300048828124,1969.0736407399463,49.11880477006053,-9.273611161848521,-5.890932532416849,1990.35,2053.55488612352,1927.1451138764794,54.02298850574713,36.171740536122876,-42.16685034534973,11.964447338274494,-45.97701149425287,0
2023-06-02,1952.4000244140625,1982.5,1947.4000244140625,1977.0999755859375,356,1952.4000244140625,1977.0999755859375,1982.5,1947.4000244140625,356,1962.8200073242188,1966.04207413524,42.36666728044819,-10.106339584887564,-6.734013942910993,1985.570001220703,2044.9568659801896,1926.1831364612165,24.597729211566094,36.427474232123004,-62.27650591816508,11.13181569696028,-75.40227078843391,1
2023-06-05,1958.0,1961.9000244140625,1937.800048828125,1947.5,713,1958.0,1947.5,1961.9000244140625,1937.800048828125,713,1960.7500122070312,1964.5798788379236,44.17449649871344,-10.196868478305987,-7.426584849989992,1982.6,2041.2592447541015,1923.9407552458983,47.03830751923032,41.886341745514514,-77.37184629558939,10.780665476697525,-52.96169248076968,1
2023-06-06,1965.5,1965.5,1958.800048828125,1960.800048828125,164,1965.5,1960.800048828125,1965.5,1958.800048828125,164,1959.8200073242188,1964.7471735946647,46.59084295677408,-9.553301446331488,-7.851928169258292,1979.5599975585938,2035.0621027639863,1924.0578923532012,65.58938405519623,45.74180692866421,-45.52627458675635,10.277264385029758,-34.41061594480377,0
2023-06-07,1942.699951171875,1968.4000244140625,1940.699951171875,1959.0,139,1942.699951171875,1959.0,1968.4000244140625,1940.699951171875,139,1956.85,1960.738587699612,40.80812054108162,-10.759020043508372,-8.433346544108307,1974.8849975585938,2026.1019568308286,1923.668038286359,22.499906099759617,45.04253255806206,-78.88526508029841,10.582305359947792,-77.50009390024039,1
