Date,close_aapl,high_aapl,low_aapl,open_aapl,volume_aapl,close,open,high,low,volume,sma_10,ema_10,rsi,macd,macd_signal,bb_middle,bb_upper,bb_lower,stoch_k,stoch_d,cci,adx,williams_r,target
2023-03-27,156.69970703125,159.16485192823146,156.2937969084943,158.34313696257095,52390300,156.69970703125,158.34313696257095,159.16485192823146,156.2937969084943,52390300,155.2740966796875,155.32361106625362,61.36240558960409,3.0530497950751965,2.643284535963476,151.76548461914064,160.48581539380925,143.04515384447203,73.43417423167674,79.44473505167569,102.73184408224158,36.85533140431659,-26.565825768323254,0
2023-03-28,156.0760040283203,156.9076288835252,154.42267925169685,156.3928163743877,45992200,156.0760040283203,156.3928163743877,156.9076288835252,154.42267925169685,45992200,155.7750442504883,155.46040978662938,59.728362437601454,2.9306535471108646,2.7007583381929536,152.27237243652343,160.75418858814697,143.79055628489988,69.09836023936914,76.50829729075285,66.43944764998321,36.389288756286405,-30.90163976063086,1
2023-03-29,159.16485595703125,159.44205919265104,157.75903523168998,157.778824672489,51305700,159.16485595703125,157.778824672489,159.44205919265104,157.75903523168998,51305700,156.54527282714844,156.13394545397517,64.73664387342646,3.047765432083139,2.7701597569709913,153.03765411376952,161.09641507295314,144.9788931545859,90.57122047855741,77.70125164986776,112.90636796281646,36.55078228726595,-9.428779521442578,1
2023-03-30,160.73899841308594,160.84790077737682,159.659884598305,159.9172833200629,49501700,160.73899841308594,159.9172833200629,160.84790077737682,159.659884598305,49501700,157.1897750854492,156.9712278101771,66.98969282444358,3.2303600058967845,2.86219980675615,153.8519416809082,161.56006098298488,146.14382237883152,99.25524454990494,86.30827508927716,132.02592055637894,36.99252033700741,-0.7447554500950694,1
2023-03-31,163.2536163330078,163.35262396586768,160.29347845168977,160.8181856716707,68749800,163.2536163330078,160.8181856716707,163.35262396586768,160.29347845168977,68749800,158.16988830566407,158.1134802688736,70.25872519703029,3.5372015145377134,2.9972001483124626,154.53851776123048,162.9918211771703,146.08521434529067,99.33682824949211,96.38776442598483,148.81892788043422,37.86607113221921,-0.6631717505078866,1
2023-04-03,164.51092529296875,164.62972235607688,162.58039748524962,162.62990129702547,56976200,164.51092529296875,162.62990129702547,164.62972235607688,162.58039748524962,56976200,159.0381317138672,159.27665209143632,71.76436768360512,3.8375925678055296,3.165278632211076,155.14935531616212,164.5752884452715,145.72342218705273,99.26697931049641,99.28635070329783,153.44479097317222,38.88962352139543,-0.733020689503589,0
2023-04-04,163.9763641357422,165.17427510350078,163.46155155698554,164.936680918264,46278300,163.9763641357422,164.936680918264,165.17427510350078,163.46155155698554,46278300,159.6667938232422,160.131145190401,70.13859649063166,3.98656537970038,3.329535981708937,155.8438522338867,165.7117535976326,145.97595087014082,92.03954502517004,96.8811175283862,140.4731341293712,39.92948179241405,-7.960454974829952,0
2023-04-05,162.12501525878906,163.40214436262949,160.18459235196994,163.09524181864398,51511700,162.12501525878906,163.09524181864398,163.40214436262949,160.18459235196994,51511700,160.25387420654297,160.493667021017,64.67402625955614,3.910165075420025,3.445661800451155,156.38291549682617,166.38559205286896,146.38023894078339,75.7288989424187,89.01180775936172,93.21176499539565,39.30486255572923,-24.2711010575813,1
2023-04-06,163.01605224609375,163.3130600930005,160.38260583340545,160.8083054990294,45390100,163.01605224609375,160.8083054990294,163.3130600930005,160.38260583340545,45390100,160.82115783691407,160.95228251648547,66.04519932813812,3.876826875037551,3.5318948153684344,157.0793930053711,166.89088552527843,147.26790048546374,82.82125901216523,83.52990099325132,91.48780480690775,38.72485897880761,-17.17874098783477,0
2023-04-10,160.41229248046875,160.41229248046875,158.48176428720794,159.80838211165943,47716900,160.41229248046875,159.80838211165943,160.41229248046875,158.48176428720794,47716900,160.99738311767578,160.85410250993695,58.85602634856666,3.5988195073941824,3.5452797537735843,157.74913864135743,166.49236289078115,149.00591439193371,55.70906227624758,71.41974007694384,44.344391953892114,37.35303584992088,-44.29093772375242,0
2023-04-11,159.194580078125,160.73900266239136,158.90746697083827,160.72910794044708,47644200,159.194580078125,160.72910794044708,160.73900266239136,158.90746697083827,47644200,161.2468704223633,160.5523711586984,55.79704133133713,3.2428558282000495,3.4847949686588775,158.2604835510254,166.0317858514757,150.48918125057511,44.38318638648895,60.97116922496725,34.920328199867754,36.1722881027071,-55.61681361351105,0
2023-04-12,158.50157165527344,160.44199460478865,158.18475927615913,159.61038476928212,50133100,158.50157165527344,159.61038476928212,160.44199460478865,158.18475927615913,50133100,161.4894271850586,160.17949852171205,54.07454712276656,2.8717285605902703,3.362181687045156,158.63223571777343,165.6679565105251,151.59651492502175,37.93755326928721,46.00993397734124,15.32137579119772,34.75532875096277,-62.06244673071279,1
2023-04-13,163.9070587158203,164.1446680117871,159.80839277568336,160.0163027979601,68445600,163.9070587158203,160.0163027979601,164.1446680117871,159.80839277568336,68445600,161.9636474609375,160.85723673882262,63.531401049331365,2.9794400274286374,3.285633355121852,159.25446014404298,165.8299179155081,152.67900237257786,88.21369027307843,56.844809976284864,92.75383835832382,34.45598719050802,-11.786309726921578,0
2023-04-14,163.560546875,164.65946521821587,162.18442526560762,162.94672669437054,49386500,163.560546875,162.94672669437054,164.65946521821587,162.18442526560762,49386500,162.2458023071289,161.34874767267306,62.64093089633688,3.002233650584998,3.2289534142144816,159.71778869628906,166.13379580165466,153.30178159092347,84.99080275389983,70.38068209875516,104.22976604830053,34.301192482718605,-15.009197246100175,1
2023-04-17,163.58030700683594,163.73871316096566,162.39229106374768,163.44170539858303,41516200,163.58030700683594,163.44170539858303,163.73871316096566,162.39229106374768,41516200,162.27847137451172,161.75448573342993,62.67306082452702,2.98745472026323,3.180653675424231,160.22417984008788,166.1632387297078,154.28512095046796,85.17459065021126,86.12636122572985,88.77171837442921,34.15745453977129,-14.825409349788744,1
2023-04-18,164.80796813964844,165.73858561594125,163.99614775175192,164.44166704612937,49923000,164.80796813964844,164.44166704612937,165.73858561594125,163.99614775175192,49923000,162.30817565917968,162.30966435274237,64.70406913716934,3.039763800033029,3.152475700345991,160.67315368652345,166.57263822039505,154.77366915265185,88.33746976359082,86.16762105590063,119.40899294726063,34.510663023381376,-11.662530236409184,1
2023-04-19,165.9563751220703,166.48108235627174,163.8872303481945,164.14464415802902,47720200,165.9563751220703,164.14464415802902,166.48108235627174,163.8872303481945,47720200,162.5061767578125,162.97270267443835,66.53824125325445,3.1377163277948057,3.1495238258357543,161.08648529052735,167.24464115397708,154.9283294270776,93.67542429176581,89.06249490185597,120.66864018197376,35.00688236084601,-6.3245757082341925,0
2023-04-20,164.9861602783203,166.19398100625685,163.90704646438456,164.43175373561738,52456400,164.9861602783203,164.43175373561738,166.19398100625685,163.90704646438456,52456400,162.79229125976562,163.33878587514417,63.53437241950826,3.101306254285703,3.139880311525744,161.5230827331543,167.48393277255377,155.56223269375482,81.98090812621611,87.99793406052424,99.5970535297498,35.467657459920304,-18.019091873783886,0
2023-04-21,163.37245178222656,164.78816747380588,162.84774448751364,163.4021510550257,58337300,163.37245178222656,163.4021510550257,164.78816747380588,162.84774448751364,58337300,162.82793121337892,163.34490694915914,58.781135386309735,2.9087084391211135,3.093645937044818,161.82454452514648,167.51295311123613,156.13613593905683,62.53002029902888,79.39545090567026,58.26886340714642,35.28779051383339,-37.46997970097112,1
2023-04-24,163.6793212890625,163.94662979672654,162.25369605677815,163.35261424779375,41949600,163.6793212890625,163.35261424779375,163.94662979672654,162.25369605677815,41949600,163.15463409423828,163.4057095564143,59.40312998315662,2.749144659248344,3.0247456814855234,162.07600860595704,167.6237647887656,156.52825242314847,66.22888187749783,70.2466034342476,43.525059956364814,34.7879113254824,-33.77111812250217,0
2023-04-25,162.1349334716797,164.64956760321772,162.09532436989073,163.54075445626503,48714100,162.1349334716797,163.54075445626503,164.64956760321772,162.09532436989073,48714100,163.44866943359375,163.17465935918983,54.91209999482552,2.469601989764783,2.913716943141375,162.3477699279785,167.31787581244654,157.37766404351046,47.613553105105694,58.7908184272108,28.376998816968147,34.542745592954326,-52.386446894894306,0
2023-04-26,162.12501525878906,163.62984381357916,161.1746083552498,161.43200707778223,45498800,162.12501525878906,161.43200707778223,163.62984381357916,161.1746083552498,45498800,163.8110137939453,162.98381497729875,54.883402803146275,2.2216522688873965,2.7753040082905795,162.65022048950195,166.70964921318543,158.59079176581847,47.49400360353915,53.77881286204755,-6.0762435006709925,33.781406203874724,-52.50599639646085,1
2023-04-27,166.7285919189453,166.87708827078586,163.54073931024718,163.54073931024718,64902300,166.7285919189453,163.54073931024718,166.87708827078586,163.54073931024718,64902300,164.09316711425782,163.66468351214357,64.22801056357793,2.369308577057012,2.694104922043866,163.02840728759764,167.1276669846783,158.92914759051698,98.29163907702592,64.4663985952236,129.77394137973664,34.04036141104933,-1.7083609229740855,1
2023-04-28,167.98590087890625,168.15421688581486,166.2038842356674,166.80779457565893,55209200,167.98590087890625,166.80779457565893,168.15421688581486,166.2038842356674,55209200,164.53570251464845,164.4503593970095,66.28208762155157,2.5582912018927004,2.666942178013633,163.39075241088867,167.87916238027128,158.90234244150605,98.31168340847759,81.36577536301422,183.6224594852114,34.593705103591226,-1.6883165915224114,0
2023-05-01,167.8968048095703,168.74821914844807,166.95629265889536,167.5899022757501,52472900,167.8968048095703,167.5899022757501,168.74821914844807,166.95629265889536,52472900,164.96735229492188,165.07698583565693,65.99290505861623,2.670092817507623,2.667572305912431,163.6229118347168,168.52060235618976,158.72522131324385,91.94000498727439,96.18110915759264,170.96360588559952,35.248340286963796,-8.059995012725608,0
2023-05-02,166.85728454589844,168.6492261368123,165.86726857821876,168.3918123170909,48425700,166.85728454589844,168.3918123170909,168.6492261368123,165.86726857821876,48425700,165.1722839355469,165.40067651024629,62.563220945878044,2.644333574320342,2.662924559594013,163.74022979736327,168.8261749615631,158.65428463316343,78.84819543799654,89.69996127791619,123.78234797477647,35.21265132489538,-21.151804562003456,0
2023-05-03,165.77816772460938,169.21352427793394,165.4910697460863,167.8077034423993,65136000,165.77816772460938,167.8077034423993,169.21352427793394,165.4910697460863,65136000,165.1544631958008,165.4693112764941,59.127883564676004,2.507933582383373,2.631926364151885,163.83031997680663,168.99305758058125,158.66758237303202,57.265922590001104,76.01804100509068,100.86682844914316,35.33700917300952,-42.734077409998896,0
2023-05-04,164.13473510742188,165.3722550253471,162.66951575440282,163.24372680909343,81235400,164.13473510742188,163.24372680909343,165.3722550253471,162.66951575440282,81235400,165.06932067871094,165.2266610639355,54.242918447696624,2.2413870143108454,2.5538184941836772,163.9308059692383,169.03476430613912,158.82684763233746,36.8224618921466,57.64552664004808,7.700155816933444,33.946502133515075,-63.1775381078534,1
2023-05-05,171.83706665039062,172.55977402605672,169.055109287866,169.27291399392053,113316400,171.83706665039062,169.27291399392053,172.55977402605672,169.055109287866,113316400,165.91578216552733,166.4285529887455,67.70822052279371,2.621442367376204,2.5673432688221824,164.37185668945312,170.50428887175053,158.23942450715572,93.65220150006944,62.58019532740571,199.48094791974916,34.4396388999797,-6.3477984999305574,0
2023-05-08,171.76776123046875,172.1142728432519,170.39163971305302,170.75794076749395,55962800,171.76776123046875,170.75794076749395,172.1142728432519,170.39163971305302,55962800,166.72462615966796,167.39931812360427,67.51569328085688,2.8838039083039746,2.630635396718541,164.93963012695312,171.58203246466977,158.29722778923647,93.04346710018642,74.50604349746749,180.08237732825256,34.89755161169685,-6.956532899813586,0
2023-05-09,170.05503845214844,171.80735575023974,169.8867375588741,171.32225761857964,45326900,170.05503845214844,171.32225761857964,171.80735575023974,169.8867375588741,45326900,167.51663665771486,167.88217636515776,62.765855274845954,2.919866501833752,2.688481617741583,165.4826530456543,171.93047234439027,159.03483374691834,78.00000767375082,88.23189209133557,138.44836250599462,35.08512873619632,-21.999992326249185,1
2023-05-10,171.82716369628906,172.29247239543182,170.18373361448457,171.29256173687202,53724500,171.82716369628906,171.29256173687202,172.29247239543182,170.18373361448457,53724500,168.48685150146486,168.5994467889998,65.47249981848964,3.0562119549656757,2.7620276851864016,166.14893264770507,172.3216243847105,159.97624091069963,93.56522029673961,88.20289835689228,140.55101280893888,35.365768797399994,-6.434779703260387,1
2023-05-11,172.01527404785156,172.84688383352895,170.4510470092042,172.11428168700377,49514700,172.01527404785156,172.11428168700377,172.84688383352895,170.4510470092042,49514700,169.01551971435546,169.22050629060922,65.75705332265002,3.1432126433849135,2.838264676826104,166.55434341430663,173.13631000953566,159.9723768190776,92.87534134004186,88.14685643684409,129.21132026931636,35.750616567329025,-7.124658659958148,0
2023-05-12,171.08335876464844,172.5605130962495,169.52687667093326,172.12430116865193,45497800,171.08335876464844,172.12430116865193,172.5605130962495,169.52687667093326,45497800,169.32526550292968,169.55920674043455,62.98754969508685,3.1012146684905133,2.890854675158986,166.93048400878905,173.64361962029088,160.21734839728722,84.89133440893987,90.44396534857378,99.51912574062133,35.61824640696191,-15.108665591060138,0
2023-05-15,170.5876922607422,171.71787100649163,169.99285497252012,171.6682987112497,37266700,170.5876922607422,171.6682987112497,171.71787100649163,169.99285497252012,37266700,169.59435424804687,169.74620410776322,61.50380426366236,2.9934284466121994,2.9113694294496293,167.28085327148438,173.98946359763949,160.57224294532926,80.64480591645669,86.13716055514614,82.93984703098175,35.49533125804958,-19.355194083543307,0
2023-05-16,170.5876922607422,171.64846676768477,170.3200139683082,170.5083796138232,42110300,170.5876922607422,170.5083796138232,171.64846676768477,170.3200139683082,42110300,169.96739501953124,169.89920195375936,61.50380426366236,2.874867407287411,2.904069025017186,167.56983947753906,174.32523769260823,160.8144412624699,77.80180931629677,81.11264988056443,76.01819148984558,35.38119576263099,-22.198190683703224,1
2023-05-17,171.20233154296875,171.4402543357864,168.9518826544196,170.23077817517168,57951600,171.20233154296875,170.23077817517168,171.4402543357864,168.9518826544196,57951600,170.5098114013672,170.13613460634286,62.76520689979041,2.798246736230112,2.882904567259771,167.83213729858397,174.72260540548848,160.94166919167947,83.84108467165306,80.76256663480217,61.86997515411327,34.484996710698844,-16.15891532834693,1
2023-05-18,173.5419921875,173.73035780662187,171.09326939359272,171.50964938607018,65496700,173.5419921875,171.50964938607018,173.73035780662187,171.09326939359272,65496700,171.450537109375,170.7553814392805,67.17446009751393,2.8929670398232474,2.884917061772467,168.25992889404296,175.44652055255597,161.07333723552995,98.29700471055838,86.64663289950273,100.55716184579828,34.367327381603694,-1.7029952894416158,1
2023-05-19,173.65106201171875,174.8704617599002,173.43295602393476,174.8704617599002,55772400,173.65106201171875,174.8704617599002,174.8704617599002,173.43295602393476,55772400,171.6319366455078,171.28186881608747,67.36845492838198,2.9429105452561544,2.8965157584692043,168.77385940551758,175.9589814043778,161.58873740665737,90.00569506961165,90.71459481727436,114.92308632508274,34.56981332609944,-9.994304930388356,0
2023-05-22,172.69932556152344,173.20494177332736,171.95578654636702,172.481219573557,43570900,172.69932556152344,172.481219573557,173.20494177332736,171.95578654636702,43570900,171.72509307861327,171.53958822434853,63.823925667544074,2.8725806341665816,2.8917287336086797,169.22485961914063,176.2036393514534,162.24607988682786,82.20518148839844,90.1692937561895,79.45788378748553,33.943098688955196,-17.794818511601562,0
2023-05-23,170.08206176757812,171.88639029719062,169.80447509030535,171.6385439691014,50747300,170.08206176757812,171.6385439691014,171.88639029719062,169.80447509030535,50747300,171.72779541015626,171.27458341402664,55.21970501246697,2.5759583141757787,2.8285746497221,169.62221603393556,175.80002686140446,163.44440520646666,60.75386293682011,77.65491316494341,27.37450317499539,32.324689565474486,-39.24613706317989,1
2023-05-24,170.35963439941406,170.93463964845503,169.05101376120967,169.61609547644804,45143500,170.35963439941406,169.61609547644804,170.93463964845503,169.05101376120967,45143500,171.58104248046874,171.10822904773343,55.89874107951207,2.336348805449944,2.7301294808676686,170.0339469909668,175.1676016708862,164.9002923110474,23.785299138620836,55.58144785461314,5.817806064696131,30.490466618650682,-76.21470086137916,1
2023-05-25,171.49974060058594,172.4018896852921,170.21093674442764,170.92473533776644,56058300,171.49974060058594,170.92473533776644,172.4018896852921,170.21093674442764,56058300,171.52948913574218,171.17941296643386,58.67088244157169,2.212944143089288,2.6266924133119924,170.27250442504882,175.20924500219155,165.3357638479061,43.0484733034493,42.529211792963416,42.999094961786525,29.32341730485674,-56.9515266965507,1
2023-05-26,173.9187469482422,174.25582950716182,171.61874050809428,171.8269381142699,54835000,173.9187469482422,171.8269381142699,174.25582950716182,171.61874050809428,54835000,171.81302795410156,171.67747369039898,63.86141493234894,2.2840100092226976,2.5581559324941336,170.56914672851562,175.63202403824036,165.50626941879088,83.91987680325639,50.25121641510884,110.97056793758681,28.84447404352481,-16.080123196743617,1
2023-05-30,175.77261352539062,177.44805707235744,175.04890650518007,175.4355461600694,55964400,175.77261352539062,175.4355461600694,177.44805707235744,175.04890650518007,55964400,172.3315200805664,172.42204456948835,67.25548280493518,2.461546582755375,2.538834062546382,170.96293716430665,176.3480438576721,165.5778304709412,80.28002410791522,69.08279140487363,204.74046241303358,29.25426525645927,-19.719975892084772,0
2023-05-31,175.72303771972656,177.80495282122013,175.2372534954211,175.80235035598085,99625300,175.72303771972656,175.80235035598085,177.80495282122013,175.2372534954211,99625300,172.84505462646484,173.02222514225892,67.07406496373497,2.5686356107663926,2.544794372190384,171.40622482299804,176.82598432693092,165.98646531906516,76.48369365352087,80.22786485489749,188.62542955138798,29.720175927181252,-23.516306346479123,1
2023-06-01,178.53857421875,178.56831456742498,175.4057930547119,176.16916396782793,68901800,178.53857421875,176.16916396782793,178.56831456742498,175.4057930547119,68901800,173.57867889404298,174.02519770162093,71.73688256666046,2.8478662723977664,2.6054087522318605,172.04424514770508,177.66426201436892,166.42422828104125,99.69073405870263,85.48481727337958,194.9074957435139,30.338103160293795,-0.3092659412973744,1
2023-06-02,179.39117431640625,180.21402596420296,177.71573067078862,179.4704869589175,61945900,179.39117431640625,179.4704869589175,180.21402596420296,177.71573067078862,61945900,174.1635971069336,175.00082981340006,72.98452961603707,3.1021961002992384,2.7047662218453365,172.80706710815429,178.05496230858714,167.55917190772143,92.69364964409658,89.6226924521067,211.0768382375272,31.28932343217014,-7.3063503559034215,0
2023-06-05,178.0330047607422,183.35673990115512,176.5062626635481,181.05673347383532,121946500,178.0330047607422,181.05673347383532,183.35673990115512,176.5062626635481,121946500,174.60179138183594,175.55213434928044,67.84654594087368,3.1577606892254835,2.795365115321366,173.1168640136719,178.81163461802356,167.4220934093202,63.04208331103444,85.14215567127788,172.9276699591152,32.77587422024721,-36.95791668896556,0
