Date,close_^fchi,high_^fchi,low_^fchi,open_^fchi,volume_^fchi,close,open,high,low,volume,sma_10,ema_10,rsi,macd,macd_signal,bb_middle,bb_upper,bb_lower,stoch_k,stoch_d,cci,adx,williams_r,target
2023-03-02,7284.22021484375,7286.240234375,7169.66015625,7176.41015625,70461500,7284.22021484375,7176.41015625,7286.240234375,7169.66015625,70461500,7287.789013671875,7266.705683865877,58.041794597037594,65.91069673412949,82.53004000649295,7245.431005859375,7397.604050196743,7093.257961522007,58.50315128115404,57.126611077218136,3.0927661831729516,34.04035806532651,-41.49684871884596,1
2023-03-03,7348.1201171875,7358.0400390625,7308.14990234375,7313.47998046875,0,7348.1201171875,7313.47998046875,7358.0400390625,7308.14990234375,0,7287.82900390625,7281.508308106171,62.18031679997455,67.91435859704325,79.60690372460303,7251.1400146484375,7409.597788525603,7092.682240771272,82.0015884910681,63.85233766073401,95.88292611197348,31.884323236825367,-17.9984115089319,1
2023-03-06,7373.2099609375,7401.14990234375,7349.97998046875,7385.75,68683500,7373.2099609375,7385.75,7401.14990234375,7349.97998046875,68683500,7291.589013671875,7298.181335893685,63.69451616368114,70.71169535747867,77.82786205117816,7262.9455078125,7420.83971685959,7105.05129876541,87.93037623578596,76.14503866933603,126.27078682638043,30.375597715910377,-12.069623764214043,0
2023-03-07,7339.27001953125,7398.02978515625,7336.2001953125,7355.8701171875,64092400,7339.27001953125,7355.8701171875,7398.02978515625,7336.2001953125,64092400,7294.651025390625,7305.652005645969,60.18420575994081,69.39004996806307,76.14029963455513,7273.29150390625,7422.477551165918,7124.105456646582,73.26884501076798,81.06693657920734,101.2708103873676,28.783728576162982,-26.731154989232024,0
2023-03-08,7324.759765625,7346.6201171875,7305.919921875,7305.919921875,56907200,7324.759765625,7305.919921875,7346.6201171875,7305.919921875,56907200,7297.201025390625,7309.126143823974,58.694871293999185,66.40628987878517,74.19349768340115,7283.53798828125,7416.414733730116,7150.661242832385,67.0006391178065,76.06662012145348,56.55188835466349,26.888498987712385,-32.9993608821935,0
2023-03-09,7315.8798828125,7333.22021484375,7274.0498046875,7317.43017578125,64735900,7315.8798828125,7317.43017578125,7333.22021484375,7274.0498046875,64735900,7297.04599609375,7310.354096367342,57.752979513658495,62.60345254882213,71.87548865648535,7289.913989257812,7415.973659493542,7163.854319022083,63.16466669900926,67.81138360919458,27.18216111777954,25.228532466011483,-36.83533330099074,0
2023-03-10,7220.669921875,7256.47998046875,7166.89013671875,7193.3701171875,99781300,7220.669921875,7193.3701171875,7256.47998046875,7166.89013671875,99781300,7300.385986328125,7294.047882823279,48.72461466125419,51.31549533462021,67.76348999211231,7294.460986328125,7402.328982368226,7186.592990288023,22.95732902010155,51.040878278972436,-122.84563998800797,24.876489722447353,-77.04267097989845,0
2023-03-13,7011.5,7211.43994140625,6979.5498046875,7211.43994140625,141250200,7011.5,7211.43994140625,7211.43994140625,6979.5498046875,141250200,7271.981005859375,7242.675540491773,35.56907189888433,25.20094254902415,59.25098050349468,7284.606494140625,7445.185676589147,7124.027311692103,7.578317815891605,31.233437845000804,-301.6020788427723,25.94713081534102,-92.42168218410839,1
2023-03-14,7141.56982421875,7162.56982421875,6989.9599609375,7029.22021484375,100862300,7141.56982421875,7029.22021484375,7162.56982421875,6989.9599609375,100862300,7259.344970703125,7224.292682987587,45.434972552179495,14.829573010249078,50.366699004845565,7280.994482421875,7450.767737242679,7111.2212276010705,38.42978700241014,22.988477946134434,-217.97369411779778,26.941297544456567,-61.57021299758986,0
2023-03-15,6885.7099609375,7123.2001953125,6861.6298828125,7123.2001953125,174797900,6885.7099609375,7123.2001953125,7123.2001953125,6861.6298828125,174797900,7224.490966796875,7162.732188069389,34.306625796412334,-13.875615272027062,37.51823614947104,7260.236987304687,7501.62983631223,7018.844138297145,4.463240890657114,16.823781902986283,-269.6308487873502,28.565450599336884,-95.53675910934288,1
2023-03-16,7025.72021484375,7063.31005859375,6876.60986328125,6987.6298828125,132832700,7025.72021484375,6987.6298828125,7063.31005859375,6876.60986328125,132832700,7198.640966796875,7137.820920210181,42.592717439886954,-25.03839933801828,25.00690905197318,7243.214990234375,7499.86103790343,6986.568942565321,30.414132208442652,24.435720033836635,-189.78894239661832,30.073592721725753,-69.58586779155735,0
2023-03-17,6925.39990234375,7104.75,6895.72998046875,7086.10009765625,203828600,6925.39990234375,7086.10009765625,7104.75,6895.72998046875,203828600,7156.3689453125,7099.198916961739,38.814904881971366,-41.501592417207576,11.705208758137033,7222.098974609375,7508.631114071424,6935.566835147325,11.81976890990165,15.565714003000473,-157.78745565273755,30.85819465805764,-88.18023109009835,1
2023-03-20,7013.14013671875,7049.759765625,6796.2099609375,6900.89990234375,0,7013.14013671875,6900.89990234375,7049.759765625,6796.2099609375,0,7120.361962890625,7083.551866008468,43.532274932443556,-46.92793191751662,-0.02141937699369656,7205.97548828125,7501.300080071895,6910.650896490606,35.859787217384216,26.031229445242843,-140.47111594058583,32.13261385241918,-64.14021278261579,1
2023-03-21,7112.91015625,7150.330078125,7083.81005859375,7089.009765625,94861700,7112.91015625,7089.009765625,7150.330078125,7083.81005859375,94861700,7097.7259765625,7088.889736961473,48.40372858534926,-42.68568430509458,-8.554272362613874,7196.188500976563,7490.224720138257,6902.152281814869,52.352336758636774,33.34396429530755,-45.12999073980932,32.00263033913145,-47.647663241363226,1
2023-03-22,7131.1201171875,7157.72998046875,7080.18017578125,7105.31982421875,65186100,7131.1201171875,7105.31982421875,7157.72998046875,7080.18017578125,65186100,7078.36201171875,7096.56798791166,49.26406361076779,-37.4228930319141,-14.32799649647392,7187.781518554688,7479.15178223936,6896.411254870016,55.36254648212915,47.85822348605004,-36.5921201239466,31.79161418372516,-44.63745351787085,1
2023-03-23,7139.25,7149.919921875,7073.5,7118.14013671875,0,7139.25,7118.14013671875,7149.919921875,7073.5,0,7060.6990234375,7104.328353745903,49.667576196243765,-32.22461414016925,-17.907320025212986,7178.872509765625,7464.684433246392,6893.060586284859,56.70646217623941,54.80711513900178,-32.841144769899884,31.643030897130906,-43.29353782376059,0
2023-03-24,7015.10009765625,7108.66015625,6953.580078125,7108.16015625,0,7015.10009765625,7108.16015625,7108.66015625,6953.580078125,0,7040.142041015625,7088.105034456875,43.92274047675384,-37.688352356221,-21.86352649141459,7170.264013671875,7464.7843147435715,6875.743712600178,36.37137360885401,49.48012742240752,-75.3303416239319,32.27330449651237,-63.62862639114599,1
2023-03-27,7078.27001953125,7119.58984375,7039.08984375,7103.52978515625,80202400,7078.27001953125,7103.52978515625,7119.58984375,7039.08984375,80202400,7046.81904296875,7086.316849924942,47.26508734721531,-36.50036599579289,-24.79089439229025,7159.4000244140625,7450.644553630483,6868.155495197642,51.24543131897378,48.107755701355735,-43.05001192936535,32.71009658112062,-48.75456868102622,1
2023-03-28,7088.33984375,7154.56005859375,7066.27001953125,7145.66015625,71634200,7088.33984375,7145.66015625,7154.56005859375,7066.27001953125,71634200,7041.496044921875,7086.684666984043,47.79920640732805,-34.350358043580854,-26.702787122548372,7150.4205078125,7438.786594634352,6862.0544209906475,54.39931187300929,47.33870560027902,-26.69749970973937,32.63615498315158,-45.60068812699071,1
2023-03-29,7186.990234375,7201.25,7125.1201171875,7141.0498046875,78047700,7186.990234375,7141.0498046875,7201.25,7125.1201171875,78047700,7071.624072265625,7104.922042873308,52.838703342170895,-24.40487497653703,-26.243204693346108,7148.05751953125,7434.404612065062,6861.710426997439,84.9023957361985,63.51571297606052,13.77306685635908,31.95422800403582,-15.0976042638015,1
2023-03-30,7263.3701171875,7292.39013671875,7222.68994140625,7222.68994140625,73846100,7263.3701171875,7222.68994140625,7292.39013671875,7222.68994140625,73846100,7095.3890625,7133.730783657706,56.3521831953183,-10.241729500487054,-23.0429096547743,7147.0150146484375,7431.517480812683,6862.512548484192,94.15131419034283,77.81767393318354,63.795359556140056,30.261146888533826,-5.848685809657176,1
2023-03-31,7322.39013671875,7341.7900390625,7264.81982421875,7271.18994140625,84335300,7322.39013671875,7271.18994140625,7341.7900390625,7264.81982421875,84335300,7135.0880859375,7168.032484214259,58.90016793343334,5.679616570140752,-17.29840440979129,7145.728515625,7426.793752126021,6864.663279123979,96.44416958727273,91.83262650460468,94.65879158067605,28.18068706940632,-3.5558304127272793,1
2023-04-03,7345.9599609375,7362.39013671875,7332.64013671875,7341.68994140625,64074600,7345.9599609375,7341.68994140625,7362.39013671875,7332.64013671875,64074600,7168.370068359375,7200.382934527575,59.90674558647552,19.96909457944821,-9.84490461194339,7144.366015625,7421.240005538224,6867.492025711776,97.09806586594478,95.89784988118679,118.82793438517763,26.2938831634714,-2.9019341340552307,0
2023-04-04,7344.9599609375,7399.58984375,7344.33984375,7375.7900390625,66324100,7344.9599609375,7375.7900390625,7399.58984375,7344.33984375,66324100,7191.575048828125,7226.669666602107,59.83978402164053,30.857214449082676,-1.7044807997381763,7144.6505126953125,7422.3355043092015,6866.9655210814235,90.94602183986366,94.82941909769373,127.72252314570584,24.912482461468237,-9.05397816013634,0
2023-04-05,7316.2998046875,7359.39990234375,7300.330078125,7350.02978515625,76911000,7316.2998046875,7350.02978515625,7359.39990234375,7300.330078125,76911000,7210.093017578125,7242.966055344906,57.84418709618265,36.74986325635746,5.986388011480951,7144.227514648437,7420.8374677382,6867.617561558674,86.19608617472214,91.41339129351019,105.68838109410186,23.148044226205844,-13.803913825277855,1
2023-04-06,7324.75,7344.33984375,7312.60986328125,7328.56982421875,67271300,7324.75,7328.56982421875,7344.33984375,7312.60986328125,67271300,7228.643017578125,7257.8358634640135,58.285898467078425,41.62189869147096,13.113490147478952,7144.6710205078125,7422.4065886347025,6866.9354523809225,87.59656298099411,88.24622366519331,105.14110675046248,21.509637293462195,-12.403437019005892,1
2023-04-11,7390.27978515625,7403.669921875,7370.08984375,7381.77001953125,73186100,7390.27978515625,7381.77001953125,7403.669921875,7370.08984375,73186100,7266.160986328125,7281.916576498966,61.64241682511158,50.19214408823882,20.529220935630924,7153.151513671875,7449.392863247127,6856.910164096624,97.0250080279111,90.27255239454246,124.1592977845744,20.627896743963998,-2.974991972088906,1
2023-04-12,7396.93994140625,7463.669921875,7379.7900390625,7396.81005859375,63577700,7396.93994140625,7396.81005859375,7463.669921875,7379.7900390625,63577700,7298.027978515625,7302.829915573017,61.977289386836134,56.8660280847007,27.79658236544488,7172.423510742187,7479.257059996807,6865.589961487568,86.91799468537252,90.51318856475923,118.64900911889087,20.38678776259429,-13.082005314627478,1
2023-04-13,7480.830078125,7485.58984375,7450.759765625,7450.759765625,59146200,7480.830078125,7450.759765625,7485.58984375,7450.759765625,59146200,7337.277001953125,7335.19358149156,66.00331113999397,68.13889935197403,35.86504576275071,7189.3865234375,7523.794035189157,6854.979011685843,99.10532363641704,94.34944211656689,126.15981008079909,20.36292797149486,-0.8946763635829641,1
2023-04-14,7519.60986328125,7533.41015625,7491.43017578125,7500.77001953125,71857700,7519.60986328125,7500.77001953125,7533.41015625,7491.43017578125,71857700,7370.53896484375,7368.723814544231,67.70562303277325,79.28795344162518,44.54962729852561,7221.081518554687,7554.511710599692,6887.651326509682,97.61994186066096,94.54775339415016,128.77877808508592,20.761371649726893,-2.380058139339044,0
2023-04-17,7498.18017578125,7552.0,7498.06982421875,7535.39013671875,67745800,7498.18017578125,7535.39013671875,7552.0,7498.06982421875,67745800,7394.019970703125,7392.261334769143,65.74646248936898,85.40991016780026,52.72168387238054,7244.704516601562,7586.27008013235,6903.138953070775,89.50696850843455,95.4107446685042,117.30799964928511,21.289589458921746,-10.49303149156544,1
2023-04-18,7533.6298828125,7559.35009765625,7509.0,7509.0,67638400,7533.6298828125,7509.0,7559.35009765625,7509.0,67638400,7415.1439453125,7417.9647071406625,67.42566230170263,92.06087955783369,60.589523009471165,7275.116015625,7605.679297326784,6944.552733923216,94.78376515604637,93.97022517504729,115.42424521146366,21.84461570106431,-5.2162348439536235,1
2023-04-19,7549.43994140625,7558.9501953125,7513.77001953125,7530.5400390625,0,7549.43994140625,7530.5400390625,7558.9501953125,7513.77001953125,0,7435.491943359375,7441.869295188952,68.17498868928487,97.48382743433831,67.9683838944446,7301.931005859375,7630.13880501997,6973.723206698779,97.71776323705194,94.00283230051095,111.7002939208702,22.35999721162526,-2.2822367629480618,0
2023-04-20,7538.7099609375,7546.06982421875,7506.919921875,7541.68017578125,72892900,7538.7099609375,7541.68017578125,7546.06982421875,7506.919921875,72892900,7454.866943359375,7459.476688961415,67.04771454437869,99.76569610435581,74.32784633642684,7323.22099609375,7654.844853934664,6991.597138252836,93.86914776353194,95.45689205221008,99.16840453193865,22.71493397377272,-6.130852236468063,1
2023-04-21,7577.0,7577.0,7518.31982421875,7551.5,73188400,7577.0,7551.5,7577.0,7518.31982421875,73188400,7480.936962890625,7480.844563695703,69.01653459485252,103.47102998922037,80.15648306698556,7345.514990234375,7682.392566543248,7008.637413925501,100.0,97.19563700019462,102.4294131671964,23.362302650896993,-0.0,0
2023-04-24,7573.85986328125,7581.259765625,7545.60009765625,7545.60009765625,63568000,7573.85986328125,7545.60009765625,7581.259765625,7545.60009765625,63568000,7505.84794921875,7497.75643634762,68.65426205400169,104.94441708396607,85.11406987038167,7367.2454833984375,7704.168131876109,7030.322834920766,97.36592369087016,97.07835715146739,97.7346590051353,24.00727958943494,-2.6340763091298425,0
2023-04-25,7531.60986328125,7541.72021484375,7504.259765625,7528.14990234375,73945200,7531.60986328125,7528.14990234375,7541.72021484375,7504.259765625,73945200,7519.98095703125,7503.911604881007,63.80163499461516,101.53246204898005,88.39774830610135,7393.070971679687,7695.479475218028,7090.662468141347,82.326573319614,93.23083233682807,71.27489181605011,23.79329238221413,-17.673426680385994,0
2023-04-26,7466.66015625,7508.1298828125,7427.52978515625,7496.47998046875,91913500,7466.66015625,7496.47998046875,7508.1298828125,7427.52978515625,91913500,7526.952978515625,7497.138614220825,57.117933225850095,92.52103959971373,89.22240656482383,7412.490478515625,7679.334215095157,7145.646741936093,59.20701354320198,79.63317018456205,33.45345494453374,22.327190683553518,-40.79298645679802,1
2023-04-27,7483.83984375,7507.259765625,7446.66015625,7450.10009765625,78104400,7483.83984375,7450.10009765625,7507.259765625,7446.66015625,78104400,7527.253955078125,7494.720655953402,58.360482694646386,85.7768969161034,88.53330463507974,7432.265478515625,7655.076602187232,7209.454354844017,63.73722044002581,68.4236024342806,33.511858506721666,20.96581053479724,-36.26277955997419,1
2023-04-28,7491.5,7505.0498046875,7403.2001953125,7498.6201171875,87006000,7491.5,7498.6201171875,7505.0498046875,7403.2001953125,87006000,7524.44296875,7494.135082143692,58.93189513800014,80.12657654386112,86.85195901683602,7447.490966796875,7640.848902986841,7254.133030606909,57.494057473709525,60.14609715231244,17.14836515574841,19.882884389732016,-42.505942526290475,0
2023-05-02,7383.2001953125,7505.919921875,7374.06005859375,7466.81982421875,83037300,7383.2001953125,7466.81982421875,7505.919921875,7374.06005859375,83037300,7512.944970703125,7473.965102719839,48.74680471296422,66.14726332508053,82.71101987848493,7453.482470703125,7630.373008095163,7276.591933311087,4.411269132427623,41.88084901538765,-29.399853348165514,19.27868176430675,-95.58873086757238,1
2023-05-03,7403.830078125,7445.9501953125,7395.81982421875,7410.56005859375,61108100,7403.830078125,7410.56005859375,7445.9501953125,7395.81982421875,61108100,7499.964990234375,7461.213280066231,50.50172859936301,56.086683639282455,77.38615263064445,7457.554467773438,7625.720961434136,7289.387974112739,14.367790359259565,25.424372321798902,-43.287464160195086,18.717636469269,-85.63220964074044,0
2023-05-04,7340.77001953125,7393.02001953125,7316.14013671875,7381.39990234375,79974300,7340.77001953125,7381.39990234375,7393.02001953125,7316.14013671875,79974300,7479.097998046875,7439.314505423507,45.38606304720236,42.5348665772417,70.4158954199639,7457.294970703125,7626.164017346584,7288.425924059666,9.290101571924525,9.356387021203906,-108.7558969032569,19.2031625206161,-90.70989842807548,1
2023-05-05,7432.93017578125,7437.60009765625,7354.60009765625,7388.009765625,70692800,7432.93017578125,7388.009765625,7437.60009765625,7354.60009765625,70692800,7468.52001953125,7438.1537182158245,52.89586447737288,38.78442559897758,64.08960145576664,7461.6934814453125,7623.044852960347,7300.342109930278,44.05182654498909,22.569906158724393,-54.88626567562963,18.869824055969012,-55.94817345501091,1
2023-05-08,7440.91015625,7456.4599609375,7416.22021484375,7427.9599609375,46786900,7440.91015625,7427.9599609375,7456.4599609375,7416.22021484375,46786900,7454.91103515625,7438.654888767493,53.49220460199843,36.040637797572344,58.47980872412778,7467.923999023437,7615.3604692932495,7320.487528753625,47.06178114611439,33.46790308767601,-33.55423230271759,18.24676661084438,-52.93821885388561,0
2023-05-09,7397.169921875,7419.89990234375,7358.4501953125,7415.009765625,63457500,7397.169921875,7415.009765625,7419.89990234375,7358.4501953125,63457500,7437.242041015625,7431.112167514311,49.77265971912892,29.990977515300983,52.78204248236242,7471.544995117188,7607.87743953938,7335.212550694995,30.56348015065428,40.559029280585925,-96.52092616968741,18.388516379148907,-69.43651984934573,0
2023-05-10,7361.2001953125,7416.31982421875,7337.66015625,7403.6201171875,75389600,7361.2001953125,7403.6201171875,7416.31982421875,7337.66015625,75389600,7420.20107421875,7418.400899841255,46.88545138940267,22.040057767621875,46.63364553941432,7470.091015625,7610.42086731545,7329.7611639345505,16.99612313869218,31.540461478486957,-118.5948438653711,18.757640415599973,-83.00387686130782,1
2023-05-11,7381.77978515625,7436.93994140625,7333.919921875,7383.580078125,0,7381.77978515625,7383.580078125,7436.93994140625,7333.919921875,0,7411.713037109375,7411.742515353071,48.71832996560622,17.2012126221598,40.747158955963414,7469.3330078125,7611.388376333362,7327.277639291638,24.758501929221957,24.10603507285614,-98.9569629728005,18.724217298607012,-75.24149807077804,1
2023-05-12,7414.85009765625,7463.7001953125,7395.60009765625,7420.41015625,0,7414.85009765625,7420.41015625,7463.7001953125,7395.60009765625,0,7404.8140625,7412.3075303172845,51.608199573396526,15.852157022471147,35.76815856926496,7466.034008789063,7609.920891867529,7322.147125710597,37.232234121904725,26.32895306327295,-46.40006533743727,18.218139014648905,-62.767765878095275,1
2023-05-15,7418.2099609375,7455.6298828125,7397.85986328125,7443.3798828125,48638700,7418.2099609375,7443.3798828125,7455.6298828125,7397.85986328125,48638700,7397.48505859375,7413.38069952096,51.90474166035223,14.882576549169244,31.59104216524582,7460.964013671875,7604.086231352258,7317.841795991492,45.24771206178515,35.74614937097061,-42.43025326761905,17.748209179544947,-54.75228793821485,0
2023-05-16,7406.009765625,7427.56982421875,7377.81005859375,7394.85009765625,61261800,7406.009765625,7394.85009765625,7427.56982421875,7377.81005859375,61261800,7399.766015625,7412.040529721695,50.69004702212739,12.980096762546054,27.86885308470587,7456.355493164063,7600.320769115996,7312.39021721213,46.80959829092435,43.096514824871406,-59.64462470122655,17.60582702226061,-53.19040170907565,0
2023-05-17,7399.43994140625,7422.580078125,7354.5400390625,7378.830078125,57783800,7399.43994140625,7378.830078125,7422.580078125,7354.5400390625,57783800,7399.327001953125,7409.749513664341,50.011312432485596,10.817540048880801,24.458590477540856,7449.64599609375,7591.065729594566,7308.226262592934,43.58516451931847,45.21415829067599,-67.51701041022272,17.8046703099353,-56.41483548068153,1
2023-05-18,7446.89013671875,7481.77978515625,7426.39013671875,7440.75,59991600,7446.89013671875,7440.75,7481.77978515625,7426.39013671875,59991600,7409.939013671875,7416.502354219687,54.72641467870957,12.785153189325683,22.12390301989782,7444.518505859375,7578.324817545332,7310.7121941734185,68.89564127831136,53.09680136285139,10.93044467694333,16.86294346708471,-31.104358721688634,1
2023-05-19,7491.9599609375,7523.56005859375,7463.9599609375,7469.77978515625,67973200,7491.9599609375,7469.77978515625,7523.56005859375,7463.9599609375,67973200,7415.8419921875,7430.221919077471,58.71018975597708,17.776344297559262,21.25439127543011,7442.181005859375,7570.858920483596,7313.503091235153,84.76515786401002,65.74865455387994,72.27272100188203,16.005005591692967,-15.23484213598998,0
2023-05-22,7478.16015625,7493.3798828125,7452.68994140625,7467.93017578125,57439200,7478.16015625,7467.93017578125,7493.3798828125,7452.68994140625,57439200,7419.5669921875,7438.937962199749,57.054749605300955,20.383403118994465,21.08019364414298,7437.239013671875,7551.6242407829905,7322.8537865607595,78.11208203467076,77.25762705899739,58.27555588923272,15.01641577848657,-21.88791796532924,0
2023-05-23,7378.7099609375,7459.3701171875,7378.7099609375,7457.18017578125,65786700,7378.7099609375,7457.18017578125,7459.3701171875,7378.7099609375,65786700,7417.72099609375,7427.987416515703,46.81087713451525,14.260332163634303,19.716221348041245,7427.481518554688,7525.742518094754,7329.2205190146215,30.165773689017787,64.34767119589954,-44.077171634487726,14.908469377879248,-69.83422631098222,0
2023-05-24,7253.4599609375,7308.58984375,7223.580078125,7306.14013671875,77511200,7253.4599609375,7306.14013671875,7308.58984375,7223.580078125,77511200,7406.94697265625,7396.25515186512,37.6439407391474,-0.6909095496939699,15.634795168494202,7413.5740234375,7526.577157981981,7300.5708888930185,9.960625627686744,39.412827117125104,-272.41891543272556,16.397627018253004,-90.03937437231326,0
2023-05-25,7229.27001953125,7261.0498046875,7197.39990234375,7261.0498046875,59437600,7229.27001953125,7261.0498046875,7261.0498046875,7197.39990234375,59437600,7391.69599609375,7365.894218713507,36.17069218327852,-14.326653687418911,9.642505397311579,7401.704516601562,7537.48424011926,7265.924793083865,9.771309148831694,16.63256948851208,-259.4554114028626,17.985384171748944,-90.22869085116831,1
2023-05-26,7319.18017578125,7334.31005859375,7208.43994140625,7256.5,58221500,7319.18017578125,7256.5,7334.31005859375,7208.43994140625,58221500,7382.12900390625,7357.400756362187,44.81552291370859,-17.674342143614922,4.179135889126279,7393.471533203125,7528.296665238647,7258.646401167603,37.33756901445561,19.02316793032469,-146.28448536605478,18.28499887137642,-62.66243098554439,0
2023-05-29,7303.81005859375,7356.56982421875,7292.10986328125,7352.93017578125,33459400,7303.81005859375,7352.93017578125,7356.56982421875,7292.10986328125,33459400,7370.689013671875,7347.656993131563,43.725282950087774,-21.32186418956826,-0.9210641266126287,7384.0870361328125,7516.417913227546,7251.756159038079,32.62512425596129,26.578000806416203,-91.3787708668723,18.237083345821784,-67.3748757440387,0
2023-05-30,7209.75,7296.3798828125,7195.3798828125,7279.8798828125,69222900,7209.75,7279.8798828125,7296.3798828125,7195.3798828125,69222900,7351.063037109375,7322.582994380369,37.68359001290762,-31.43999167248512,-7.0248496357871275,7375.414526367187,7528.022306202648,7222.806746531726,4.378727981753069,24.78047375072333,-161.70265164728102,19.068528258060176,-95.62127201824693,0
2023-05-31,7098.7001953125,7185.1298828125,7083.60009765625,7136.169921875,214675800,7098.7001953125,7136.169921875,7185.1298828125,7083.60009765625,214675800,7320.9890625,7281.877030913483,32.052580539162264,-47.867682904285175,-15.193416289486738,7360.158032226563,7553.834999102662,7166.481065350464,3.4321526950028747,13.478668310905752,-216.6970747515012,20.623400464385735,-96.56784730499713,1
2023-06-01,7137.43017578125,7171.60009765625,7090.4599609375,7139.39013671875,58144900,7137.43017578125,7139.39013671875,7171.60009765625,7090.4599609375,58144900,7290.04306640625,7255.613966343986,35.663403791973394,-57.103309411417285,-23.57539491387285,7349.991040039063,7566.655889929055,7133.3261901490705,12.235222043909358,6.682034240221775,-165.79068734735674,22.067210370259467,-87.76477795609064,1
2023-06-02,7270.68994140625,7278.0,7179.31005859375,7181.7998046875,71138500,7270.68994140625,7181.7998046875,7278.0,7179.31005859375,71138500,7267.916064453125,7258.355052718943,46.247797332146696,-53.05804050633378,-29.471924032365038,7341.8790283203125,7557.662232121475,7126.09582451915,42.52428865375267,19.39722113088831,-73.13278220563731,21.927628225279584,-57.47571134624733,0
2023-06-05,7200.91015625,7294.81005859375,7193.3701171875,7294.81005859375,54498100,7200.91015625,7294.81005859375,7294.81005859375,7193.3701171875,54498100,7240.191064453125,7247.910526088226,42.321491462381,-54.850498835255166,-34.547638992943064,7329.8790283203125,7548.966688313851,7110.791368326774,26.663803302413438,27.14110466669183,-73.32970856063041,21.58846670666686,-73.33619669758656,1
