Date,close_cl=f,high_cl=f,low_cl=f,open_cl=f,volume_cl=f,close,open,high,low,volume,sma_10,ema_10,rsi,macd,macd_signal,bb_middle,bb_upper,bb_lower,stoch_k,stoch_d,cci,adx,williams_r,target
2023-03-15,67.61000061035156,72.55999755859375,65.6500015258789,71.55999755859375,555164,67.61000061035156,71.55999755859375,72.55999755859375,65.6500015258789,555164,75.86800155639648,74.31133862270883,28.168510813487103,-1.3562032281723049,-0.46678650553932277,76.21700057983398,81.80375271593213,70.63024844373582,12.818829085106415,15.72247674229103,-303.74081822405344,22.175769935075568,-87.18117091489358,1
2023-03-16,68.3499984741211,69.37999725341797,65.70999908447266,68.22000122070312,327120,68.3499984741211,68.22000122070312,69.37999725341797,65.70999908447266,327120,74.88700103759766,73.22745859569288,30.788884851708687,-1.7654151900356538,-0.726512242438589,75.7050006866455,82.14044523387022,69.26955613942079,17.658579375886625,11.963607457839785,-250.88724958245703,25.052032832475497,-82.34142062411338,0
2023-03-17,66.73999786376953,69.63999938964844,65.16999816894531,68.26000213623047,152255,66.73999786376953,68.26000213623047,69.63999938964844,65.16999816894531,152255,73.59300079345704,72.04792028079773,28.364488447091432,-2.1943372579619336,-1.0200772455432578,75.11750068664551,82.50379439783255,67.73120697545848,9.955607288996742,13.47767191666326,-208.34913087382873,27.809958287199947,-90.04439271100325,1
2023-03-20,67.63999938964844,67.69999694824219,64.12000274658203,66.62000274658203,76873,67.63999938964844,66.62000274658203,67.69999694824219,64.12000274658203,76873,72.31100082397461,71.24648011877058,31.606584324601613,-2.433585625264712,-1.3027789214875487,74.6825008392334,82.72514600887645,66.63985566959035,20.927447722544045,16.180544795809137,-176.44636117001437,30.536138039149023,-79.07255227745596,1
2023-03-21,69.33000183105469,69.5999984741211,66.7699966430664,67.62000274658203,409495,69.33000183105469,67.62000274658203,69.5999984741211,66.7699966430664,409495,71.4860008239746,70.89802952100405,37.341248544499926,-2.458482748192992,-1.5339196868286376,74.34100074768067,82.67832035789414,66.0036811374672,30.975024845427647,20.61935995232281,-109.80668339094926,31.759030336138796,-69.02497515457235,1
2023-03-22,70.9000015258789,71.30999755859375,68.88999938964844,69.4800033569336,337639,70.9000015258789,69.4800033569336,71.30999755859375,68.88999938964844,337639,70.91000061035156,70.89838806734492,42.19065584512042,-2.3247300027725544,-1.692081750017421,74.1885009765625,82.6593564172331,65.71764553589189,40.309149240848015,30.737207269606568,-66.39613544949476,31.875308270302465,-59.690850759151985,0
2023-03-23,69.95999908447266,71.66999816894531,69.13999938964844,69.94999694824219,335241,69.95999908447266,69.94999694824219,71.66999816894531,69.13999938964844,335241,70.33400039672851,70.72777188864087,40.185314123305886,-2.2684312658998067,-1.8073516531938982,73.91700096130371,82.56268594437755,65.27131597822988,34.72054960671423,35.33490789766329,-60.96125995280323,31.779000326521604,-65.27945039328577,0
2023-03-24,69.26000213623047,70.37999725341797,66.81999969482422,69.51000213623047,380852,69.26000213623047,69.51000213623047,70.37999725341797,66.81999969482422,380852,69.59200057983398,70.46090466092988,38.709795031346694,-2.254311712757854,-1.8967436651066893,73.56400108337402,82.36355108322977,64.76445108351828,30.558855427506916,35.19618475835639,-75.99343840816805,32.33233808651269,-69.44114457249309,1
2023-03-27,72.80999755859375,73.0999984741211,69.12999725341797,69.41999816894531,353598,72.80999755859375,69.41999816894531,73.0999984741211,69.12999725341797,353598,69.39300003051758,70.88801246050514,48.947661007066294,-1.9343687048056069,-1.9042686730464728,73.42050094604492,82.17081092707133,64.67019096501852,62.338579957890545,42.539328330703896,-26.029008189392663,31.44535523129505,-37.661420042109455,1
2023-03-28,73.19999694824219,73.93000030517578,72.19000244140625,72.86000061035156,328472,73.19999694824219,72.86000061035156,73.93000030517578,72.19000244140625,328472,69.57999954223632,71.30837327645733,49.93702441326022,-1.6305459557564745,-1.8495241295884735,73.22800064086914,81.81838867573775,64.63761260600053,65.13628106831266,52.67790548457003,0.5319525903338187,30.243567066389865,-34.86371893168734,0
2023-03-29,72.97000122070312,74.37000274658203,72.76000213623047,73.61000061035156,312669,72.97000122070312,73.61000061035156,74.37000274658203,72.76000213623047,312669,70.11599960327149,71.61048744813837,49.32988168614447,-1.3922737066384059,-1.75807404499846,72.99200057983398,81.3348659869313,64.64913517273666,66.29213097871713,64.58899733497344,8.779372057336444,28.926333571062795,-33.70786902128287,1
2023-03-30,74.37000274658203,74.62999725341797,72.61000061035156,72.9800033569336,269743,74.37000274658203,72.9800033569336,74.62999725341797,72.61000061035156,269743,70.71800003051757,72.11221750240085,53.07021356030282,-1.0780457691494263,-1.6220683898286532,72.80250053405761,80.83355830711436,64.77144276100087,76.77903499292209,69.40248234665063,22.95113568068533,27.580173374292205,-23.220965007077908,1
2023-03-31,75.66999816894531,75.72000122070312,73.7699966430664,74.37000274658203,304361,75.66999816894531,74.37000274658203,75.72000122070312,73.7699966430664,304361,71.61100006103516,72.75908671449984,56.29628909708712,-0.7158670292285052,-1.4408281177086237,72.6020004272461,80.12008500376693,65.08391585072526,99.56893915228208,80.8800350413071,51.54378681256813,25.818881548614975,-0.43106084771792286,1
2023-04-03,80.41999816894531,81.69000244140625,79.0,80.0999984741211,547126,80.41999816894531,80.0999984741211,81.69000244140625,79.0,547126,72.88899993896484,74.15197970621719,65.60109034417009,-0.04503334947020221,-1.1616691640609396,72.60000038146973,80.10973864970758,65.09026211323187,92.77174562026283,89.70657325515567,157.2051708586809,25.803944914455347,-7.2282543797371615,1
2023-04-04,80.70999908447266,81.80999755859375,79.61000061035156,80.44000244140625,343570,80.70999908447266,80.44000244140625,81.80999755859375,79.61000061035156,343570,74.02699966430664,75.34434686590001,66.07597334618626,0.5041957700915702,-0.8284961772304376,72.75650024414062,80.78722455358745,64.7257759346938,93.78180442781034,95.37416306678507,156.68864032186903,25.82176975617798,-6.2181955721896625,0
2023-04-05,80.61000061035156,81.23999786376953,79.72000122070312,81.01000213623047,254974,80.61000061035156,81.01000213623047,81.23999786376953,79.72000122070312,254974,74.99799957275391,76.30173845580029,65.73896280663288,0.9207805778514881,-0.47864082621405246,72.95400009155273,81.53447408714443,64.37352609596103,93.21652176275724,93.25669060361014,141.8529130232142,25.838321394920424,-6.783478237242756,1
2023-04-06,80.69999694824219,80.95999908447266,79.6500015258789,80.37000274658203,0,80.69999694824219,80.37000274658203,80.95999908447266,79.6500015258789,0,76.07199935913086,77.10142181806245,65.90749195000453,1.2438506555822642,-0.13414252985478914,73.20299987792968,82.35977176686733,64.04622798899204,93.72526322281418,93.5745298044606,129.32615159917208,25.817501759820537,-6.274736777185818,0
2023-04-10,79.73999786376953,81.22000122070312,79.61000061035156,80.5,264906,79.73999786376953,80.5,81.22000122070312,79.61000061035156,264906,77.11999893188477,77.58116291728192,62.38242457777416,1.4062121780563501,0.17392841172743873,73.35599975585937,82.83657978635401,63.875419725364736,86.23670499456456,91.05949666004533,115.11742365269308,25.882317209272678,-13.763295005435436,1
2023-04-11,81.52999877929688,81.58999633789062,79.37000274658203,79.87999725341797,309683,81.52999877929688,79.87999725341797,81.58999633789062,79.37000274658203,309683,77.99199905395508,78.2991330740119,66.03069039804231,1.660185384902249,0.4711798063624008,73.69249954223633,83.81051773716982,63.57448134730285,98.1320959359599,92.69802138444622,111.24823714132518,26.066415476669242,-1.8679040640400983,1
2023-04-12,83.26000213623047,83.52999877929688,81.27999877929688,81.44000244140625,356133,83.26000213623047,81.44000244140625,83.52999877929688,81.27999877929688,356133,78.99799957275391,79.20110926714256,69.14524632504006,1.9782537163471403,0.7725945883593488,74.28899955749512,85.15832268317041,63.41967643181983,98.38422107804126,94.25100733618858,118.97847222337445,26.83993555990482,-1.615778921958732,0
2023-04-13,82.16000366210938,83.44000244140625,82.11000061035156,83.22000122070312,261230,82.16000366210938,83.22000122070312,83.44000244140625,82.11000061035156,261230,79.91699981689453,79.73909006622743,65.06057487281086,2.117159183602311,1.0415075074079412,75.01649971008301,85.94782602750946,64.08517339265656,91.80134534860308,96.10588745420141,102.95460524450877,27.55820420862357,-8.198654651396918,1
2023-04-14,82.5199966430664,83.12000274658203,81.76000213623047,82.4000015258789,275129,82.5199966430664,82.4000015258789,83.12000274658203,81.76000213623047,275129,80.73199920654297,80.24470944383451,65.77317846311232,2.2305784719999195,1.2793217003263369,75.72499961853028,86.67296984482442,64.77702939223613,92.9860970193972,94.39055448201384,90.49273403391058,27.989719557640797,-7.013902980602796,0
2023-04-17,80.83000183105469,82.70999908447266,80.47000122070312,82.4800033569336,217048,80.83000183105469,82.4800033569336,82.70999908447266,80.47000122070312,217048,81.24799957275391,80.3511262415109,59.62512577257772,2.1592056391937007,1.4552984880998097,76.42949981689453,86.77062780997186,66.08837182381721,76.1904954129428,86.99264592698103,68.31538467679931,27.55792606701965,-23.809504587057205,1
2023-04-18,80.86000061035156,81.4800033569336,79.87000274658203,81.0,96290,80.86000061035156,81.0,81.4800033569336,79.87000274658203,96290,81.29199981689453,80.44364885402737,59.697141523870044,2.0810734860365017,1.580453487687148,77.09049987792969,86.76862199694155,67.41237775891783,75.54946321750904,81.57535188328302,54.47101923567601,26.792300144967133,-24.450536782490957,0
2023-04-19,79.16000366210938,81.18000030517578,78.45999908447266,80.91999816894531,78310,79.16000366210938,80.91999816894531,81.18000030517578,78.45999908447266,78310,81.1370002746582,80.21025881913319,53.836777275670165,1.8605306067967433,1.6364689115090671,77.58199996948242,86.61035871213095,68.5536412268339,59.981722985860465,70.5738938721041,33.293102907720595,25.28180650859274,-40.018277014139535,0
2023-04-20,77.29000091552734,78.88999938964844,76.97000122070312,78.87000274658203,361413,77.29000091552734,78.87000274658203,78.88999938964844,76.97000122070312,361413,80.80500030517578,79.6793028366594,48.22822076416525,1.5173639654223336,1.6126479222917205,77.90149993896485,86.39797995797267,69.40501991995703,36.06560965180733,57.198931951725605,-1.7214648031140976,23.81457463156536,-63.93439034819267,1
2023-04-21,77.87000274658203,78.38999938964844,76.72000122070312,77.12999725341797,291114,77.87000274658203,77.12999725341797,78.38999938964844,76.72000122070312,291114,80.52200088500976,79.35033918391807,49.9691523704243,1.2774772675017658,1.5456137913337296,78.29700012207032,85.97496875864985,70.61903148549078,16.886959444319963,37.64476402732925,-10.260388165282414,22.5709043541303,-83.11304055568003,1
2023-04-24,78.76000213623047,79.18000030517578,76.72000122070312,77.97000122070312,306720,78.76000213623047,77.97000122070312,79.18000030517578,76.72000122070312,306720,80.42400131225585,79.24300517524759,52.60296468692506,1.1459708057125653,1.4656851942094968,78.77200012207031,85.23405165684684,72.30994858729377,29.955971319740087,27.63618013862246,-10.185810899793786,20.989951390723537,-70.04402868025991,0
2023-04-25,77.06999969482422,79.06999969482422,76.5,78.73999786376953,361646,77.06999969482422,78.73999786376953,79.06999969482422,76.5,361646,79.97800140380859,78.84791326971606,47.4904395194849,0.8950641715978804,1.3515609896871736,78.98500022888183,84.90504246129791,73.06495799646575,8.108105174966031,18.31701197967536,-37.33264009150345,19.639524213839707,-91.89189482503397,0
2023-04-26,74.30000305175781,77.93000030517578,74.05000305175781,77.08000183105469,497778,74.30000305175781,77.08000183105469,77.93000030517578,74.05000305175781,497778,79.08200149536133,78.02102050281455,40.536265320680556,0.4673163451768261,1.174712060785104,79.04000053405761,84.7611356502598,73.31886541785542,2.637131990194453,13.567069494966857,-102.51061797956986,19.543053323876933,-97.36286800980555,1
2023-04-27,74.76000213623047,75.27999877929688,74.02999877929688,74.37999725341797,345880,74.76000213623047,74.37999725341797,75.27999877929688,74.02999877929688,345880,78.34200134277344,77.42810807252653,42.05375955107356,0.16355582300799654,0.9724808132296826,79.12950057983399,84.51411244229185,73.74488871737613,7.684245862458882,6.143161009206455,-129.46772888641766,19.46195441365788,-92.31575413754112,1
2023-04-28,76.77999877929688,76.91999816894531,73.93000030517578,74.91000366210938,328399,76.77999877929688,74.91000366210938,76.91999816894531,73.93000030517578,328399,77.76800155639648,77.31027001921204,48.2939083011666,0.08484225923989186,0.7949531024317245,79.25000038146973,84.3006866633273,74.19931409961217,29.68748882412733,13.336288892260221,-103.24056446581338,18.424949115805898,-70.31251117587267,0
2023-05-01,75.66000366210938,76.69000244140625,74.52999877929688,76.66000366210938,215017,75.66000366210938,76.66000366210938,76.69000244140625,74.52999877929688,215017,77.25100173950196,77.01022159064792,45.37616152286749,-0.06713911498927416,0.6225346589475248,79.24950065612794,84.30160546892728,74.1973958433286,18.020871165731933,18.464201950772715,-113.61715331795999,17.462015624943337,-81.97912883426807,0
2023-05-02,71.66000366210938,76.11000061035156,71.41999816894531,75.76000213623047,417820,71.66000366210938,75.76000213623047,76.11000061035156,71.41999816894531,417820,76.33100204467773,76.03745469455,36.82018224272106,-0.5045360422059701,0.3971205187168258,78.81150093078614,84.81170659733235,72.81129526423993,1.9967172034534106,16.568359064437555,-160.43737128953754,17.926141865515433,-98.00328279654659,0
2023-05-03,68.5999984741211,71.79000091552734,67.94999694824219,71.55999755859375,490523,68.5999984741211,71.55999755859375,71.79000091552734,67.94999694824219,490523,75.2750015258789,74.68518992719927,31.869509653845185,-1.0855792219194882,0.10058057058956305,78.20600090026855,85.59992031622181,70.81208148431529,4.284780998238249,8.100789789141198,-211.16924263739466,19.40969047246662,-95.71521900176175,0
2023-05-04,68.55999755859375,69.83999633789062,63.63999938964844,68.16000366210938,412495,68.55999755859375,68.16000366210938,69.83999633789062,63.63999938964844,412495,74.40200119018554,73.57151858745281,31.809300179153354,-1.5316321654189409,-0.22586197661213775,77.60350074768067,86.01012026841795,69.19688122694339,25.79967618080585,10.693724794165837,-212.6167681021164,21.68869657838752,-74.20032381919415,1
2023-05-05,71.33999633789062,71.80999755859375,68.4800033569336,68.69999694824219,330585,71.33999633789062,68.69999694824219,71.80999755859375,68.4800033569336,330585,73.7490005493164,73.1657872693506,40.256955137488234,-1.6418830627988683,-0.5090661938494839,77.13550071716308,85.83744276514619,68.43355866917997,43.161408273015944,24.415288484020014,-124.92157202546491,22.810472844803076,-56.838591726984056,1
2023-05-08,73.16000366210938,73.69000244140625,71.04000091552734,71.3499984741211,290076,73.16000366210938,71.3499984741211,73.69000244140625,71.04000091552734,290076,73.18900070190429,73.16473570439766,45.05589529560624,-1.5643652834545918,-0.7201260117705055,76.80650100708007,85.58688063777541,68.02612137638474,54.27596223232418,41.07901556204866,-76.05958138018127,23.004308376372457,-45.72403776767582,1
2023-05-09,73.70999908447266,73.77999877929688,71.33999633789062,72.83999633789062,317493,73.70999908447266,72.83999633789062,73.77999877929688,71.33999633789062,317493,72.85300064086914,73.26387450077493,46.455619592505904,-1.4419301772447284,-0.8644868448653501,76.41550102233887,85.01427541741249,67.81672662726525,64.80050901903371,54.079293174791275,-63.30366765299696,23.144544393408854,-35.19949098096628,0
2023-05-10,72.55999755859375,73.88999938964844,71.80000305175781,73.58000183105469,351506,72.55999755859375,73.58000183105469,73.88999938964844,71.80000305175781,351506,72.67900009155274,73.1358968749238,43.93528130664189,-1.4213109972102984,-0.9758516753343398,75.88050079345703,84.02897073633197,67.73203085058209,57.40024223571685,58.825571162358244,-60.76923866238371,23.222969500309635,-42.59975776428315,0
2023-05-11,70.87000274658203,73.5,70.62999725341797,72.7699966430664,365892,70.87000274658203,72.7699966430664,73.5,70.62999725341797,365892,72.2900001525879,72.7239161243162,40.46126631019174,-1.5237734936149252,-1.085436038990457,75.31600074768066,83.20634345780898,67.42565803755234,46.52511538599383,56.241955546914795,-74.25254777081513,23.633033043190633,-53.47488461400617,0
2023-05-12,70.04000091552734,71.77999877929688,69.93000030517578,71.41999816894531,275435,70.04000091552734,71.41999816894531,71.77999877929688,69.93000030517578,275435,71.61600036621094,72.23593154090004,38.83705356561409,-1.6528964104421107,-1.1989281132807879,74.6920009613037,82.16781052437514,67.21619139823227,41.47765002786237,48.46766921652434,-87.11919159626224,24.209685400647253,-58.52234997213763,1
2023-05-15,71.11000061035156,71.69000244140625,69.41000366210938,70.04000091552734,259013,71.11000061035156,70.04000091552734,71.69000244140625,69.41000366210938,259013,71.16100006103515,72.03121682625486,42.06575637247048,-1.6498685615265032,-1.289116202929931,74.20600090026855,81.27523556559385,67.13676623494325,52.27432289795245,46.75902943726954,-76.09992802677984,24.89128849567208,-47.72567710204755,0
2023-05-16,70.86000061035156,71.79000091552734,70.44999694824219,71.31999969482422,232328,70.86000061035156,71.31999969482422,71.79000091552734,70.44999694824219,232328,71.08099975585938,71.81826842336335,41.51434101283114,-1.6486374142390758,-1.36102044519176,73.70600090026855,80.21430942961045,67.19769237092665,54.36748406904143,49.37315233161875,-63.52689415858481,25.46529684898626,-45.63251593095857,1
2023-05-17,72.83000183105469,73.26000213623047,70.04000091552734,70.5999984741211,273708,72.83000183105469,70.5999984741211,73.26000213623047,70.04000091552734,273708,71.50400009155274,72.0022199520345,47.36901631224924,-1.471733854863885,-1.383163127126185,73.38950080871582,79.40295541733408,67.37604620009756,69.20183197406006,58.614546313684635,-34.550437792972616,25.153895281895693,-30.798168025939944,0
2023-05-18,71.86000061035156,72.87000274658203,71.41999816894531,72.75,80864,71.86000061035156,72.75,72.87000274658203,71.41999816894531,80864,71.83400039672851,71.97636188991032,44.98133564900736,-1.3937413190577672,-1.3852787655125016,73.11800079345703,78.88791251301409,67.34808907389997,62.98850037123865,62.185938804780044,-29.76422753499642,24.86473668388302,-37.01149962876135,0
2023-05-19,71.55000305175781,73.4000015258789,71.02999877929688,71.94000244140625,69949,71.55000305175781,71.94000244140625,73.4000015258789,71.02999877929688,69949,71.85500106811523,71.89884210115531,44.2143004215969,-1.341482113980021,-1.3765194352060057,72.80200080871582,78.17488422092103,67.4291173965106,63.43226052758451,65.20753095762772,-26.068212527289937,24.286081837416898,-36.56773947241549,1
2023-05-22,71.98999786376953,72.36000061035156,70.55000305175781,71.69999694824219,263977,71.98999786376953,71.69999694824219,72.36000061035156,70.55000305175781,263977,71.73800048828124,71.91541587617607,45.631414978042656,-1.2501514456363623,-1.3512458372920773,72.46350059509277,77.09403624180204,67.83296494838349,81.46339974752287,69.29472021544866,-31.03454401355106,23.949641560329436,-18.536600252477132,1
2023-05-23,72.91000366210938,73.79000091552734,71.70999908447266,72.0999984741211,317586,72.91000366210938,72.0999984741211,73.79000091552734,71.70999908447266,317586,71.65800094604492,72.09625001907303,48.57312527080158,-1.09095856264328,-1.299188382362318,72.25550079345703,76.38644631623131,68.12455527068275,90.43906607278963,78.44490878263234,23.8720910986241,22.801903994977426,-9.560933927210366,1
2023-05-24,74.33999633789062,74.7300033569336,73.12999725341797,73.7699966430664,386611,74.33999633789062,73.7699966430664,74.7300033569336,73.12999725341797,386611,71.83600082397462,72.50420389522168,52.843999346592675,-0.839728727898148,-1.2072964514694842,72.25750045776367,76.39243955714745,68.12256135837988,93.7598876953125,88.55411783854167,84.78916684082951,21.23718884896695,-6.2401123046875,0
2023-05-25,71.83000183105469,74.37000274658203,70.9800033569336,74.20999908447266,422637,71.83000183105469,74.20999908447266,74.37000274658203,70.9800033569336,422637,71.93200073242187,72.38162170173676,45.67399704709665,-0.8335541601628194,-1.1325479932081512,72.11100044250489,76.08540862772583,68.13659225728395,45.488689995597326,76.56254792123315,16.26665186147381,20.75796164312164,-54.511310004402674,1
2023-05-26,72.66999816894531,73.05000305175781,71.48999786376953,71.88999938964844,261498,72.66999816894531,71.88999938964844,73.05000305175781,71.48999786376953,261498,72.19500045776367,72.43405378668376,48.20671249663686,-0.7522090882858805,-1.0564802122236971,71.9055004119873,75.27144544576608,68.53955537820853,61.27809574890686,66.84222447993889,28.37245679774895,20.312964951979563,-38.72190425109314,0
2023-05-30,69.45999908447266,73.55000305175781,69.0199966430664,73.2300033569336,440862,69.45999908447266,73.2300033569336,73.55000305175781,69.0199966430664,440862,72.03000030517578,71.89331656809992,40.44652730712705,-0.935973314057776,-1.032378832590513,71.59550018310547,74.64869880427842,68.54230156193252,7.705813030616417,38.157532925040194,-57.75994497180195,20.84536227080866,-92.29418696938359,0
2023-05-31,68.08999633789062,69.69000244140625,67.02999877929688,69.62000274658203,444787,68.08999633789062,69.62000274658203,69.69000244140625,67.02999877929688,444787,71.75299987792968,71.20180379897096,37.66010278380294,-1.1785697406541829,-1.061617014203247,71.41699981689453,74.83042208778119,68.00357754600788,13.766193875680576,27.58336755173461,-166.0566687658648,21.9509618509766,-86.23380612431943,1
2023-06-01,70.0999984741211,71.06999969482422,67.51000213623047,67.5999984741211,395393,70.0999984741211,67.5999984741211,71.06999969482422,67.51000213623047,395393,71.47999954223633,71.00147555808915,43.779650809398156,-1.1948651211013015,-1.088266635582858,71.49199981689453,74.71515832893222,68.26884130485685,39.870102204101045,20.447369703466006,-98.46583212215499,22.186125834841537,-60.129897795898955,1
2023-06-02,71.73999786376953,72.16999816894531,70.0,70.20999908447266,322596,71.73999786376953,70.20999908447266,72.16999816894531,70.0,322596,71.46799926757812,71.13575234094013,48.24388326078416,-1.063189298390185,-1.0832511681443235,71.65099983215332,74.58026594024703,68.7217337240596,61.16878291412973,38.26835966463711,-19.80479271125039,21.82101898390092,-38.83121708587027,1
2023-06-05,72.1500015258789,75.05999755859375,71.7300033569336,75.02999877929688,383943,72.1500015258789,75.02999877929688,75.05999755859375,71.7300033569336,383943,71.52799911499024,71.32016128365626,49.32720352374308,-0.9152015178255652,-1.049641238080572,71.69150009155274,74.62484199991601,68.75815818318947,63.760940534418744,54.933275217549834,83.01337652480359,20.34553801103155,-36.239059465581256,0
