Date,close_nvda,high_nvda,low_nvda,open_nvda,volume_nvda,close,open,high,low,volume,sma_10,ema_10,rsi,macd,macd_signal,bb_middle,bb_upper,bb_lower,stoch_k,stoch_d,cci,adx,williams_r,target
2023-02-21,20.63808822631836,21.47640004274012,20.601117866588783,20.982805051800373,410015000,20.63808822631836,20.982805051800373,21.47640004274012,20.601117866588783,410015000,21.93682441711426,21.526056540430183,53.47184071675977,1.2055096029710732,1.484891283261324,21.07488098144531,23.401511204398393,18.74825075849223,30.36646645111508,54.76719395363009,-7.474867296593273,62.037649300457815,-69.63353354888491,1
2023-02-22,20.73700714111328,21.086720955863115,20.404279605625497,20.690046644389827,513184000,20.73700714111328,20.690046644389827,21.086720955863115,20.404279605625497,513184000,21.795040321350097,21.382593013281657,54.08554250167218,1.0620320958967078,1.4003194457884007,21.149270153045656,23.328100125792623,18.970440180298688,12.671250741766443,34.17187145303367,-26.607835119966015,58.982735599095136,-87.32874925823356,1
2023-02-23,23.644622802734375,23.868440315198026,23.00614609506352,23.420807196057563,1117995000,23.644622802734375,23.420807196057563,23.868440315198026,23.00614609506352,1117995000,21.940820693969727,21.793871156818515,67.60944967827338,1.1694645622680824,1.354148469084337,21.366142368316652,23.63017912922694,19.102105607406365,93.53905516435265,45.525590785744726,170.1086561052187,57.96714857185963,-6.460944835647341,0
2023-02-24,23.26693344116211,23.45478114392296,22.928212208347944,23.205984468564843,589716000,23.26693344116211,23.205984468564843,23.45478114392296,22.928212208347944,589716000,22.035642623901367,22.0617006630628,64.9339376977583,1.2101790006698856,1.3253545754014469,21.540199756622314,23.826632445766805,19.253767067477824,82.63628842698405,62.94886477770104,132.20956466085136,56.926506044521865,-17.363711573015937,1
2023-02-27,23.48175621032715,23.860445585416468,23.434795716672856,23.650618453752273,452994000,23.48175621032715,23.650618453752273,23.860445585416468,23.434795716672856,452994000,22.259059143066406,22.319892580747226,65.76381727394079,1.245423422591358,1.3093683448394293,21.6968713760376,24.063177590490017,19.33056516158518,88.83758181881251,88.33764180338306,140.45619474070753,56.16335657875631,-11.16241818118748,0
2023-02-28,23.196990966796875,23.805493492684064,23.18699892583366,23.352863375406507,455963000,23.196990966796875,23.352863375406507,23.805493492684064,23.18699892583366,455963000,22.401742362976073,22.479365014574434,63.614619584988155,1.2361273984295131,1.2947201555574461,21.89940528869629,24.040509446994328,19.75830113039825,80.61725754969358,84.03037593183005,114.59538976735278,55.120466147431365,-19.38274245030642,0
2023-03-01,22.679414749145508,23.236958420824973,22.489569788217572,23.17300974177125,460026000,22.679414749145508,23.17300974177125,23.236958420824973,22.489569788217572,460026000,22.374464797973634,22.515737693587358,59.78998614102858,1.1734691353740594,1.2704699515207687,22.057325649261475,23.921433863658137,20.193217434864813,65.67637399827096,78.37707112225901,62.95869798179593,53.25806916178776,-34.323626001729046,1
2023-03-02,23.29491424560547,23.360860202502423,22.413636284729158,22.469592104757808,389415000,23.29491424560547,22.469592104757808,23.360860202502423,22.413636284729158,389415000,22.42942008972168,22.65740615759065,62.66467528910581,1.160104710927147,1.2483969034020443,22.175778579711913,24.03831858650375,20.313238572920078,83.44401089684638,76.57921414827031,74.1140192159534,51.613002207010716,-16.555989103153617,1
2023-03-03,23.870441436767578,23.88043347879256,23.111063394953373,23.300908381853713,412393000,23.870441436767578,23.300908381853713,23.88043347879256,23.111063394953373,412393000,22.618065643310548,22.877958026531907,65.1719862668736,1.1823244425109927,1.235182411223834,22.284739398956297,24.27194433351348,20.297534464399114,99.71255466847676,82.9443131878647,111.86749896403768,50.43365630630774,-0.28744533152324103,0
2023-03-06,23.534713745117188,24.228143803852706,23.467767266153697,23.871437687148177,437429000,23.534713745117188,23.871437687148177,24.228143803852706,23.467767266153697,437429000,22.834488296508788,22.99736815718378,62.53377881140105,1.1594775851016017,1.2200414459993876,22.40733871459961,24.385312855667966,20.429364573531256,81.86572475411126,88.34076343981145,111.54641118221238,49.56078412628631,-18.134275245888745,0
2023-03-07,23.272886276245117,24.10934295943223,23.22591589464523,23.584684063816997,515154000,23.272886276245117,23.584684063816997,24.10934295943223,23.22591589464523,515154000,23.097968101501465,23.047462360649476,60.477625728219394,1.1074776840861915,1.1975286936167484,22.517396259307862,24.429724242179237,20.605068276436487,75.01852895166992,85.53226945808596,86.63952260170376,48.40802430297667,-24.981471048330075,1
2023-03-08,24.165306091308594,24.184294766581292,23.408797420933155,23.471756258943316,513573000,24.165306091308594,23.471756258943316,24.184294766581292,23.408797420933155,513573000,23.440797996520995,23.25070667531477,64.73396367822093,1.1253063772662344,1.1830842303466456,22.617919158935546,24.650998603967523,20.58483971390357,98.3566960203962,85.08031657539244,105.88276043456116,47.39199548463208,-1.6433039796037991,0
2023-03-09,23.42078971862793,24.43812863634961,23.367822715310396,24.15930848577099,501257000,23.42078971862793,24.15930848577099,24.43812863634961,23.367822715310396,501257000,23.418414688110353,23.28163086500807,59.023063665275735,1.0670591028513847,1.1598792048475934,22.67961769104004,24.731430539540522,20.627804842539557,74.77994565555025,82.71839020920545,82.24851873074691,46.63679024525276,-25.220054344449743,0
2023-03-10,22.950098037719727,23.611669117981997,22.711252805907186,23.393810167660668,474866000,22.950098037719727,23.393810167660668,23.611669117981997,22.711252805907186,474866000,23.386731147766113,23.22135216913746,55.67873704636055,0.9717155018801087,1.1222464642540966,22.71118688583374,24.759242343641404,20.663131428026077,63.11139590757643,78.74934586117429,29.153799476581245,44.9548251833836,-36.88860409242357,1
2023-03-13,22.951095581054688,23.282880858178405,22.28253101640841,22.73723566322303,421890000,22.951095581054688,22.73723566322303,23.282880858178405,22.28253101640841,421890000,23.333665084838866,23.172214607667865,55.68446794644922,0.8860219945831211,1.0750015703199016,22.796362113952636,24.73249241541792,20.860231812487353,63.13612522509335,67.00915559607334,4.392135036272219,42.813469567031085,-36.86387477490665,1
2023-03-14,24.047380447387695,24.20327932512599,23.444771213854455,23.48074905093903,474910000,24.047380447387695,23.48074905093903,24.20327932512599,23.444771213854455,474910000,23.41870403289795,23.331335669435106,61.56614280682712,0.8962390138774836,1.039249059031418,22.91022319793701,24.859359896840875,20.961086499033147,81.87286043799892,69.37346052355623,89.09419011942965,41.62819175798279,-18.12713956200107,1
2023-03-15,24.2122745513916,24.270235562421657,23.34483792874035,23.745576714518688,524486000,24.2122745513916,23.745576714518688,24.270235562421657,23.34483792874035,524486000,23.57199001312256,23.49150637524538,62.37502934298843,0.9071841966767664,1.0128360865604877,22.973227405548094,25.00349119297025,20.942963618125937,89.522437635454,78.17714109951542,85.57612259327502,40.39029202925478,-10.477562364546003,1
2023-03-16,25.52442169189453,25.57139016249906,23.878489494645066,24.011404490940855,583253000,25.52442169189453,24.011404490940855,25.57139016249906,23.878489494645066,583253000,23.794940757751466,23.861127341908862,68.12410604006399,1.0100939072670165,1.0122876507017935,23.11218042373657,25.422174611814174,20.80218623565897,98.57189169501652,89.98906325615648,159.49543757621998,40.19221429404543,-1.4281083049834766,1
2023-03-17,25.708303451538086,26.381865775250695,25.65133933448188,25.965136614007125,848547000,25.708303451538086,25.965136614007125,26.381865775250695,25.65133933448188,848547000,23.978726959228517,24.196977543659628,68.84260132108585,1.0938787621196369,1.0286058729853622,23.29839630126953,25.806537867367002,20.79025473517206,83.5689846441613,90.55443799154394,209.8579165799595,40.47867967616799,-16.431015355838696,1
2023-03-20,25.883190155029297,26.00711022624769,25.113689438376866,25.598375276520795,432747000,25.883190155029297,25.598375276520795,26.00711022624769,25.113689438376866,432747000,24.213574600219726,24.503561654817748,69.54569479437501,1.1610073881417087,1.0550861760166317,23.52403144836426,26.108599961681783,20.939462935046734,87.83520620886712,89.99202751601497,179.82996532870337,40.022348635342,-12.164793791132876,1
2023-03-21,26.181995391845703,26.37487092143437,25.364527413942184,26.163008623155417,547408000,26.181995391845703,26.163008623155417,26.37487092143437,25.364527413942184,547408000,24.504485511779784,24.808731425186465,70.75977849760321,1.2242065027695155,1.0889102413672085,23.801226806640624,26.275063127464506,21.327390485816743,95.12432150182732,88.84283745161856,184.61402259311922,39.82986790258611,-4.875678498172674,1
2023-03-22,26.450820922851562,27.571093609171683,26.219969957500446,26.407847658541623,797295000,26.450820922851562,26.407847658541623,27.571093609171683,26.219969957500446,797295000,24.733036994934082,25.107293152034664,71.84717734762317,1.2812151790650539,1.1273712289067777,24.08691749572754,26.39333697780677,21.780498013648312,78.81706670441848,87.25886480503762,199.11801077267108,40.308332485931764,-21.182933295581517,1
2023-03-23,27.17335319519043,27.481153869318504,26.672678890028376,27.097402305232432,564889000,27.17335319519043,27.097402305232432,27.481153869318504,26.672678890028376,564889000,25.108293342590333,25.482940432608437,74.58309088372818,1.3689172556761662,1.1756804342606555,24.26335401535034,26.920635255976176,21.606072774724506,92.47923406398724,88.80687409007767,174.4050632609798,40.75262102760987,-7.52076593601276,0
2023-03-24,26.761619567871094,27.149368241079962,26.33789496036664,27.013456826272407,454920000,26.761619567871094,27.013456826272407,27.149368241079962,26.33789496036664,454920000,25.48944549560547,25.715427548110736,70.3854335273684,1.3891846644522623,1.2183812802989769,24.43808832168579,27.26451904657347,21.61165759679811,84.69387424083338,85.33005833641302,127.07454023588716,40.68913151454008,-15.306125759166617,0
2023-03-27,26.513782501220703,26.9824780003573,26.34788986309708,26.8195836745759,361026000,26.513782501220703,26.8195836745759,26.9824780003573,26.34788986309708,361026000,25.84571418762207,25.86058299413073,67.90788913932738,1.369462045903564,1.2485974334198944,24.589689636230467,27.51809634504847,21.661282927412465,80.00759016452265,85.72689948978109,103.1610263575307,40.63017696668957,-19.99240983547734,0
