Date,close_doge-usd,high_doge-usd,low_doge-usd,open_doge-usd,volume_doge-usd,close,open,high,low,volume,sma_10,ema_10,rsi,macd,macd_signal,bb_middle,bb_upper,bb_lower,stoch_k,stoch_d,cci,adx,williams_r,target
2023-02-03,0.09298700094223022,0.09320899844169617,0.0906670019030571,0.09098400175571442,548668917,0.09298700094223022,0.09098400175571442,0.09320899844169617,0.0906670019030571,548668917,0.09007520005106925,0.0904588898306245,63.002962107953685,0.004014224220807411,0.0038007377468376475,0.08736895024776459,0.09536732166436944,0.07937057883115974,70.79722053195407,71.34732501373719,108.47815292597743,67.51719663362304,-29.202779468045925,1
2023-02-04,0.09578199684619904,0.09952999651432037,0.0926629975438118,0.09297499805688858,1071858301,0.09578199684619904,0.09297499805688858,0.09952999651432037,0.0926629975438118,1071858301,0.09099399968981743,0.09142672746981986,66.30149386321293,0.004192284742659813,0.0038790471460020807,0.0878515001386404,0.09662030243419623,0.07908269784308458,78.06133952616143,70.16515226323946,162.84952476044026,67.31321937447188,-21.93866047383857,0
2023-02-05,0.09209500253200531,0.09672600030899048,0.09096600115299225,0.09574700146913528,753364305,0.09209500253200531,0.09574700146913528,0.09672600030899048,0.09096600115299225,753364305,0.09156619980931283,0.09154823202658086,58.84797715273695,0.0039898963202704835,0.0039012169808557615,0.08827445022761822,0.09700507002720762,0.07954383042802882,56.479769731462405,68.4461099298593,96.66384512333191,66.44245733309188,-43.520230268537595,0
2023-02-06,0.0895489975810051,0.09309700131416321,0.08906199783086777,0.0921040028333664,488311044,0.0895489975810051,0.0921040028333664,0.09309700131416321,0.08906199783086777,488311044,0.09180879965424538,0.09118473485465799,54.30781171087756,0.0035827608784865655,0.0038375257603819224,0.08860279992222786,0.09700014260400301,0.08020545724045271,41.57690336789542,58.706004208506414,36.92436714761207,64.9090480845061,-58.42309663210458,1
2023-02-07,0.09257599711418152,0.09263399988412857,0.0895180031657219,0.08953700214624405,512569389,0.09257599711418152,0.08953700214624405,0.09263399988412857,0.0895180031657219,512569389,0.09228759929537773,0.0914376916291168,58.415602758291996,0.0034644209836843243,0.003762904805042403,0.08922204971313477,0.09683697393211053,0.08160712549415901,59.29523871825903,52.45063727253895,52.195709863607554,63.48516806796216,-40.70476128174097,0
2023-02-08,0.09015599638223648,0.09313800185918808,0.08916900306940079,0.09256400167942047,462925887,0.09015599638223648,0.09256400167942047,0.09313800185918808,0.08916900306940079,462925887,0.09227989912033081,0.09120465612968401,54.218929552940104,0.003139175469439842,0.003638158937921891,0.08964684940874576,0.0964293851668449,0.08286431365064661,37.52748968810842,46.133210591420955,27.360259740027814,62.24037407171101,-62.47251031189158,0
2023-02-09,0.0814799964427948,0.09075800329446793,0.08017200231552124,0.09016299992799759,819008026,0.0814799964427948,0.09016299992799759,0.09075800329446793,0.08017200231552124,819008026,0.09159419909119607,0.08943653618661324,42.445634117324154,0.0021564768466496437,0.0033418225196674414,0.08940069936215878,0.09695023008914279,0.08185116863517476,6.7568680610241145,34.526532155797184,-138.10426314448782,58.22003564674026,-93.24313193897589,0
2023-02-10,0.08109000325202942,0.08287999778985977,0.08041500300168991,0.08147899806499481,516764147,0.08109000325202942,0.08147899806499481,0.08287999778985977,0.08041500300168991,516764147,0.09008649960160256,0.08791898474396163,42.00410333295602,0.0013308704705945612,0.0029396321098528657,0.08921694941818714,0.09736409334928861,0.08106980548708567,4.742231695498321,16.342196481543617,-184.02213155650523,54.48686425212457,-95.25776830450168,1
2023-02-11,0.08237200230360031,0.08251400291919708,0.08078800141811371,0.08106599748134613,244141279,0.08237200230360031,0.08106599748134613,0.08251400291919708,0.08078800141811371,244141279,0.08890659958124161,0.08691044248207774,44.06395103976845,0.000771128983832331,0.002505931484648759,0.08892034962773324,0.0975937591461606,0.08024694010930587,11.364813758522292,7.621304505014909,-148.27903011495454,51.02034795712429,-88.63518624147771,0
2023-02-12,0.08214399963617325,0.08541899919509888,0.08174200356006622,0.08235500007867813,448723137,0.08214399963617325,0.08235500007867813,0.08541899919509888,0.08174200356006622,448723137,0.08802309930324555,0.0860438165100951,43.766227028839474,0.0003056090422856039,0.0020658669961761277,0.08859729953110218,0.09776105870387514,0.07943354035832922,10.186992001342475,8.764679151787696,-106.74673176996932,48.47108550123907,-89.81300799865753,1
