Date,close_btc-usd,high_btc-usd,low_btc-usd,open_btc-usd,volume_btc-usd,close,open,high,low,volume,sma_10,ema_10,rsi,macd,macd_signal,bb_middle,bb_upper,bb_lower,stoch_k,stoch_d,cci,adx,williams_r,target
2023-02-21,24436.353515625,25126.8515625,24200.36328125,24833.048828125,31252098714,24436.353515625,24833.048828125,25126.8515625,24200.36328125,31252098714,23654.844921875,23915.658715500693,62.23127317626002,741.9518117135594,630.9075222238969,23203.10263671875,25312.29274352608,21093.912529911424,81.00821698758654,83.58562325756041,103.87628159120801,47.30060867620127,-18.99178301241346,0
2023-02-22,24188.84375,24472.33984375,23644.318359375,24437.41796875,30199996781,24188.84375,24437.41796875,24472.33984375,23644.318359375,30199996781,23894.908984375,23965.328721773294,59.7357947139724,719.458883971376,648.6177945733928,23238.95126953125,25389.168054076337,21088.734484986166,74.27147795734736,82.32634434867911,64.0851736282465,45.809651339463,-25.728522042652635,0
2023-02-23,23947.4921875,24572.08984375,23693.919921875,24190.71875,30476264066,23947.4921875,24190.71875,24572.08984375,23693.919921875,30476264066,24108.848046875,23962.085715541783,57.32195412251661,674.3841420483368,653.7710640683816,23263.859765625,25434.690330896392,21093.029200353605,67.70235335332515,74.32734943275301,57.654391254804395,44.529659117880534,-32.29764664667485,0
2023-02-24,23198.126953125,24103.705078125,23007.072265625,23946.0078125,26811744928,23198.126953125,23946.0078125,24103.705078125,23007.072265625,26811744928,24206.5802734375,23823.184122375096,50.498828697911286,571.6054606821563,637.3379433911366,23257.17373046875,25427.949218796726,21086.39824214077,47.30607521225579,63.09330217430943,11.961279297832439,42.16750586005627,-52.69392478774421,0
2023-02-25,23175.375,23210.2109375,22861.55859375,23200.125,16100721565,23175.375,23200.125,23210.2109375,22861.55859375,16100721565,24093.33359375,23705.400645579626,50.3030495164774,482.7518598105671,606.4207266750227,23268.1591796875,25434.940277626705,21101.378081748295,46.68681087638476,53.8984131473219,-13.389962287700108,39.747363644317026,-53.31318912361524,1
2023-02-26,23561.212890625,23654.3671875,23084.220703125,23174.150390625,16644534842,23561.212890625,23174.150390625,23654.3671875,23084.220703125,16644534842,24087.107421875,23679.184690133327,53.58911297533089,438.4148605472328,572.8195534494648,23308.21435546875,25465.545074818336,21150.883636119164,57.188575000943594,50.39382036319472,9.818464435935182,38.060820354769156,-42.811424999056406,0
2023-02-27,23522.87109375,23857.890625,23205.87890625,23561.451171875,22660763494,23522.87109375,23561.451171875,23857.890625,23205.87890625,22660763494,23982.834375,23650.764036245448,53.212571583113636,395.62310968653765,537.3802646968794,23321.143359375,25480.364711432885,21161.922007317116,53.98704432305082,52.62081006679306,15.286833400091576,36.73751173254461,-46.01295567694918,0
2023-02-28,23147.353515625,23585.384765625,23077.650390625,23521.837890625,20535363434,23147.353515625,23521.837890625,23585.384765625,23077.650390625,20535363434,23833.4419921875,23559.23485067809,49.54106755496642,327.6324654901291,495.43070485552937,23331.54111328125,25485.305060170547,21177.777166391956,34.88897707851935,48.68819880083792,-4.5958229570616895,35.280228091226896,-65.11102292148065,1
2023-03-01,23646.55078125,23880.6328125,23088.626953125,23150.9296875,24662841200,23646.55078125,23150.9296875,23880.6328125,23088.626953125,24662841200,23765.3328125,23575.110474418434,54.07719054103789,310.4517430443375,458.434912493291,23422.91669921875,25464.39040112082,21381.442997316677,34.54221993038546,41.139413777318545,11.166428794574347,34.29892387856587,-65.45778006961454,0
2023-03-02,23475.466796875,23739.138671875,23245.021484375,23647.01953125,20386398516,23475.466796875,23647.01953125,23739.138671875,23245.021484375,20386398516,23629.9646484375,23556.993442137806,52.340561799760955,279.80542621450877,422.7090152375346,23514.130859375,25386.85065866577,21641.41106008423,27.100609572092463,32.177268860332426,-0.13343372632776077,33.387712823952064,-72.89939042790753,0
2023-03-03,22362.6796875,23479.34765625,22213.23828125,23476.6328125,26062404610,22362.6796875,23476.6328125,23479.34765625,22213.23828125,26062404610,23422.597265625,23339.845486749113,42.72883660833514,163.83677124140377,370.9345664383084,23538.72109375,25335.87738203369,21741.564805466307,5.129074857384182,22.25730145328737,-83.23173433517968,31.21275920620793,-94.87092514261582,0
2023-03-04,22353.349609375,22405.177734375,22198.98046875,22362.923828125,11166012913,22353.349609375,22362.923828125,22405.177734375,22198.98046875,11166012913,23239.0478515625,23160.48259995382,42.65810355798816,70.36677297909773,310.82100774646625,23566.97841796875,25268.370582767962,21865.586253169535,5.272402222711414,12.500695550729352,-125.56890611546683,29.213877995968538,-94.72759777728858,1
2023-03-05,22435.513671875,22613.685546875,22307.142578125,22354.14453125,13317001733,22435.513671875,22354.14453125,22613.685546875,22307.142578125,13317001733,23087.85,23028.67006757585,43.54442139429719,2.8877904604341893,249.23436428925984,23598.3490234375,25188.352726162786,22008.34532071221,8.07867544544284,6.160050841846146,-121.35530361326269,27.228001162753888,-91.92132455455716,0
2023-03-06,22429.7578125,22584.29296875,22331.314453125,22436.81640625,17353192895,22429.7578125,22436.81640625,22584.29296875,22331.314453125,17353192895,23011.0130859375,22919.776930289332,43.49370401716513,-50.4724244027384,189.2930065508602,23608.7966796875,25164.839919689857,22052.753439685144,7.882086893874202,7.077721520676152,-127.11342044745761,25.383972674768852,-92.1179131061258,0
2023-03-07,22219.76953125,22527.41796875,22011.26171875,22428.322265625,22765452204,22219.76953125,22428.322265625,22527.41796875,22011.26171875,22765452204,22915.4525390625,22792.502857736723,41.59048900091174,-108.45487814850276,129.74342961098762,23504.39306640625,25137.125921327362,21871.660211485138,8.14220253458049,8.034321624632511,-130.10965349381803,24.00668628733526,-91.85779746541951,0
2023-03-08,21718.080078125,22268.896484375,21708.05078125,22216.44140625,22536575684,21718.080078125,22216.44140625,22268.896484375,21708.05078125,22536575684,22731.1392578125,22597.15326144368,37.38180495498073,-192.66758457297692,65.26122677419471,23409.12333984375,25216.01515397844,21602.231525709063,0.3501801705960496,5.458156533016914,-144.7377575662568,23.199132386379222,-99.64981982940395,0
2023-03-09,20363.021484375,21802.716796875,20210.306640625,21720.080078125,30364664171,20363.021484375,21720.080078125,21802.716796875,20210.306640625,30364664171,22415.154296875,22190.94748379483,28.88081461036468,-364.5464009645402,-20.70029877355227,23198.9943359375,25361.516049525315,21036.472622349684,3.9224047115008376,4.138262472225793,-201.91051788704408,24.146094880203965,-96.07759528849917,0
2023-03-10,20187.244140625,20370.595703125,19628.25390625,20367.001953125,39578257695,20187.244140625,20367.001953125,20370.595703125,19628.25390625,39578257695,22119.143359375,21826.637785036677,27.991560517929585,-509.07704064778954,-118.37564714839972,22976.29267578125,25400.38174940486,20552.20360215764,13.14535338216017,5.80597942141902,-211.9513740631539,25.489471823486642,-86.85464661783983,1
2023-03-11,20632.41015625,20792.525390625,20068.66015625,20187.876953125,30180288176,20632.41015625,20187.876953125,20792.525390625,20068.66015625,30180288176,21817.729296875,21609.505488893643,33.570139221233504,-581.0000301429573,-210.90052374731124,22791.5310546875,25335.77714178374,20247.284967591262,23.613988126131606,13.560582073264206,-154.74202419766277,25.982138535966733,-76.3860118738684,1
2023-03-12,22163.94921875,22185.03125,20448.806640625,20628.029296875,29279035521,22163.94921875,20628.029296875,22185.03125,20448.806640625,29279035521,21686.5775390625,21710.313439776615,48.38524600235232,-508.5548114552075,-270.4313812888905,22658.27109375,25035.359681783702,20281.1825057163,59.63004164029509,32.129794382862286,-73.5337195870621,24.47221226666772,-40.36995835970491,1
2023-03-13,24197.533203125,24550.837890625,21918.19921875,22156.40625,49466362688,24197.533203125,22156.40625,24550.837890625,21918.19921875,49466362688,21870.062890625,22162.535214930864,60.865424333269665,-283.7770167331182,-273.1005083777361,22646.330078125,24989.731442044285,20302.928714205715,92.82277989321379,58.6889365532135,66.60296042598085,24.443004587473073,-7.177220106786205,1
2023-03-14,24746.07421875,26514.716796875,24081.18359375,24201.765625,54622230164,24746.07421875,24201.765625,26514.716796875,24081.18359375,54622230164,22109.3353515625,22632.269579261614,63.43379939045779,-60.676874131961085,-230.61578152858112,22674.1916015625,25102.01785154401,20246.36535158099,74.31711161135028,75.58997771495306,166.45280295938517,25.488426325702363,-25.68288838864972,0
2023-03-15,24375.9609375,25240.615234375,23964.91015625,24770.92578125,43655701450,24375.9609375,24770.92578125,25240.615234375,23964.91015625,43655701450,22303.380078125,22949.30437166859,60.54646646235933,85.28345303854076,-167.43593461515675,22695.6150390625,25175.020077276244,20216.210000848758,68.94260677296859,78.6941660925109,122.08751694304955,26.33548537851122,-31.057393227031408,1
2023-03-16,25052.7890625,25190.326171875,24225.111328125,24373.45703125,33866061747,25052.7890625,24373.45703125,25190.326171875,24225.111328125,33866061747,22565.683203125,23331.756133637937,63.7921576460357,252.65993070160403,-83.4167615518046,22788.34814453125,25466.743533326367,20109.952755736133,78.77099234259695,74.01023690897195,128.288804049911,27.122040213262302,-21.22900765740304,1
2023-03-17,27423.9296875,27787.8125,24955.169921875,25055.123046875,50730261335,27423.9296875,25055.123046875,27787.8125,24955.169921875,50730261335,23086.09921875,24075.787688885583,72.3683077125564,570.0668513128185,47.279961021120016,23000.77587890625,26356.526909647942,19645.024848164558,95.54041057099921,81.08466989552159,201.2372403435256,28.94393167896343,-4.459589429000784,0
2023-03-18,26965.87890625,27725.953125,26636.26171875,27448.1171875,35723036817,26965.87890625,27448.1171875,27725.953125,26636.26171875,35723036817,23610.8791015625,24601.258819315473,68.96978931308212,775.7113353237364,192.9662358816433,23171.0091796875,26942.844004837418,19399.17435453758,89.92673948833973,88.0793808006453,184.88594893007757,30.635688039971622,-10.07326051166026,1
2023-03-19,28038.67578125,28440.560546875,26907.716796875,26969.50390625,37769448859,28038.67578125,26969.50390625,28440.560546875,26907.716796875,37769448859,24378.44453125,25226.243721485385,72.25602324302011,1013.5680312260374,357.08659495052217,23396.7994140625,27725.41204352441,19068.18678460059,95.43950543241087,93.63555183058327,179.2387551390445,32.45091661424827,-4.560494567589138,0
2023-03-20,27767.236328125,28527.724609375,27242.880859375,28041.6015625,44774027664,27767.236328125,28041.6015625,28527.724609375,27242.880859375,44774027664,25136.44375,25688.242377238043,70.22940070230005,1166.7190698605918,519.0130899325361,23627.7935546875,28353.378517063633,18902.20859231137,91.45467964760017,92.27364152278359,150.57940679241844,34.16598129279059,-8.54532035239982,1
2023-03-21,28175.81640625,28439.5625,27439.646484375,27768.392578125,36102192830,28175.81640625,27768.392578125,28439.5625,27439.646484375,36102192830,25890.784375,26140.52856433112,71.52408933156748,1306.0065386143215,676.4117796688932,23854.2568359375,28978.985391731912,18729.528280143088,96.04574007978441,94.31330838659848,130.46862501610593,35.75854135143703,-3.954259920215585,0
2023-03-22,27307.4375,28803.3359375,26759.99609375,28158.720703125,33382021890,27307.4375,28158.720703125,28803.3359375,26759.99609375,33382021890,26405.133203125,26352.693825361825,65.04914402523815,1330.9792405454282,807.3252718442003,24045.85537109375,29381.78994123899,18709.92080094851,83.69607560559106,90.39883177765857,102.52904300911759,36.362174287195444,-16.30392439440894,1
2023-03-23,28333.97265625,28729.84375,27183.36328125,27301.95703125,24220433689,28333.97265625,27301.95703125,28729.84375,27183.36328125,24220433689,26818.7771484375,26712.926340068767,68.66090844880998,1417.2657375365234,929.313364982665,24344.42001953125,29932.497348413486,18756.342690649017,94.88436964758064,91.54206177765205,101.91888395407618,36.92269058468539,-5.1156303524193625,0
2023-03-24,27493.28515625,28388.4375,27039.265625,28324.111328125,25980310960,27493.28515625,28324.111328125,28388.4375,27039.265625,25980310960,27093.4982421875,26854.809761192628,62.925870723519914,1401.6545515604666,1023.7816022982254,24601.416796875,30271.744557553036,18931.089036196965,85.00172400145433,87.86072308487535,81.47232944535249,37.24857276106728,-14.998275998545667,1
2023-03-25,27494.70703125,27791.826171875,27196.234375,27487.337890625,13383005987,27494.70703125,27487.337890625,27791.826171875,27196.234375,13383005987,27405.3728515625,26971.15471938488,62.931510256460164,1373.5637200799574,1093.7380258545718,24854.37646484375,30566.876875848517,19141.876053838983,84.3362940059413,88.07412921832542,70.50318023611396,37.55117763913618,-15.663705994058706,1
2023-03-26,27994.330078125,28178.14453125,27445.046875,27495.5234375,13878363192,27994.330078125,27495.5234375,28178.14453125,27445.046875,13878363192,27699.526953125,27157.18660279217,64.94911853158169,1375.758055621387,1150.142031807935,25132.605078125,30887.526703793676,19377.683452456327,88.24996666846326,85.86266155861965,73.10876942871312,38.064056144062306,-11.75003333153674,0
2023-03-27,27139.888671875,28037.92578125,26606.689453125,27994.068359375,18188895178,27139.888671875,27994.068359375,28037.92578125,26606.689453125,18188895178,27671.1228515625,27154.041524443594,59.03158276001132,1293.6385418789578,1178.8413338221396,25378.61103515625,31034.224396634334,19722.997673678165,65.62007270895347,79.40211112778601,51.89751152867573,37.35372498500225,-34.37992729104653,1
2023-03-28,27268.130859375,27460.71875,26677.818359375,27132.888671875,17783600385,27268.130859375,27132.888671875,27460.71875,26677.818359375,17783600385,27701.348046875,27174.785039885668,59.62615018085162,1224.7877179567804,1188.030610649068,25656.11357421875,31106.993458561396,20205.233689876106,68.2705667600758,74.0468687124975,43.87287832008364,36.694131765875056,-31.72943323992421,1
2023-03-29,28348.44140625,28619.54296875,27259.662109375,27267.03125,20684945906,28348.44140625,27267.03125,28619.54296875,27259.662109375,20684945906,27732.324609375,27388.177106497362,64.32334366269944,1243.0656890737991,1199.0376263340142,26055.3845703125,31047.456610753958,21063.312529871044,90.06395338667973,74.65153095190301,66.38541176229015,36.87955501697296,-9.936046613320274,0
2023-03-30,28033.5625,29159.90234375,27720.16015625,28350.140625,22435349951,28033.5625,28350.140625,29159.90234375,27720.16015625,22435349951,27758.9572265625,27505.51990531602,62.05708592460235,1218.1015008284558,1202.8504012329026,26447.70048828125,30713.93528055238,22181.46569601012,73.21256787018719,77.18236267231424,72.155251765188,37.36564955405674,-26.78743212981281,1
2023-03-31,28478.484375,28639.896484375,27583.71484375,28032.26171875,19001327598,28478.484375,28032.26171875,28639.896484375,27583.71484375,19001327598,27789.2240234375,27682.42253616765,63.98778840826783,1220.1535086040094,1206.311022707124,26840.00419921875,30252.693286444766,23427.315111992735,73.3113532658377,78.86262484090155,70.50995348800414,37.618889111865414,-26.688646734162305,0
2023-04-01,28411.03515625,28802.45703125,28297.171875,28473.33203125,10876469901,28411.03515625,28473.33203125,28802.45703125,28297.171875,10876469901,27899.5837890625,27814.897558000805,63.460598985553055,1202.4757592560309,1205.5439700169054,27152.35849609375,29868.36946744186,24436.347524745644,70.66961434161156,72.39784515921217,88.31864579667385,37.95605640346605,-29.330385658388444,0
2023-04-02,28199.30859375,28518.958984375,27884.087890625,28462.845703125,12284641999,28199.30859375,28462.845703125,28518.958984375,27884.087890625,12284641999,27886.1173828125,27884.790473591565,61.74100318391703,1158.032375046012,1196.041651022727,27352.447265625,29737.73465558792,24967.15987566208,62.377060153223,68.78600925355742,68.80283739836868,37.63835879527296,-37.622939846777,0
2023-04-03,27790.220703125,28475.623046875,27276.720703125,28183.080078125,19556501327,27790.220703125,28183.080078125,28475.623046875,27276.720703125,19556501327,27915.8109375,27867.595969870374,58.44566152404913,1077.3813177940428,1172.3095843769902,27504.65458984375,29572.653786931034,25436.655392756467,46.35458540671412,59.800419967182904,36.480512898041596,36.49032502561077,-53.64541459328588,1
2023-04-04,28168.08984375,28433.7421875,27681.3046875,27795.2734375,15284538859,28168.08984375,27795.2734375,28433.7421875,27681.3046875,15284538859,27983.14921875,27922.231219666668,60.54067079999206,1032.0587249793243,1144.259412497457,27694.26103515625,29198.62227366229,26189.89979665021,61.15433602729404,56.62866052907706,58.20067690557357,35.424293668067314,-38.84566397270596,1
2023-04-05,28177.984375,28739.23828125,27843.763671875,28169.7265625,17052315986,28177.984375,28169.7265625,28739.23828125,27843.763671875,17052315986,28001.5146484375,27968.731793363637,60.59669049746545,985.5775254096225,1112.5230350798902,27850.52080078125,28754.26694652294,26946.77465503956,61.54186858622523,56.35026334007781,81.49032906970885,34.71224690455848,-38.45813141377477,0
2023-04-06,28044.140625,28178.384765625,27738.759765625,28175.2265625,13837809380,28044.140625,28175.2265625,28178.384765625,27738.759765625,13837809380,28091.93984375,27982.44249002479,59.36886302102104,927.2519841466419,1075.4688248932407,27881.53134765625,28766.975988248203,26996.0867070643,56.29969898527055,59.665301199596605,25.654646183594625,33.889526751864985,-43.70030101472945,0
2023-04-07,27925.859375,28111.59375,27794.03125,28038.966796875,10861680497,27925.859375,28038.966796875,28111.59375,27794.03125,10861680497,28157.7126953125,27972.154650929373,58.245669533253555,861.5528195201296,1032.6856238186185,27929.53037109375,28708.956892749386,27150.103849438117,51.667055525169346,56.502874365555044,8.223830815759278,33.12557232436388,-48.332944474830654,1
2023-04-08,27947.794921875,28159.86328125,27883.38671875,27920.513671875,9373255556,27947.794921875,27920.513671875,28159.86328125,27883.38671875,9373255556,28117.648046875,27967.725609283123,58.40284210081613,802.0106934863034,986.5506377521556,27924.986328125,28702.872749143906,27147.099907106094,52.5261905763648,53.49764836226823,19.197297656376737,32.468407750272874,-47.4738094236352,1
2023-04-09,28333.05078125,28532.830078125,27828.48046875,27952.3671875,12175322951,28333.05078125,27952.3671875,28532.830078125,27828.48046875,12175322951,28147.596875,28034.148367822556,61.16758703502035,776.9538177861723,944.631273758959,27953.27705078125,28747.148659501952,27159.405442060546,67.61525192293718,57.269499341490445,71.78972615908454,32.25700068556328,-32.38474807706283,1
2023-04-10,29652.98046875,29771.46484375,28189.271484375,28336.02734375,19282400094,29652.98046875,28336.02734375,29771.46484375,28189.271484375,19282400094,28265.046484375,28328.48147708209,68.81512508372424,853.761724228676,926.4573638529025,28027.13525390625,29111.711476825523,26942.559030986977,96.17007387242124,72.10383879057441,251.77871430919134,33.1075752769003,-3.8299261275787635,1
2023-04-11,30235.05859375,30509.083984375,29609.30078125,29653.6796875,20121259843,30235.05859375,29653.6796875,30509.083984375,29609.30078125,20121259843,28447.448828125,28675.1318619308,71.48233050445346,950.6429631881438,931.2944837199509,28173.51630859375,29574.22614798447,26772.806469203028,91.56694940926992,85.11742506820946,327.5838248946907,34.36661949427201,-8.433050590730081,0
2023-04-12,30139.052734375,30462.48046875,29725.57421875,30231.58203125,18651929926,30139.052734375,30231.58203125,30462.48046875,29725.57421875,18651929926,28641.4232421875,28941.29929328429,70.4126252238133,1008.0549426713369,946.6465755102281,28263.7703125,29906.001220014383,26621.53940498562,88.5523000416926,92.09644110779459,243.59423676897674,35.535731981831454,-11.447699958307402,1
2023-04-13,30399.06640625,30539.845703125,29878.623046875,29892.740234375,17487721001,30399.06640625,29892.740234375,30539.845703125,29878.623046875,17487721001,28902.3078125,29206.347859278052,71.65000100835834,1062.2898640379826,969.775233215779,28409.059375,30254.501087236808,26563.617662763194,95.68575225052672,91.93500056716307,198.83762583372214,36.67098791387548,-4.314247749473281,1
2023-04-14,30485.69921875,31005.607421875,30044.498046875,30409.5625,22659995079,30485.69921875,30409.5625,31005.607421875,30044.498046875,22659995079,29134.06875,29438.95719736386,72.06913271317065,1099.5866237806476,995.7375113287528,28558.608984375,30561.47526474233,26555.742704007673,86.05728083637564,90.09844437619832,174.04521408437716,38.015923350373406,-13.942719163624364,0
2023-04-15,30318.49609375,30601.740234375,30245.8828125,30490.75,11940685378,30318.49609375,30490.75,30601.740234375,30245.8828125,11940685378,29348.119921875,29598.873360343154,69.92056495459894,1102.9386891199974,1017.1777468870018,28674.81728515625,30799.249974391598,26550.3845959209,81.57328500568303,87.77210603086179,132.92017570225065,39.264791969978624,-18.42671499431696,0
2023-04-16,30315.35546875,30555.537109375,30157.83203125,30315.9765625,12854816417,30315.35546875,30315.9765625,30555.537109375,30157.83203125,12854816417,29575.24140625,29729.14283459894,69.87842449769697,1092.7453150796573,1032.291260525533,28833.590625,30950.061814055767,26717.119435944234,81.4890608058915,83.03987554931673,109.9073079864985,40.224038190294884,-18.510939194108495,0
2023-04-17,29445.044921875,30319.197265625,29275.37109375,30317.146484375,17872186762,29445.044921875,30317.146484375,30319.197265625,29275.37109375,17872186762,29727.1599609375,29677.48866864913,59.22597722658944,1002.8796329317556,1026.4089350067777,28942.436328125,30946.607768302536,26938.264887947465,53.05594512007041,72.03943031054833,54.78478645230106,39.33690842742087,-46.94405487992959,1
2023-04-18,30397.552734375,30470.302734375,29154.849609375,29449.091796875,19480529496,30397.552734375,29449.091796875,30470.302734375,29154.849609375,19480529496,29972.1357421875,29808.409407872015,65.43619485713164,997.0267486799057,1020.5324977414034,29044.89189453125,31125.18546683727,26964.598322225233,81.3871122414694,71.97737272247711,69.66850882380137,38.6636302344029,-18.612887758530597,0
2023-04-19,28822.6796875,30411.0546875,28669.8984375,30394.1875,24571565421,28822.6796875,30394.1875,30411.0546875,28669.8984375,24571565421,30021.0986328125,29629.18582234983,51.47604405181972,855.4481290887998,987.5156240108827,29084.34775390625,31115.778902570615,27052.916605241888,33.17938379530152,55.874147052280456,17.146052526982057,37.18828688056566,-66.82061620469848,0
