Date,close_^gspc,high_^gspc,low_^gspc,open_^gspc,volume_^gspc,close,open,high,low,volume,sma_10,ema_10,rsi,macd,macd_signal,bb_middle,bb_upper,bb_lower,stoch_k,stoch_d,cci,adx,williams_r,target
2023-02-21,3997.340087890625,4052.35009765625,3995.18994140625,4052.35009765625,4121590000,3997.340087890625,4052.35009765625,4052.35009765625,3995.18994140625,4121590000,4104.167993164063,4086.089592182617,43.8640735826864,32.52431498403803,51.02729874147148,4092.3369873046877,4193.871383163419,3990.8025914459568,1.0737310783395755,25.4007897363015,-116.94876608753789,33.023340770420255,-98.92626892166042,0
2023-02-22,3991.050048828125,4017.3701171875,3976.89990234375,4001.830078125,4079320000,3991.050048828125,4001.830078125,4017.3701171875,3976.89990234375,4079320000,4086.872998046875,4068.809675209073,43.23774720721861,22.537733773670425,45.329385747911275,4091.0419921875,4196.955604300374,3985.128380074626,6.474853095605157,13.687651197862529,-144.35153272478752,30.72857016817166,-93.52514690439484,1
2023-02-23,4012.320068359375,4028.300048828125,3969.18994140625,4018.60009765625,3952940000,4012.320068359375,4018.60009765625,4028.300048828125,3969.18994140625,3952940000,4076.3190185546873,4058.5388376000365,46.0434099451322,16.153402659508174,39.49418913023065,4090.8469970703127,4197.323766446792,3984.3702276938334,20.232745114207965,9.2604430960509,-133.74394304071356,28.665386094641374,-79.76725488579203,0
2023-02-24,3970.0400390625,3978.25,3943.080078125,3973.239990234375,3877700000,3970.0400390625,3973.239990234375,3978.25,3943.080078125,3877700000,4065.1730224609373,4042.448146956848,41.63771151005488,7.594583607243294,33.11426802563318,4086.327502441406,4204.604396790212,3968.0506080926,11.548001991106947,12.751866733640023,-171.30974307791192,26.96126784407533,-88.45199800889306,1
2023-02-27,3982.239990234375,4018.050048828125,3973.550048828125,3992.360107421875,3836950000,3982.239990234375,3992.360107421875,4018.050048828125,3973.550048828125,3836950000,4054.351025390625,4031.501209370944,43.322952454268226,1.775623661404552,26.846539152787454,4081.9114990234375,4208.515365372142,3955.307632674733,16.773716551703945,16.184821219006285,-115.41360671688592,25.41698208803793,-83.22628344829606,0
2023-02-28,3970.14990234375,3997.5,3968.97998046875,3977.18994140625,5043400000,3970.14990234375,3977.18994140625,3997.5,3968.97998046875,5043400000,4037.63701171875,4020.3464262750904,42.02779565456082,-3.7680770243177903,20.723615917366406,4079.5304931640626,4212.501043433738,3946.559942894387,12.492423064529577,13.604713869113489,-120.49666128275796,23.89396872167109,-87.50757693547042,0
2023-03-01,3951.389892578125,3971.72998046875,3939.050048828125,3963.340087890625,4249480000,3951.389892578125,3963.340087890625,3971.72998046875,3939.050048828125,4249480000,4019.1630126953123,4007.808874693824,40.02812779187453,-9.56501620925792,14.66588949204154,4073.269982910156,4217.515178825312,3929.0247869950003,5.590723716884441,11.618954444372655,-129.62310387005337,22.467490787102417,-94.40927628311556,1
2023-03-02,3981.35009765625,3990.840087890625,3928.159912109375,3938.679931640625,4244900000,3981.35009765625,3938.679931640625,3990.840087890625,3928.159912109375,4244900000,4002.5380126953123,4002.9981879597194,44.56447053157617,-11.607786775736713,9.41115423848589,4066.376989746094,4214.310690674416,3918.443288817772,22.965399109284,13.682848630232675,-100.28721312032371,20.95581862268246,-77.03460089071599,1
2023-03-03,4045.639892578125,4048.2900390625,3995.169921875,3998.02001953125,4084730000,4045.639892578125,3998.02001953125,4048.2900390625,3995.169921875,4084730000,3998.0610107421876,4010.7512251630656,52.812774181005956,-7.947434926353253,5.9394364055180615,4059.67099609375,4198.304949847795,3921.0370423397057,50.72316652172767,26.426429782632038,-30.618463027015206,20.53937749218394,-49.27683347827233,1
2023-03-06,4048.419921875,4078.489990234375,4044.610107421875,4055.14990234375,4000870000,4048.419921875,4055.14990234375,4078.489990234375,4044.610107421875,4000870000,3994.993994140625,4017.60007911069,53.13748298749929,-4.767300115530816,3.7980891013082863,4055.2679931640623,4189.384437764844,3921.151548563281,51.92347221124199,41.870679280751226,3.4613699139929195,20.598003856641633,-48.07652778875801,0
2023-03-07,3986.3701171875,4050.0,3980.31005859375,4048.260009765625,3922500000,3986.3701171875,4048.260009765625,4050.0,3980.31005859375,3922500000,3993.8969970703124,4011.921904215564,45.59577141476296,-7.171255265991476,1.6042202278483337,4049.0324951171874,4183.784417797582,3914.280572436792,26.465204819544574,43.03728118417141,-49.3404179942528,19.4028711000936,-73.53479518045543,1
2023-03-08,3992.010009765625,4000.409912109375,3969.760009765625,3987.550048828125,3535570000,3992.010009765625,3987.550048828125,4000.409912109375,3969.760009765625,3535570000,3993.9929931640627,4008.3015597701205,46.341232081327874,-8.523066243556059,-0.42123706643254466,4040.432995605469,4166.405541939949,3914.4604492709886,30.641164582173925,36.3432805376535,-63.78406124365816,18.108831150788323,-69.35883541782607,0
2023-03-09,3918.320068359375,4017.81005859375,3908.699951171875,3998.659912109375,4445260000,3918.320068359375,3998.659912109375,4017.81005859375,3908.699951171875,4445260000,3984.5929931640626,3991.94128860453,38.85069538963228,-15.363448332534063,-3.4096793196528488,4030.456005859375,4161.811441852422,3899.100569866328,5.566873401805518,20.891080934508008,-102.31850029742984,17.693340343676493,-94.43312659819448,0
2023-03-10,3861.590087890625,3934.050048828125,3846.320068359375,3912.77001953125,5518190000,3861.590087890625,3912.77001953125,3934.050048828125,3846.320068359375,5518190000,3973.747998046875,3968.241070292911,34.25959592197924,-25.07310854411162,-7.742365164544603,4019.4605102539062,4167.624907641416,3871.2961128663965,6.577087767411732,14.26170858379706,-166.45909978368783,18.11277203067511,-93.42291223258827,0
2023-03-13,3855.760009765625,3905.050048828125,3808.860107421875,3835.1201171875,6558020000,3855.760009765625,3835.1201171875,3905.050048828125,3808.860107421875,6558020000,3961.1,3947.7899683788587,33.817309726694404,-32.85973621222365,-12.765839374080414,4007.7255126953123,4168.203655615,3847.2473697756254,17.394178217391463,9.846046462202905,-174.47074761336984,18.92123845893775,-82.60582178260854,1
2023-03-14,3919.2900390625,3937.2900390625,3873.6298828125,3894.010009765625,5665870000,3919.2900390625,3894.010009765625,3937.2900390625,3873.6298828125,5665870000,3956.014013671875,3942.6081630486115,42.52476527469857,-33.517977931794576,-16.916267085623247,3996.8255126953127,4150.072919380492,3843.5781060101335,40.956117507723626,21.642461164175604,-106.50824518121335,19.058015893644743,-59.043882492276374,0
2023-03-15,3891.929931640625,3894.260009765625,3838.239990234375,3876.739990234375,6594010000,3891.929931640625,3876.739990234375,3894.260009765625,3838.239990234375,6594010000,3950.068017578125,3933.39393915625,40.07914660704698,-35.83429579210042,-20.699872826918682,3984.615515136719,4130.244861672436,3838.9861686010017,30.808834448263497,29.719710057792863,-136.89698187384025,19.596611258325066,-69.1911655517365,1
2023-03-16,3960.280029296875,3964.4599609375,3864.110107421875,3878.929931640625,5695790000,3960.280029296875,3878.929931640625,3964.4599609375,3864.110107421875,5695790000,3947.9610107421877,3938.282319181818,48.10799554744182,-31.788277256604033,-22.917553712855753,3975.24951171875,4100.4000883802955,3850.0989350572045,56.158434775679915,42.641128910555686,-61.95238746020917,18.87987989747543,-43.841565224320085,0
2023-03-17,3916.639892578125,3958.909912109375,3901.27001953125,3958.68994140625,9354280000,3916.639892578125,3958.68994140625,3958.909912109375,3901.27001953125,9354280000,3935.0610107421876,3934.3473325266004,44.049646720939464,-31.73732461226564,-24.68150789273773,3966.5610107421876,4082.299252345274,3850.822769139101,39.9732344323273,42.313501218756905,-60.041170387323355,18.214343633829337,-60.0267655676727,1
2023-03-20,3951.570068359375,3956.6201171875,3916.889892578125,3917.469970703125,5347140000,3951.570068359375,3917.469970703125,3956.6201171875,3916.889892578125,5347140000,3925.376025390625,3937.47873904165,47.84235497942798,-28.54927276748731,-25.455060867687646,3960.185009765625,4063.8436516894462,3856.526367841804,52.928095153585105,49.68658812053078,-29.874885771304495,17.596345674729395,-47.071904846414895,1
2023-03-21,4002.8701171875,4009.080078125,3971.18994140625,3975.889892578125,4920240000,4002.8701171875,3975.889892578125,4009.080078125,3971.18994140625,4920240000,3927.026025390625,3949.368080522713,52.892862369821536,-21.633851925402723,-24.690819079230664,3960.4615112304687,4064.543747689334,3856.3792747716034,71.95419429846325,54.95184129479188,55.49074364699313,16.529678325582584,-28.045805701536757,0
2023-03-22,3936.969970703125,4039.489990234375,3936.169921875,4002.0400390625,4533010000,3936.969970703125,4002.0400390625,4039.489990234375,3936.169921875,4533010000,3921.522021484375,3947.113878737333,46.64444220224335,-21.22623928234816,-23.997903119854165,3957.7575073242188,4061.3292417239863,3854.185772924451,47.51322885465826,57.4651727689022,20.320607854448724,15.703335660700304,-52.48677114534174,1
2023-03-23,3948.719970703125,4007.659912109375,3919.050048828125,3959.2099609375,4991600000,3948.719970703125,3959.2099609375,4007.659912109375,3919.050048828125,4991600000,3924.56201171875,3947.405895458386,47.827886325183584,-19.72766824539849,-23.14385614496303,3954.577502441406,4055.1139398292985,3854.0410650535136,51.871054432979236,57.11282586203358,3.7991947905951995,15.19143452064675,-48.128945567020764,1
2023-03-24,3970.989990234375,3972.739990234375,3909.159912109375,3939.2099609375,4583970000,3970.989990234375,3939.2099609375,3972.739990234375,3909.159912109375,4583970000,3935.502001953125,3951.6939126903835,50.087552943746104,-16.552231621416013,-21.82553124025363,3954.625,4055.191506163516,3854.058493836484,67.23478271434197,55.53968866732649,-8.117490854131505,14.865525732344292,-32.765217285658025,1
2023-03-27,3977.530029296875,4003.830078125,3970.489990234375,3982.929931640625,4233540000,3977.530029296875,3982.929931640625,4003.830078125,3970.489990234375,4233540000,3947.67900390625,3956.3913884370177,50.76200445253239,-13.354011986570185,-20.13122738951694,3954.389501953125,4054.718016648128,3854.060987258122,73.13446107594267,64.08009940775463,50.252107173884255,13.99500159572088,-26.865538924057333,0
2023-03-28,3971.27001953125,3979.199951171875,3951.530029296875,3974.1298828125,4014600000,3971.27001953125,3974.1298828125,3979.199951171875,3951.530029296875,4014600000,3952.877001953125,3959.0965940905144,50.064651859201405,-11.195475878047546,-18.344077087223063,3954.4455078125,4054.8103953226587,3854.0806203023417,70.4201511654987,70.26313165192778,22.485760535901466,13.49997276287972,-29.579848834501302,1
