Date,close_^ndx,high_^ndx,low_^ndx,open_^ndx,volume_^ndx,close,open,high,low,volume,sma_10,ema_10,rsi,macd,macd_signal,bb_middle,bb_upper,bb_lower,stoch_k,stoch_d,cci,adx,williams_r,target
2023-03-07,12152.169921875,12344.0400390625,12130.009765625,12303.1904296875,5422820000,12152.169921875,12303.1904296875,12344.0400390625,12130.009765625,5422820000,12104.48701171875,12170.812551146475,51.11885523675557,53.82989461802572,96.73001793314747,12279.83291015625,12748.485173289224,11811.180647023277,37.48386128891475,48.69325689797304,-24.100568807281668,27.88897356447359,-62.51613871108525,1
2023-03-08,12215.330078125,12237.7197265625,12102.2802734375,12181.0595703125,5085970000,12215.330078125,12181.0595703125,12237.7197265625,12102.2802734375,5085970000,12119.39306640625,12178.906646960751,52.83744398545057,52.993415957895195,87.98269753809701,12254.1859375,12675.632158688837,11832.739716311164,46.79160686538484,46.417518576891446,-26.528402691419828,26.57110314341428,-53.20839313461516,0
2023-03-09,11995.8798828125,12340.4501953125,11970.33984375,12230.83984375,5061790000,11995.8798828125,12230.83984375,12340.4501953125,11970.33984375,5061790000,12100.96708984375,12145.62905347925,46.69453463168448,34.228143125650604,77.23178665560773,12229.2109375,12649.7242126542,11808.6976623458,26.03527519158131,36.7702477819603,-52.34359398458605,24.749275105064623,-73.9647248084187,0
2023-03-10,11830.2802734375,12069.6201171875,11789.8603515625,12001.7001953125,6193500000,11830.2802734375,12001.7001953125,12069.6201171875,11789.8603515625,6193500000,12087.030078125,12088.292911653476,42.66366725233243,5.925716732859655,62.97057267105812,12201.666455078124,12650.004997803117,11753.327912353132,5.970274121984572,26.26571872631691,-123.25998966557204,23.636588726371745,-94.02972587801543,1
2023-03-13,11923.169921875,12073.9599609375,11695.41015625,11752.099609375,6201490000,11923.169921875,11752.099609375,12073.9599609375,11695.41015625,6201490000,12073.56806640625,12058.270549875571,45.505371328572096,-8.906078049758435,48.595242526894815,12182.578955078125,12644.02226295883,11721.13564719742,29.522839041247618,20.509462784937835,-110.37195478623299,22.95374396178509,-70.47716095875238,1
2023-03-14,12199.7900390625,12217.8701171875,12035.2197265625,12078.4599609375,5533120000,12199.7900390625,12078.4599609375,12217.8701171875,12035.2197265625,5533120000,12089.33505859375,12084.001366091376,52.97915455361163,1.6416257343698817,39.20451916838984,12167.452978515625,12605.206855413093,11729.699101618156,65.37908947638246,33.62406754653822,-8.253364701860184,21.656396851196654,-34.62091052361754,1
2023-03-15,12251.3203125,12269.4501953125,12026.1796875,12083.240234375,5912430000,12251.3203125,12083.240234375,12269.4501953125,12026.1796875,5912430000,12120.61005859375,12114.422992711126,54.23823346525432,13.997465318265313,34.16310839836493,12150.47451171875,12545.471228989536,11755.477794447965,72.05858339082387,55.65350396948465,13.766158395672662,20.223703617232708,-27.941416609176123,1
2023-03-16,12581.3896484375,12595.6904296875,12190.650390625,12211.8701171875,5498920000,12581.3896484375,12211.8701171875,12595.6904296875,12190.650390625,5498920000,12174.26201171875,12199.326021025012,61.37301588044169,49.848768539202865,37.300240426532525,12145.14951171875,12512.958632500817,11777.340390936683,98.41151898226138,78.6163972831559,159.59922449271266,19.912002502577657,-1.5884810177386166,0
2023-03-17,12519.8798828125,12674.33984375,12444.080078125,12570.16015625,7903090000,12519.8798828125,12570.16015625,12674.33984375,12444.080078125,7903090000,12197.16904296875,12257.60854135001,59.510935993144834,72.4625573543035,44.33270381208672,12149.019482421874,12530.630636923015,11767.408327920733,84.22154697014437,84.89721644774322,202.14268458179393,19.87924040656004,-15.77845302985563,1
2023-03-20,12562.6103515625,12578.349609375,12407.8203125,12487.7900390625,4970630000,12562.6103515625,12487.7900390625,12578.349609375,12407.8203125,4970630000,12223.18203125,12313.063415934099,60.40958311392088,92.76282749600068,54.01872854886952,12159.241015625,12572.364529123372,11746.11750212663,88.58656616361938,90.40654403867507,168.11083613481077,19.67165271379588,-11.413433836380614,1
2023-03-21,12741.4404296875,12762.4501953125,12582.759765625,12643.349609375,4829870000,12741.4404296875,12643.349609375,12762.4501953125,12582.759765625,4829870000,12282.10908203125,12390.950145707444,64.00975959329486,121.87611856859985,67.59020655281559,12193.298046875,12674.82153622684,11711.774557523158,98.03102368647205,90.27971227341193,198.8363795037023,20.083554194301218,-1.968976313527949,0
2023-03-22,12567.150390625,12943.6201171875,12563.7802734375,12742.41015625,4981590000,12567.150390625,12742.41015625,12943.6201171875,12563.7802734375,4981590000,12317.29111328125,12422.98655387427,58.432687470970656,129.3932965655822,79.95082455536891,12218.34208984375,12722.407483095247,11714.276696592255,69.8392307108539,85.48560685364845,160.24751534191645,20.985388846629885,-30.1607692891461,1
2023-03-23,12729.23046875,12900.099609375,12611.669921875,12735.599609375,4917460000,12729.23046875,12735.599609375,12900.099609375,12611.669921875,4917460000,12390.626171875,12478.667265669857,61.76865203606927,146.73772092571744,93.30820382943863,12245.796630859375,12796.229565210766,11695.363696507984,82.82423188832132,83.56482876188244,146.16200635779276,21.822806738077936,-17.17576811167868,1
2023-03-24,12767.0498046875,12770.2802734375,12608.150390625,12700.509765625,4363650000,12767.0498046875,12700.509765625,12770.2802734375,12608.150390625,4363650000,12484.303125,12531.100454582154,62.52441711935683,161.6713597336493,106.98083501028077,12285.6666015625,12865.069382026377,11706.263821098622,85.85411765442231,79.50586008453251,117.26319968908332,22.57962817118368,-14.145882345577691,0
2023-03-27,12673.0703125,12839.419921875,12647.9404296875,12797.900390625,4330320000,12673.0703125,12797.900390625,12839.419921875,12647.9404296875,4330320000,12559.2931640625,12556.913156021763,59.38294765546529,164.0321558931846,118.39109918686154,12316.430615234374,12909.349383163611,11723.511847305137,78.32497631373678,82.33444195216015,103.63094973491822,23.49634980400086,-21.67502368626322,0
2023-03-28,12610.5703125,12654.91015625,12517.8701171875,12654.91015625,4036910000,12610.5703125,12654.91015625,12654.91015625,12517.8701171875,4036910000,12600.37119140625,12566.66900265417,57.320308229995256,159.02671521027696,126.51822239154464,12344.853125,12936.947451565433,11752.758798434566,73.3178058892148,79.1656332857913,64.29239330143214,23.550599669587662,-26.68219411078521,1
2023-03-29,12846.0302734375,12867.3203125,12734.6796875,12768.1396484375,4493540000,12846.0302734375,12768.1396484375,12867.3203125,12734.6796875,4493540000,12659.8421875,12617.461960978411,62.591976347295905,172.07593417782664,135.62976474880105,12390.226123046876,12989.862194193813,11790.590051899939,92.18161633026044,81.27479951107068,108.4229269103941,24.285753311556142,-7.818383669739557,1
2023-03-30,12963.1396484375,12987.9697265625,12894.1396484375,12934.990234375,4738880000,12963.1396484375,12934.990234375,12987.9697265625,12894.1396484375,4738880000,12698.0171875,12680.312449607336,64.91326436840745,189.68076032986392,146.43996386501362,12436.139599609374,13062.975348317748,11809.303850901,98.07899932078203,87.85947384675244,127.96830416248045,25.30796451315263,-1.9210006792179701,1
2023-03-31,13181.349609375,13188.830078125,12968.0,12968.9599609375,5521150000,13181.349609375,12968.9599609375,13188.830078125,12968.0,5521150000,12764.16416015625,12771.410115019638,68.79842019110082,218.71917359692998,160.8958058113969,12480.6666015625,13181.976710212692,11779.356492912308,99.35660205248985,96.53907256784412,148.35012240377372,26.757730957245595,-0.6433979475101508,0
2023-04-03,13148.349609375,13157.4697265625,13036.5498046875,13084.099609375,4816440000,13148.349609375,13084.099609375,13157.4697265625,13036.5498046875,4816440000,12822.7380859375,12839.944568538795,67.57969508765945,236.34506235492336,175.98565712010222,12522.96005859375,13276.280032219367,11769.640084968132,96.51825956655473,97.98462031327556,131.44891821129016,28.103942655331917,-3.48174043344527,0
2023-04-04,13100.080078125,13204.080078125,13049.98046875,13165.3203125,4298760000,13100.080078125,13165.3203125,13204.080078125,13049.98046875,4298760000,12858.60205078125,12887.241933918103,65.74512350691722,243.61056743762492,189.51063918360677,12570.35556640625,13343.415773835948,11797.295358976551,89.7378178986887,95.2042265059111,119.56718626019796,29.46978171036232,-10.262182101311296,0
2023-04-05,12967.2001953125,13065.2802734375,12894.4404296875,13056.7900390625,4378590000,12967.2001953125,13056.7900390625,13065.2802734375,12894.4404296875,4378590000,12898.60703125,12901.779799626176,60.84805715885278,235.92662131011275,198.79383560890798,12607.949072265625,13381.420151241777,11834.477993289473,70.25092902608631,85.50233549710993,81.97778780143557,29.72079187593737,-29.749070973913682,1
2023-04-06,13062.599609375,13078.099609375,12846.0302734375,12892.900390625,3862800000,13062.599609375,12892.900390625,13078.099609375,12846.0302734375,3862800000,12931.9439453125,12931.019765035051,62.98002067606186,234.82802280140277,206.00067304740696,12661.28505859375,13405.12259724407,11917.447519943431,82.2318701938997,80.74020570622491,80.26690653281219,29.65555956276711,-17.768129806100298,0
2023-04-10,13051.23046875,13051.849609375,12861.51953125,12936.51953125,4334070000,13051.23046875,12936.51953125,13051.849609375,12861.51953125,4334070000,12960.36201171875,12952.876256619587,62.54293025397563,230.3842546572414,210.87738936937387,12722.332568359376,13378.598356055867,12066.066780662884,77.72553328048797,76.73611083349134,75.25750023386823,29.594986700537582,-22.274466719512038,0
2023-04-11,12964.150390625,13049.5595703125,12947.66015625,13040.490234375,4676960000,12964.150390625,13040.490234375,13049.5595703125,12947.66015625,4676960000,12989.47001953125,12954.926099166027,59.15646547052185,217.33064939862743,212.1680413752246,12774.381591796875,13325.572452990693,12223.190730603057,65.03552831378197,74.99764392938988,68.47887475284347,29.53874047132445,-34.96447168621803,0
2023-04-12,12848.349609375,13071.98046875,12833.3095703125,13043.9697265625,4909770000,12848.349609375,13043.9697265625,13071.98046875,12833.3095703125,4909770000,13013.24794921875,12935.548555567657,54.899372980719306,195.38909407466053,208.81225191511177,12806.8095703125,13291.235244003821,12322.383896621179,48.16011293919414,63.6403915111547,40.873555194916314,28.706343229368937,-51.83988706080586,1
2023-04-13,13109.3896484375,13124.41015625,12920.01953125,12922.900390625,4942990000,13109.3896484375,12922.900390625,13124.41015625,12920.01953125,4942990000,13039.58388671875,12967.156026998537,61.60666252151258,196.79546730360562,206.40889499281053,12849.713037109375,13278.551795974685,12420.874278244066,86.20095377832553,66.46553167710054,77.5795586726982,28.1691134318148,-13.799046221674477,0
2023-04-14,13079.51953125,13152.2802734375,12962.509765625,13044.6904296875,4655740000,13079.51953125,13044.6904296875,13152.2802734375,12962.509765625,4655740000,13051.221875,12987.585755044256,60.49794833298851,193.2718419118537,203.78148437661918,12874.61953125,13296.026773797872,12453.212288702129,81.84804156663284,72.06970276138418,75.7989339559052,27.796857219675083,-18.151958433367156,1
2023-04-17,13087.7099609375,13105.6796875,12981.259765625,13053.259765625,4823180000,13087.7099609375,13053.259765625,13105.6796875,12981.259765625,4823180000,13041.85791015625,13005.790156115754,60.70676451824745,188.96200624481935,200.81758875025923,12903.01103515625,13300.846700608374,12505.175369704128,83.04161644221615,83.69687059572483,68.01133502342556,27.45119073697392,-16.958383557783854,1
2023-04-18,13091.7900390625,13196.1796875,13044.2099609375,13180.3095703125,4851810000,13091.7900390625,13180.3095703125,13196.1796875,13044.2099609375,4851810000,13036.201953125,13021.426498469707,60.81788110669402,183.75741751002352,197.4055545022121,12929.47001953125,13302.867773506896,12556.072265555606,76.07798346460952,80.3225471578195,85.90947438828414,27.55987904478822,-23.92201653539048,0
2023-04-19,13088.7099609375,13128.25,12988.2001953125,12992.509765625,4972700000,13088.7099609375,12992.509765625,13128.25,12988.2001953125,4972700000,13035.06494140625,13033.659855282032,60.67838148404276,177.33994241142318,193.39243208405435,12946.83349609375,13315.91393157789,12577.75306060961,68.88368552607666,76.00109514430078,62.30446926785207,27.205118184367723,-31.11631447392334,0
2023-04-20,12985.98046875,13107.919921875,12933.7998046875,12962.2900390625,4590530000,12985.98046875,12962.2900390625,13107.919921875,12933.7998046875,4590530000,13036.94296875,13024.990875912572,56.0597727467379,162.0960928301938,187.13316423328223,12967.775,13293.260524242924,12642.289475757076,41.176656508695736,62.046108499793974,29.027296583150203,26.44492422663214,-58.823343491304264,1
2023-04-21,13000.76953125,13030.849609375,12899.6396484375,12970.3203125,4868050000,13000.76953125,12970.3203125,13030.849609375,12899.6396484375,4868050000,13030.7599609375,13020.58699506483,56.572250124302165,149.48541118871617,179.60361362436902,12981.351953125,13288.012222817184,12674.691683432817,45.16539406693725,51.74191203390322,6.066451758771938,25.470970689006673,-54.83460593306275,0
2023-04-24,12969.759765625,13044.2197265625,12883.76953125,12981.7099609375,4854050000,12969.759765625,12981.7099609375,13044.2197265625,12883.76953125,4854050000,13022.612890625,13011.345680621225,55.12057751563771,135.42799656290117,170.76849021207545,12991.487451171875,13282.127092862873,12700.847809480878,36.80179314086744,41.047947905500145,-9.964135232626296,24.438846368847173,-63.19820685913256,0
2023-04-25,12725.1103515625,12933.2802734375,12724.240234375,12905.08984375,4806020000,12725.1103515625,12905.08984375,12933.2802734375,12724.240234375,4806020000,12998.70888671875,12959.302893519638,45.254260206893704,103.35482105834126,157.28575638132864,12994.089453125,13274.014044157797,12714.164862092202,0.18437051230585227,27.38385257337018,-143.71875446885642,23.067550134819065,-99.81562948769415,1
2023-04-26,12806.48046875,12929.6201171875,12783.419921875,12866.6396484375,5281970000,12806.48046875,12866.6396484375,12929.6201171875,12783.419921875,5281970000,12994.52197265625,12931.516998106976,48.552705642837,83.53949551208098,142.5365042074791,13003.8849609375,13239.673019859396,12768.096902015603,17.426013830892305,18.13739249468853,-139.17020786656047,21.794203631792964,-82.5739861691077,1
2023-04-27,13160.0302734375,13175.6201171875,12938.5,12963.2099609375,5253710000,13160.0302734375,12963.2099609375,13175.6201171875,12938.5,5253710000,12999.58603515625,12973.064866348888,59.86707053394576,95.26605398496031,133.08241416297534,13019.5849609375,13253.043094186603,12786.126827688397,92.34024326147505,36.650209201557736,77.5216486525606,21.42355796477448,-7.659756738524953,1
2023-04-28,13245.990234375,13247.3896484375,13096.9404296875,13139.349609375,5331380000,13245.990234375,13139.349609375,13247.3896484375,13096.9404296875,5331380000,13016.23310546875,13022.687660535452,62.05223502292515,110.22508039621971,128.5109474096242,13033.727490234374,13285.35680161904,12782.098178849708,99.73250203003519,69.83291970746751,151.86522221522748,21.444096700677033,-0.26749796996481273,0
2023-05-01,13231.4697265625,13287.4697265625,13186.400390625,13229.1103515625,5168430000,13231.4697265625,13229.1103515625,13287.4697265625,13186.400390625,5168430000,13030.60908203125,13060.648036176732,61.44363709899084,119.53065795394286,126.71488951848795,13036.23349609375,13294.601703271313,12777.865288916186,90.05733883314521,94.04336137488515,166.56535857443407,21.66176745861955,-9.94266116685479,0
2023-05-02,13113.66015625,13241.5302734375,13046.7900390625,13225.48046875,5501410000,13113.66015625,13225.48046875,13241.5302734375,13046.7900390625,5501410000,13032.79609375,13070.28660346278,56.593818589126165,116.0612654405777,124.58416470290591,13034.4990234375,13290.286180792396,12778.711866082604,69.1405416933248,86.31012751883507,83.45288337897152,20.81850811357297,-30.859458306675197,0
2023-05-03,13030.2099609375,13231.7099609375,13026.0400390625,13123.099609375,5782160000,13030.2099609375,13123.099609375,13231.7099609375,13026.0400390625,5782160000,13026.94609375,13062.999941185455,53.37973998241726,105.36344928192193,120.74002161870912,13031.005517578125,13285.016847639565,12776.994187516686,54.32416640225264,71.17401564290755,54.849927868082354,19.890554754278764,-45.67583359774736,0
2023-05-04,12982.48046875,13064.01953125,12938.4501953125,13014.0703125,4745780000,12982.48046875,13014.0703125,13064.01953125,12938.4501953125,4745780000,13026.59609375,13048.36003710628,51.575577148622386,91.97376545853695,114.98677038667469,13031.76953125,13285.099618635782,12778.439443864218,45.84991339356772,56.43820716304838,-27.578129112753253,18.5072855228003,-54.15008660643228,1
2023-05-05,13259.1298828125,13291.1103515625,13059.91015625,13070.7001953125,4574790000,13259.1298828125,13070.7001953125,13291.1103515625,13059.91015625,4574790000,13052.43212890625,13086.681827234683,60.011971870500304,102.50403748271128,112.49022380588201,13041.596044921875,13313.512096011546,12769.679993832204,94.35841336836212,64.84416438806083,124.56952645855579,18.424603096756382,-5.641586631637883,1
2023-05-08,13291.6396484375,13302.4296875,13193.080078125,13247.08984375,4216360000,13291.6396484375,13247.08984375,13302.4296875,13193.080078125,4216360000,13084.6201171875,13123.946885635194,60.87459296449048,112.17948504458218,112.42807605362205,13053.61650390625,13346.611673509327,12760.621334303174,98.13382291839085,79.44738322677357,148.72773410734607,18.403642447549963,-1.866177081609145,0
2023-05-09,13201.1103515625,13254.8095703125,13193.8798828125,13228.6396484375,4126780000,13201.1103515625,13228.6396484375,13254.8095703125,13193.8798828125,4126780000,13132.2201171875,13137.976606712884,57.175781568205025,111.25985492160908,112.19443182721946,13065.464501953125,13362.170954720872,12768.758049185379,82.47644688261106,91.65622772312133,104.48973943472413,18.38417898757257,-17.52355311738894,1
2023-05-10,13347.830078125,13384.419921875,13204.7900390625,13308.41015625,4948260000,13347.830078125,13308.41015625,13384.419921875,13204.7900390625,4948260000,13186.355078125,13176.131783333269,61.28183783352103,120.97556614738278,113.95065869125213,13090.438525390626,13393.849468062317,12787.027582718934,94.45759322154242,91.68928767418144,149.54411891591062,19.018415888057945,-5.542406778457569,1
2023-05-11,13389.7802734375,13411.7001953125,13306.080078125,13376.849609375,4489490000,13389.7802734375,13376.849609375,13411.7001953125,13306.080078125,4489490000,13209.330078125,13214.97696335222,62.392147565183876,130.5554060084869,117.2716081546991,13104.458056640626,13434.793156983973,12774.122956297279,96.81146203116943,91.2485007117743,157.36633808017038,19.735476109483546,-3.188537968830571,0
2023-05-12,13340.1796875,13427.419921875,13256.5595703125,13407.01953125,4170000000,13340.1796875,13407.01953125,13427.419921875,13256.5595703125,4170000000,13218.7490234375,13237.741095015452,60.194179325180045,132.61642575640508,120.3405716750403,13117.491064453125,13463.078090814874,12771.904038091376,87.5934649527259,92.95417340181257,121.69420245577452,19.977342945957105,-12.406535047274101,1
2023-05-15,13413.509765625,13419.8095703125,13297.849609375,13352.259765625,3979290000,13413.509765625,13352.259765625,13419.8095703125,13297.849609375,3979290000,13236.95302734375,13269.699035126278,62.30824217477075,138.56957936082654,123.98637321219755,13133.7810546875,13502.178895513945,12765.383213861056,97.84003784937889,94.08165494442473,122.08123192945283,20.201933579825408,-2.159962150621118,1
2023-05-16,13426.009765625,13498.4404296875,13384.76953125,13385.3701171875,4067510000,13426.009765625,13385.3701171875,13498.4404296875,13384.76953125,4067510000,13268.18798828125,13298.119167944227,62.6721711139802,142.651741536818,127.71944687712164,13150.492041015625,13539.499516123682,12761.484565907567,87.0657272901662,90.83307669742366,129.91552118816588,20.839258680365138,-12.934272709833808,1
2023-05-17,13589.259765625,13608.330078125,13419.349609375,13474.51953125,4501820000,13589.259765625,13474.51953125,13608.330078125,13419.349609375,4501820000,13324.09296875,13351.053822068003,67.13519417133165,157.24714789650534,133.62498708099838,13175.51953125,13607.446993641825,12743.592068858175,97.15317432433811,94.01964648796105,151.6399553604911,21.96343490390159,-2.8468256756618855,1
2023-05-18,13834.6201171875,13844.759765625,13606.8095703125,13608.9501953125,4532890000,13834.6201171875,13608.9501953125,13844.759765625,13606.8095703125,4532890000,13409.30693359375,13438.974966635182,72.46403326694477,186.46321057763998,144.1926317803267,13217.951513671875,13726.928080394935,12708.974946948814,98.88121578215225,94.3667057988855,207.91254535233602,23.894861136901532,-1.1187842178477492,0
2023-05-19,13803.490234375,13874.419921875,13763.900390625,13842.6904296875,3935780000,13803.490234375,13842.6904296875,13874.419921875,13763.900390625,3935780000,13463.74296875,13505.250469860603,70.8934342006453,204.74505580912592,156.30311658608656,13258.087548828125,13816.43426565534,12699.74083200091,92.42179682878198,96.15206231175745,190.96534164077164,25.782257796705416,-7.57820317121802,1
2023-05-22,13849.740234375,13893.7099609375,13792.9697265625,13805.330078125,4278920000,13849.740234375,13805.330078125,13893.7099609375,13792.9697265625,4278920000,13519.55302734375,13567.884972499583,71.86897909501852,220.4246205254276,169.12741737395476,13302.086572265625,13899.908784873616,12704.264359657634,95.39709216856508,95.56670159316643,170.55929102913385,27.597794898768797,-4.602907831434921,0
2023-05-23,13672.5400390625,13827.099609375,13662.91015625,13773.6796875,4347440000,13672.5400390625,13773.6796875,13827.099609375,13662.91015625,4347440000,13566.69599609375,13586.913166420112,63.137623661736185,216.06159017252685,178.5142519336692,13349.458056640626,13905.589345205604,12793.326768075647,76.84714359027834,88.22201086254178,118.23956509765232,28.051241270217286,-23.152856409721668,0
2023-05-24,13604.48046875,13655.73046875,13520.919921875,13589.01953125,4088270000,13604.48046875,13589.01953125,13655.73046875,13520.919921875,4088270000,13592.36103515625,13590.107221389182,60.11666513637486,204.75176773239036,183.76175509341343,13389.358056640625,13896.266652016808,12882.449461264443,65.31187815570425,79.18537130484923,69.70386687651288,27.34052608270747,-34.68812184429575,1
2023-05-25,13938.5302734375,13986.8701171875,13812.1796875,13920.8896484375,4651640000,13938.5302734375,13920.8896484375,13986.8701171875,13812.1796875,4651640000,13647.23603515625,13653.456867216148,68.167397355967,220.20528992407708,191.05046205954616,13428.283056640625,13976.640129975875,12879.925983305375,93.91024812970802,78.6897566252302,144.63560099339009,28.020476307311494,-6.089751870291976,1
2023-05-26,14298.41015625,14329.490234375,13982.16015625,13990.5498046875,4434070000,14298.41015625,13990.5498046875,14329.490234375,13982.16015625,4434070000,13743.05908203125,13770.721101585938,74.20777122980654,258.5116550573184,204.54270065910063,13480.904052734375,14139.992591735181,12821.815513733569,97.26313888542522,85.49508839027915,185.36157256843896,29.568856581241985,-2.7368611145747788,1
2023-05-30,14354.990234375,14520.169921875,14301.080078125,14465.58984375,4843470000,14354.990234375,14465.58984375,14520.169921875,14301.080078125,4843470000,13837.20712890625,13876.95185300213,75.01062727689998,290.09127323085704,221.65241517345194,13537.080078125,14286.837740906727,12787.322415343273,87.44243471727586,92.87194057746969,189.48474194515103,31.39692747794297,-12.557565282724141,0
2023-05-31,14254.08984375,14375.3798828125,14216.16015625,14293.5595703125,5905760000,14254.08984375,14293.5595703125,14375.3798828125,14216.16015625,5905760000,13920.01513671875,13945.52239677447,70.77936946197333,303.4782218556411,238.01757650988978,13594.1015625,14379.018417288327,12809.184707711673,78.94286970694864,87.8828144365499,142.23331955142257,32.54561652910276,-21.05713029305136,1
2023-06-01,14441.509765625,14493.3095703125,14219.9404296875,14269.08984375,4610310000,14441.509765625,14269.08984375,14493.3095703125,14219.9404296875,4610310000,14005.24013671875,14035.701918383656,73.74223557497731,325.45900760177574,255.50586272826698,13664.666552734376,14486.9816884493,12842.351417019452,93.7749674056774,86.7200906099673,140.99688631505785,33.870923500939064,-6.225032594322599,1
2023-06-02,14546.6396484375,14595.8095703125,14442.150390625,14517.080078125,4426760000,14546.6396484375,14517.080078125,14595.8095703125,14442.150390625,4426760000,14076.44208984375,14128.599687484355,75.25773905445939,347.35791577422606,273.8762733374588,13742.87451171875,14587.999343151532,12897.749680285968,96.21175357061976,89.64319689441527,148.73364956894702,35.3133230143545,-3.78824642938024,1
2023-06-05,14556.5,14662.9501953125,14516.8798828125,14550.1298828125,4344280000,14556.5,14550.1298828125,14662.9501953125,14516.8798828125,4344280000,14151.74306640625,14206.399744305381,75.40114428695244,361.34326599666747,291.36967186930053,13807.743017578125,14692.615778110185,12922.870257046065,91.67174106873402,93.88615401501039,137.79670847178292,36.78726027680009,-8.328258931265982,1
2023-06-06,14558.08984375,14593.5,14476.990234375,14526.099609375,4810910000,14558.08984375,14526.099609375,14593.5,14476.990234375,4810910000,14222.57802734375,14270.343398749857,75.42587578320382,368.309402384657,306.7576179723718,13871.06552734375,14780.071784605567,12962.059270081932,91.56800400801917,93.15049954912432,115.25513462262383,37.871090524505284,-8.43199599198082,0
2023-06-07,14303.2900390625,14647.91015625,14283.8798828125,14573.26953125,5270600000,14303.2900390625,14573.26953125,14647.91015625,14283.8798828125,5270600000,14285.65302734375,14276.333696988519,64.27285724922501,349.2440330567624,315.25490098924996,13926.17451171875,14798.951684484311,13053.397338953188,68.50695076870191,83.91556528181836,82.70147239508331,37.60073593161354,-31.493049231298084,1
