Date,close_msft,high_msft,low_msft,open_msft,volume_msft,close,open,high,low,volume,sma_10,ema_10,rsi,macd,macd_signal,bb_middle,bb_upper,bb_lower,stoch_k,stoch_d,cci,adx,williams_r,target
2023-03-07,250.17112731933594,253.65571496313456,249.4230309703386,252.287461805782,21473200,250.17112731933594,252.287461805782,253.65571496313456,249.4230309703386,21473200,247.9337142944336,249.84094272957694,51.1618039456222,0.7263217519734155,1.7372888111680878,254.03277206420898,269.13621595932744,238.92932816909052,33.996786911727895,35.67568644311308,-31.83956760590801,12.458844415463025,-66.0032130882721,0
2023-03-08,249.7281494140625,250.55499503290108,246.88339494789705,250.0628228759873,17340200,249.7281494140625,250.0628228759873,250.55499503290108,246.88339494789705,17340200,248.14928283691407,249.82043485402883,50.644956511164445,0.6487171203137336,1.519574472997217,253.38351974487304,268.0485770982924,238.71846239145367,38.2867596607536,37.184630814758926,-47.40112689939602,11.847421388848195,-61.7132403392464,0
2023-03-09,248.36976623535156,255.4964095052503,247.6413460307902,251.81497135817295,26653400,248.36976623535156,251.81497135817295,255.4964095052503,247.6413460307902,26653400,247.90811462402343,249.55667692336021,49.009927405425884,0.47216193173377974,1.3100919647445297,252.70709838867188,266.98159786406956,238.43259891327423,46.24388123455443,39.509142602345314,-27.850256151372875,11.985625274048882,-53.75611876544557,0
2023-03-10,244.6981658935547,248.8324092868265,243.72367456979757,247.1491888076624,28333900,244.6981658935547,247.1491888076624,248.8324092868265,243.72367456979757,28333900,247.84610137939453,248.67331128157738,44.799907112952255,0.035563258922536534,1.055186223580131,251.99977951049806,266.38918842262115,237.610370598375,20.53748626726728,35.02270905419177,-75.2978794087127,11.457915594077537,-79.46251373273272,1
2023-03-13,249.9447479248047,253.87228779720158,241.88296425088225,243.52681772592126,33339700,249.9447479248047,243.52681772592126,253.87228779720158,241.88296425088225,33339700,248.21621551513672,248.904481580346,51.24494572378881,0.111624252700949,0.8664738294042947,251.5803207397461,265.69313979025173,237.46750168924044,57.270980484554194,41.350782662125305,-39.066805881668365,11.653314827758928,-42.729019515445806,1
2023-03-14,256.7071838378906,256.98279906760126,251.85435814781437,252.7304240608025,33620300,256.7071838378906,252.7304240608025,256.98279906760126,251.85435814781437,33620300,249.33541717529297,250.32315471808135,58.04457476835699,0.7093977052498701,0.8350586045734099,251.09542694091797,263.7260857078446,238.4647681739913,98.18888273903161,58.665783163617704,56.61287751915412,12.218823992832068,-1.811117260968386,1
2023-03-15,261.2843322753906,262.30805867578727,255.1518569677534,255.90982124296121,46028000,261.2843322753906,255.90982124296121,262.30805867578727,255.1518569677534,46028000,251.22240142822267,252.31609609213757,61.916111458633694,1.5347830752781988,0.9750034987143676,250.79765930175782,262.10315455706433,239.49216404645128,95.01672053395639,83.4921945858474,139.97981074335203,13.338934943011266,-4.983279466043617,1
2023-03-16,271.8759460449219,272.23029562382413,259.1582026765928,261.05798023414945,54768800,271.8759460449219,261.05798023414945,272.23029562382413,259.1582026765928,54768800,253.69212341308594,255.87243244718923,69.03641238907656,3.0088771778524404,1.3817782345419822,251.1362747192383,264.37569359658994,237.89685584188663,98.83688105852958,97.34749477717253,255.29816449092877,15.265139513302676,-1.1631189414704115,1
2023-03-17,275.05535888671875,278.89429618396935,271.9940621060292,273.9036927174477,69527400,275.05535888671875,273.9036927174477,278.89429618396935,271.9940621060292,69527400,256.0683319091797,259.3602372543764,70.80119652216152,4.383133386020006,1.9820492648375871,251.98675079345702,268.6380294286415,235.33547215827252,89.66067145395226,94.50475768214608,286.40871954880754,17.52566165653104,-10.339328546047733,0
2023-03-20,267.9681091308594,273.13591766100586,265.6253644574901,272.6437454200395,43466600,267.9681091308594,272.6437454200395,273.13591766100586,265.6253644574901,43466600,257.5802886962891,260.92530486828235,62.279933806764745,4.844514954504149,2.5545424027709,252.68416061401368,270.72781799641047,234.6405032316169,70.57273173526836,86.35676141591675,167.50141643873613,18.551640131380964,-29.427268264731637,1
2023-03-21,269.4938049316406,270.6947062847507,265.30048823245505,270.57658976474096,34558700,269.4938049316406,270.57658976474096,270.6947062847507,265.30048823245505,34558700,259.5125564575195,262.4832139707111,63.303837030428895,5.272496019851729,3.098133126187066,253.72313537597657,273.0781497820257,234.36812096992742,74.68185593401482,78.30508637441183,134.3968028976384,19.451708294048295,-25.31814406598518,0
2023-03-22,268.02716064453125,276.64017464446556,267.91886713354575,269.1197685728432,34873300,268.02716064453125,269.1197685728432,276.64017464446556,267.91886713354575,34873300,261.3424575805664,263.49120427504204,61.57353437333465,5.4307261305415295,3.5646517270579587,254.74587020874023,274.8403349336586,234.6514054838219,70.63835595248281,71.96431454058866,129.28527037960512,20.77520690219827,-29.361644047517192,1
2023-03-23,273.3131103515625,276.6598758012789,270.89163117862455,273.58872562295534,36610900,273.3131103515625,273.58872562295534,276.6598758012789,270.89163117862455,36610900,263.8367919921875,265.2770053798639,65.25919108384764,5.914478175311899,4.034617016708747,255.87245330810546,277.42508442019783,234.31982219601312,84.92033239307062,76.74684809318943,126.47948239798193,22.005737178765646,-15.079667606929384,1
2023-03-24,276.1775207519531,276.2365790138879,270.9703303661151,272.8996370155353,28172000,276.1775207519531,272.8996370155353,276.2365790138879,270.9703303661151,28172000,266.98472747802737,267.2589172656983,67.10067659367877,6.45458470186901,4.5186105537408,257.41541442871096,280.1128615789117,234.71796727851023,92.65961182664843,82.73943339073395,113.60179580763263,23.148372435578207,-7.340388173351577,0
2023-03-27,272.0531005859375,277.0535567459473,271.20654881077553,276.1085945660647,26840200,272.0531005859375,276.1085945660647,277.0535567459473,271.20654881077553,26840200,269.1955627441406,268.13058696028725,62.004288951695806,6.475174990607741,4.909923441114188,258.70588912963865,281.6493701286201,235.7624081306572,81.51594325111006,86.3652958236097,94.13340012860411,24.283479976383433,-18.484056748889948,0
2023-03-28,270.92108154296875,271.81683842450656,267.79084396535427,271.4723119254839,21878600,270.92108154296875,271.4723119254839,271.81683842450656,267.79084396535427,21878600,270.61695251464846,268.6379496116839,60.6428729930996,6.327212301825909,5.193381213256532,259.9761848449707,282.66961719573385,237.28275249420759,78.4573690689776,84.2109747155787,65.99336205682705,24.64178967946908,-21.542630931022412,1
2023-03-29,276.11846923828125,276.73861104356007,274.0513399006214,274.59271732819036,25087000,276.11846923828125,274.59271732819036,276.73861104356007,274.0513399006214,25087000,272.1003662109375,269.998044089247,64.49719374010797,6.5537885606477175,5.46546268273477,261.66138381958007,283.88894175247685,239.43382588668325,92.50006200612688,84.15779144207151,90.6275522848154,25.46964225379556,-7.499937993873125,1
2023-03-30,279.60302734375,280.0066121706269,277.0732849525492,279.78023217395076,25053400,279.60302734375,279.78023217395076,280.0066121706269,277.0732849525492,25053400,272.8730743408203,271.7444046809748,66.84176355237443,6.934588970580876,5.759287940303991,263.2825988769531,285.77664294897926,240.78855480492695,98.94137930418803,89.96627012643084,101.55834317371362,26.53678121484737,-1.0586206958119757,1
2023-03-31,283.78643798828125,284.7412531215559,278.56942542902976,279.28800755276933,32766000,283.78643798828125,279.28800755276933,284.7412531215559,278.56942542902976,32766000,273.7461822509766,273.93386528230326,69.4501782388343,7.487629582820659,6.1049562688073244,264.9072570800781,288.37546243775336,241.4390517224029,97.0966698618491,96.17937039072133,113.51176143449864,27.922442877428605,-2.9033301381509187,0
2023-04-03,282.7332458496094,283.7569423716875,279.5045974988717,282.0343397141944,24883300,282.7332458496094,282.0343397141944,283.7569423716875,279.5045974988717,24883300,275.2226959228516,275.5337526581771,67.99988708087142,7.75157907043274,6.434280829132407,266.4014923095703,290.40766561355764,242.39531900558296,93.2137605596642,96.41726990856712,103.15876882439782,29.209128706968325,-6.786239440335804,0
2023-04-04,282.6839904785156,285.9028155833691,281.1976510040957,282.7332257176792,25824300,282.6839904785156,282.7332257176792,285.9028155833691,281.1976510040957,25824300,276.5417144775391,276.83379589823863,67.92844334323314,7.866110815221816,6.72064682635029,268.0271354675293,291.81924537342235,244.23502556163626,87.96458518179597,92.75833853443642,106.45084850282399,30.5834087974275,-12.035414818204043,0
2023-04-05,279.88848876953125,282.6544941864627,278.490736515466,281.37485845642465,22064800,279.88848876953125,281.37485845642465,282.6544941864627,278.490736515466,22064800,277.72784729003905,277.38919460211,63.82953234826432,7.643198389878648,6.905157139055962,269.53515243530273,292.29774884669024,246.77255602391526,70.80753687970592,83.99529420705538,82.77919821828685,31.2297334161836,-29.19246312029408,1
2023-04-06,287.03485107421875,287.50731719041386,277.61466736506213,278.7761866204537,29770300,287.03485107421875,278.7761866204537,287.50731719041386,277.61466736506213,29770300,279.1000213623047,279.1429503243116,68.98225735497131,7.951530110683109,7.114431733381393,271.4684066772461,293.2592094027929,249.67760395169924,97.87242871510576,85.54818359220256,105.2196216392367,32.27348555879534,-2.127571284894228,0
2023-04-10,284.8594055175781,285.0661094051673,280.2526514583947,284.6822007169839,23103000,284.8594055175781,284.6822007169839,285.0661094051673,280.2526514583947,23103000,279.9682098388672,280.1823058139964,65.90442277737381,7.928945002969613,7.277334387299037,273.4764686584473,292.21798523014735,254.73495208674726,88.076137849989,85.58536781493355,96.60238233056614,33.24268397693482,-11.923862150011002,0
2023-04-11,278.402099609375,281.5028083472433,277.230757468165,281.27639833215596,27276600,278.402099609375,281.27639833215596,281.5028083472433,277.230757468165,27276600,280.6031097412109,279.85863195861066,57.67808512000333,7.305779048374745,7.283023319514179,274.89933624267576,290.3022654015738,259.49640708377774,53.8192379686538,79.92260151124952,51.401634981355286,33.422223503774866,-46.1807620313462,1
2023-04-12,279.0517883300781,282.51669989305793,277.5457425781535,280.331454092245,27403400,279.0517883300781,280.331454092245,282.51669989305793,277.5457425781535,27403400,281.4161804199219,279.7119331170593,58.24284202911615,6.786113893026027,7.183641434216549,276.01656646728514,289.0363630485976,262.9967698859727,57.11439483209007,66.33659021691096,52.02605992798332,33.70080983792763,-42.88560516790993,1
2023-04-13,285.3023986816406,285.3614569468839,278.7368378636827,279.1502457203857,24222700,285.3023986816406,279.1502457203857,285.3614569468839,278.7368378636827,24222700,282.33457336425784,280.7283814015286,63.31493616873822,6.800258384623646,7.106964824297968,277.2174697875977,288.9470912224723,265.48784835272306,88.81687164025467,66.58350148033286,87.37004181908266,34.26666024328135,-11.183128359745325,0
2023-04-14,281.66033935546875,283.96370179651217,279.24868340268176,282.5068611754226,20987900,281.66033935546875,282.5068611754226,283.96370179651217,279.24868340268176,20987900,282.54030456542966,280.897828302245,58.830880518060866,6.44330978211093,6.974233815860561,277.706689453125,289.3199628203383,266.09341608591177,70.34470735104078,72.09199127446185,60.67132433326478,34.79209276253838,-29.655292648959215,1
2023-04-17,284.27862548828125,287.03480758768944,281.6799721234841,285.390939367987,23836200,284.27862548828125,285.390939367987,287.03480758768944,281.6799721234841,23836200,282.5895233154297,281.5125186997061,60.97085517020507,6.299087294644551,6.83920451161736,278.1678527832031,290.05269984697105,266.28300571943515,83.62439537092796,80.92865812074113,90.4401486400025,35.609853941534624,-16.375604629072043,0
2023-04-18,283.8553161621094,287.19225723129153,282.51662254460336,287.0052294406401,20161800,283.8553161621094,287.0052294406401,287.19225723129153,282.51662254460336,20161800,282.7017303466797,281.9384818746885,60.424000481089884,6.080539732352122,6.687471555764313,278.96221313476565,290.1151522128378,267.8092740566935,72.85963739642428,75.60958003946433,88.71746827349685,36.385902100438045,-27.140362603575728,1
2023-04-19,283.9341125488281,284.52469507035653,280.0853229045868,281.51260405135076,17150300,283.9341125488281,281.51260405135076,284.52469507035653,280.0853229045868,17150300,282.8267425537109,282.3013238154411,60.49502929256102,5.8463048613216415,6.519238216875779,279.684228515625,290.1396879132272,269.22876911802285,65.75432622664582,74.07945299799935,59.261646847636136,36.400940416716296,-34.245673773354184,0
2023-04-20,281.6307678222656,284.50506674858116,280.6168942704113,280.78424603946644,23244400,281.6307678222656,280.78424603946644,284.50506674858116,280.6168942704113,23244400,283.0009704589844,282.17940454395466,57.259907614552816,5.412420356129587,6.297874644726542,280.3644088745117,289.3669866562722,271.3618310927512,42.81598582621536,60.476649816428484,44.15475397419289,36.4149045675461,-57.18401417378464,0
2023-04-21,281.2862854003906,281.7882806530925,278.6285433150847,280.54802704778444,21676400,281.2862854003906,280.54802704778444,281.7882806530925,278.6285433150847,21676400,282.4261138916016,282.0170192451248,56.77092914272015,4.983322270189831,6.0349641698192,280.7630676269531,289.1676200009287,272.3585152529775,39.46386769343994,49.34472658210037,5.749898561779235,35.84130210526028,-60.53613230656006,0
2023-04-24,277.3587341308594,280.4889724167193,274.3564954739549,277.67373157493995,26611000,277.3587341308594,277.67373157493995,280.4889724167193,274.3564954739549,26611000,281.67604675292966,281.1700583152583,51.38326771136899,4.277035380557152,5.683378411966791,280.82212829589844,289.11278552186036,272.5314710699365,22.82928566468973,35.03637972811501,-70.17824544946775,34.188828067411784,-77.17071433531027,0
2023-04-25,271.108154296875,277.1913956236309,271.0589190518227,275.13411938360406,45772200,271.108154296875,275.13411938360406,277.1913956236309,271.0589190518227,45772200,280.9466522216797,279.3406212210068,44.19491008342502,3.176313809267242,5.181965491426881,280.77488098144534,289.27306648063455,272.2766954822561,0.2993315497194686,20.864161635949714,-167.29715888949784,31.912482305843707,-99.70066845028053,1
2023-04-26,290.7458190917969,294.88007785035614,288.1471653314123,292.05501404925786,64599200,290.7458190917969,292.05501404925786,294.88007785035614,288.1471653314123,64599200,282.1160552978516,281.41429356115043,62.12310444288915,3.844265168002323,4.91442542674197,281.76611785888673,290.05788505745045,273.474350660323,82.6445942721569,35.2577371621887,239.58017747706688,32.222700308201844,-17.355405727843102,1
2023-04-27,300.0577392578125,300.42197197875873,290.62773158265634,291.33646086804055,46462600,300.0577392578125,291.33646086804055,300.42197197875873,290.62773158265634,46462600,283.5915893554687,284.8040109605435,67.46132684842607,5.066610830761817,4.94486250754594,282.9630813598633,294.07883650634153,271.84732621338503,98.75955432205039,60.56782671464225,313.2167170325398,32.98847926351981,-1.2404456779496085,1
2023-04-28,302.44964599609375,304.09348419157374,298.5614739081994,299.25052694953416,36446700,302.44964599609375,299.25052694953416,304.09348419157374,298.5614739081994,36446700,285.67052001953124,288.01230823973447,68.68228840368894,6.157357276937603,5.187361461424272,284.1054122924805,297.9628139357958,270.24801064916517,95.02388426024132,92.14267761814953,294.8095446966441,33.98338797566085,-4.976115739758688,0
2023-05-01,300.7762756347656,303.7686910534892,300.3726908217299,302.1642048581886,21294100,300.7762756347656,302.1642048581886,303.7686910534892,300.3726908217299,21294100,287.3202850341797,290.33302958428555,66.79398397549011,6.808273155779148,5.5115438002952475,284.9549041748047,300.59792889720734,269.3118794524021,89.95837074659578,94.58060310962917,213.60380215484005,34.90723177979181,-10.041629253404224,0
2023-05-02,300.62860107421875,304.3395683302201,299.1520846006122,302.9418162241632,26404400,300.62860107421875,302.9418162241632,304.3395683302201,299.1520846006122,26404400,288.99761352539065,292.2049516733643,66.61991170040878,7.228882518636681,5.855011543963535,285.8496719360352,302.8687079497378,268.83063592233253,88.84947458519034,91.27724319734249,161.8260157722801,35.490666592797965,-11.150525414809657,0
2023-05-03,299.63446044921875,303.778542392161,299.3293160567343,301.81970644560397,22360800,299.63446044921875,301.81970644560397,303.778542392161,299.3293160567343,22360800,290.56764831542966,293.55577145079235,65.38454977321433,7.3967346759337715,6.1633561703575825,286.6971954345703,304.663112432207,268.73127843693356,85.86233146582428,88.22339226587013,128.27697182024068,36.0324274905894,-14.137668534175724,1
2023-05-04,300.62860107421875,302.9418162241632,298.65005938684857,301.44559363876704,22519900,300.62860107421875,301.44559363876704,302.9418162241632,298.65005938684857,22519900,292.467431640625,294.8417404732335,66.06228099430807,7.523254168962183,6.435335770078503,287.7342010498047,306.3894353370239,269.07896676258554,88.84947458519034,87.85376021206832,107.46551227081184,36.36587499974331,-11.150525414809657,1
2023-05-05,305.7865905761719,307.085932430796,299.50646831862997,300.93377975527426,28181200,305.7865905761719,300.93377975527426,307.085932430796,299.50646831862997,28181200,294.91746215820314,296.83171321922225,69.40885585575188,7.948107587656352,6.737890133594074,288.67178802490236,308.9099061294153,268.43366992038943,96.39342334332254,90.3684097981124,114.84678652609534,37.09197602323981,-3.6065766566774657,0
2023-05-08,303.81787109375,305.3436228273613,301.2979520150605,305.2747115147881,21318600,303.81787109375,305.2747115147881,305.3436228273613,301.2979520150605,21318600,297.56337585449216,298.10192374186363,66.70511477812057,8.033344380483811,6.996980982972022,289.6197113037109,310.8084135912848,268.431009016137,90.9288585687945,92.05725216576911,96.43630244755224,37.766212687915136,-9.0711414312055,0
2023-05-09,302.1936950683594,305.1861101016797,301.514495109484,303.1780393519697,21340800,302.1936950683594,303.1780393519697,305.1861101016797,301.514495109484,21340800,300.67192993164065,298.84588216486287,64.47376732639836,7.879013359955934,7.173387458368804,290.80929107666014,312.01671325863094,269.60186889468935,86.42064133661462,91.24764108291055,83.29316965595305,38.392289590827936,-13.579358663385383,1
2023-05-10,307.4205627441406,308.0997627072867,302.8532208601683,303.78832991159567,30078000,307.4205627441406,303.78832991159567,308.0997627072867,302.8532208601683,30078000,302.339404296875,300.4049149974588,68.16450186114989,8.085267521884361,7.355763471071916,292.2277297973633,313.8898159642535,270.56564363047306,98.16634855981238,91.83861615507384,94.22332667942989,39.277195353586976,-1.8336514401876245,0
2023-05-11,305.2550048828125,306.2492022660023,301.46530325501186,305.24518186660805,31680200,305.2550048828125,305.24518186660805,306.2492022660023,301.46530325501186,31680200,302.859130859375,301.28674952206853,65.14485109282941,7.9819718077122275,7.481005138399979,293.22536010742186,315.3526023480965,271.0981178667472,92.31994322015247,92.30231103885983,74.60236773543883,39.67697376213811,-7.680056779847537,0
2023-05-12,304.13287353515625,305.78656482552327,301.79998224342324,305.68812438304315,19758100,304.13287353515625,305.68812438304315,305.78656482552327,301.79998224342324,19758100,303.02745361328124,301.8042266153572,63.573288381984,7.720564724058136,7.528917055531611,294.34898681640624,316.2945907062413,272.40338292657117,89.29049994371478,93.25893057455988,66.11458667386007,40.048196570078446,-10.70950005628523,1
2023-05-15,304.6152038574219,305.04831778842316,302.77448467056973,304.26085429922443,16336500,304.6152038574219,304.26085429922443,305.04831778842316,302.77448467056973,16336500,303.4113464355469,302.31531338664166,63.975573758759595,7.466251453751454,7.516383935175581,295.3658157348633,317.2352092541804,273.4964222155462,82.53581333687337,88.04875216691353,62.89272638094042,40.3929034631659,-17.46418666312663,1
2023-05-16,306.8594970703125,308.79865663517415,304.9793957630767,304.9793957630767,26730300,306.8594970703125,304.9793957630767,308.79865663517415,304.9793957630767,26730300,304.03443603515626,303.14152860185453,65.86460411397127,7.360949615607808,7.485297071262027,296.5160247802734,318.2623134649081,274.76973609563873,89.32822869910545,87.0515139932312,77.55149308483817,41.17279172718434,-10.671771300894552,1
2023-05-17,309.7597961425781,310.18398226866987,306.5438090074736,308.07289612814964,24315000,309.7597961425781,308.07289612814964,310.18398226866987,306.5438090074736,24315000,305.0469696044922,304.3448499728952,68.18629294864134,7.4259255987175266,7.473422776753127,297.80730895996095,319.47871881543796,276.13589910448394,96.35030483149018,89.40478228915633,88.59369791545882,42.05135354039239,-3.6496951685098153,1
2023-05-18,314.21881103515625,314.73180841196273,309.48364052996965,310.28270017640136,27276000,314.21881103515625,310.28270017640136,314.73180841196273,309.48364052996965,27276000,306.40599060058594,306.140115620579,71.40625618492409,7.7479116669582595,7.528320554794154,299.4367111206055,320.8974096869739,277.97601255423706,96.8100647758813,94.16286610215899,118.97220763423766,43.317975267312235,-3.189935224118695,0
2023-05-19,314.0411682128906,314.44563523086384,312.0977696709312,312.4627684149511,27529500,314.0411682128906,312.4627684149511,314.44563523086384,312.0977696709312,27529500,307.2314483642578,307.57667063736295,71.09752213815538,7.897713727000735,7.6021991892354706,301.07445526123047,321.72883015138365,280.4200803710773,95.70544100648776,96.28860353795308,131.35206622446998,44.4941240137378,-4.2945589935122355,1
2023-05-22,316.8428649902344,318.23382834454407,313.71568867126024,314.29771785830155,24115700,316.8428649902344,314.29771785830155,318.23382834454407,313.71568867126024,24115700,308.53394775390626,309.2614332469759,73.07479001349361,8.148574756542928,7.7114743026969625,303.04866180419924,321.71024532584676,284.3870782825517,92.8973663991113,95.13762406049345,165.85360060589846,45.91907956817463,-7.102633600888695,0
2023-05-23,311.00286865234375,318.3621234603865,310.9929940544643,315.70844570220487,30797200,311.00286865234375,315.70844570220487,318.3621234603865,310.9929940544643,30797200,309.4148651123047,309.5780578661337,63.34664221427152,7.786388393685343,7.726457120894639,305.0433975219727,316.9157812148923,293.17101382905304,62.66623941263445,83.75634893941117,130.108044545933,46.275583702500064,-37.33376058736555,0
2023-05-24,309.61187744140625,312.2260866800328,308.3886015273957,310.4799990237755,23384900,309.61187744140625,310.4799990237755,312.2260866800328,308.3886015273957,23384900,309.6339965820313,309.5842068798196,61.25493841058824,7.302928116571934,7.641751320030099,305.9867004394531,316.02085535837085,295.95254552053535,53.593519009570166,69.7190416071053,68.81045562564375,45.76419891181974,-46.406480990429834,1
2023-05-25,321.51885986328125,322.48560688715077,315.67878902000206,318.87502712507745,43301700,321.51885986328125,318.87502712507745,322.48560688715077,315.67878902000206,43301700,311.2603820800781,311.7541437859035,70.29654433153814,7.790769196742929,7.671554895372665,307.05975646972655,318.7771600684414,295.3423528710117,95.43721554034289,70.56565798751583,185.44198322253916,46.372178096315444,-4.562784459657105,1
2023-05-26,328.394775390625,328.8978680435936,319.5064338872772,319.6445277176384,36630600,328.394775390625,319.6445277176384,328.8978680435936,319.5064338872772,36630600,313.686572265625,314.77971316858014,74.06095279958902,8.63270325664513,7.8637845676271585,308.3570129394531,323.0998767201906,293.61414915871563,98.16607503948018,82.39893652979775,208.78983687972573,47.40552549967616,-1.8339249605198364,0
2023-05-30,326.73736572265625,331.20619186335273,326.0566810034036,330.70309932273216,29503100,326.73736572265625,330.70309932273216,331.20619186335273,326.0566810034036,29503100,315.89878845214844,316.9538318147758,71.70207466567265,9.061744802922647,8.103376614686256,309.65506744384766,325.9855973967404,293.3245374909549,84.97413376060597,92.85914144680969,192.09117287681752,48.51251185462473,-15.025866239394041,0
2023-05-31,323.9555358886719,331.4035709455312,322.9098221088515,327.8028654551653,45950600,323.9555358886719,327.8028654551653,331.4035709455312,322.9098221088515,45950600,317.6083923339844,318.22686891912053,67.7988469106386,9.072708366065285,8.297242964962063,310.8214141845703,327.7285135865322,293.9143147826084,75.12202397997153,86.08741092668589,145.8257703795723,48.704608622489154,-24.87797602002848,1
2023-06-01,328.08892822265625,329.02611175560344,320.3350817076628,321.52873380846023,26773900,328.08892822265625,321.52873380846023,329.02611175560344,320.3350817076628,26773900,319.44130554199216,320.01997061067243,70.37903915782329,9.307634667351692,8.49932130543999,312.2441375732422,329.917769465438,294.57050568104637,88.80324018743396,82.96646597600382,124.48671996991496,48.240107532502044,-11.196759812566036,1
2023-06-02,330.870849609375,332.94249783924806,328.0593291620814,329.73638489709236,25864000,330.870849609375,329.73638489709236,332.94249783924806,328.0593291620814,25864000,321.10650939941405,321.9928577013456,72.00490778757519,9.607543479353012,8.720965740222596,313.75625,332.34705608579384,295.1654439142062,93.13296431458755,85.68607616066434,145.5301844202286,48.175573712716016,-6.867035685412432,1
2023-06-05,331.403564453125,333.9881799034305,330.1408504123087,330.6932859235735,21307100,331.403564453125,330.6932859235735,333.9881799034305,330.1408504123087,21307100,322.8427490234375,323.7038952925782,72.31824684285306,9.775522866839992,8.931877165546075,315.03709869384767,334.7510081140665,295.3231892736288,91.09023171119382,91.00881207107177,132.23135274604982,48.20935217217994,-8.90976828880618,0
2023-06-06,329.174072265625,330.8412533912164,327.68448335101743,330.8017851103892,20396200,329.174072265625,330.8017851103892,330.8412533912164,327.68448335101743,20396200,324.07586975097655,324.69847292404125,68.8452647680622,9.617877450434264,9.069077222523713,316.3049087524414,336.2299042609772,296.3799132439056,82.45867010012354,88.89395537530163,98.7699154203033,47.611294925888544,-17.54132989987647,0
